handwashing,p20,povcal_year,iso3,value,total,percentage,demographic
no soap and water,P20,2008,ZMB,4918854.75233441,7150004.87107759,0.68795124493294,P20
no soap and water,Not P20,2009,ZMB,3442758.19723072,6686085.81125501,0.514913851604381,Not P20
no soap and water,P20,2009,ZMB,5298353.54128532,7699035.80032773,0.688184037416709,P20
no soap and water,Not P20,2010,ZMB,3204797.17629077,6483659.54203258,0.494288319044909,Not P20
no soap and water,P20,2010,ZMB,5703821.32654533,8271232.56487245,0.689597503372012,P20
no soap and water,Not P20,2011,ZMB,3247169.62670284,6585801.40877455,0.493056110434258,Not P20
no soap and water,P20,2011,ZMB,5955731.06331286,8559828.74085738,0.695776895031233,P20
no soap and water,Not P20,2012,ZMB,3537928.32471197,6941586.75160639,0.509671412504244,Not P20
no soap and water,P20,2012,ZMB,6038477.03284941,8688558.28530557,0.694991831160518,P20
no soap and water,Not P20,2013,ZMB,3573450.87201451,7049935.73401522,0.506877084676528,Not P20
no soap and water,P20,2013,ZMB,6283218.38388494,9043317.89098886,0.694791276788556,P20
no soap and water,Not P20,2014,ZMB,3673868.16482907,7297901.92199846,0.503414296889183,Not P20
no soap and water,P20,2014,ZMB,6430876.54538548,9267482.11593573,0.693918419796827,P20
no soap and water,Not P20,2015,ZMB,2060678.68992298,3887715.49017176,0.530048738168321,Not P20
no soap and water,P20,2015,ZMB,4049746.6731355,5307319.07093016,0.763049407622245,P20
no soap and water,Not P20,2016,ZMB,2064744.33814693,3970440.25316611,0.520029066424172,Not P20
no soap and water,P20,2016,ZMB,4349969.3661138,5725726.45554279,0.759723573923587,P20
no soap and water,Not P20,2017,ZMB,2092355.2377426,4074348.27913666,0.513543539823741,Not P20
no soap and water,P20,2017,ZMB,4676287.4453862,6191097.28302999,0.755324497678959,P20
no soap and water,Not P20,2018,ZMB,2105431.17579331,4159490.0325118,0.506175314602665,Not P20
no soap and water,P20,2018,ZMB,5014979.18962518,6681973.57845586,0.750523648551165,P20
no soap and water,Not P20,2000,ZWE,11564141.8316604,20353976.9255495,0.56815146612181,Not P20
no soap and water,P20,2000,ZWE,1267291.04403862,1699582.69916706,0.74564835512841,P20
no soap and water,Not P20,2001,ZWE,11315963.8768594,20042811.8023625,0.564589638841269,Not P20
no soap and water,P20,2001,ZWE,1481716.73054347,2090409.85336226,0.708816373095565,P20
no soap and water,Not P20,2002,ZWE,11171527.607215,19885781.3241393,0.56178469556305,Not P20
no soap and water,P20,2002,ZWE,1661113.76165095,2407287.76569491,0.690035393907897,P20
no soap and water,Not P20,2003,ZWE,10658375.342034,19043672.9376721,0.559680654930259,Not P20
no soap and water,P20,2003,ZWE,2222711.55024324,3248692.40107442,0.684186520554591,P20
no soap and water,Not P20,2004,ZWE,9990864.5626486,18058424.5570201,0.553252280181036,Not P20
no soap and water,P20,2004,ZWE,2880003.93095442,4335434.39965514,0.664294201103242,P20
no soap and water,Not P20,2005,ZWE,9178435.52917378,16831720.2560919,0.545305850473116,Not P20
no soap and water,P20,2005,ZWE,3643545.53809981,5603965.26404145,0.650172755616291,P20
no soap and water,Not P20,2006,ZWE,8660048.2830674,16048847.9688483,0.539605602836852,Not P20
no soap and water,P20,2006,ZWE,4309361.84136486,6618977.25642949,0.651061587676384,P20
no soap and water,Not P20,2007,ZWE,6782785.13615975,12466819.5529539,0.544067001800201,Not P20
no soap and water,P20,2007,ZWE,3889718.59735176,6287245.24383118,0.618668183998106,P20
no soap and water,Not P20,2008,ZWE,6296988.89663286,11633298.594319,0.541290060216277,Not P20
no soap and water,P20,2008,ZWE,4535193.64647746,7297102.23225315,0.621506113266706,P20
no soap and water,Not P20,2009,ZWE,6624438.48908044,12191348.8018532,0.543372074472472,Not P20
no soap and water,P20,2009,ZWE,4288041.99786215,6980165.78905222,0.614318073159176,P20
no soap and water,Not P20,2010,ZWE,11915702.3836843,24162909.4472575,0.493140215986561,Not P20
no soap and water,P20,2010,ZWE,5073185.67829933,7933488.19946491,0.639464703387534,P20
no soap and water,Not P20,2011,ZWE,10800922.0048378,22591828.1040791,0.478089774544968,Not P20
no soap and water,P20,2011,ZWE,6593379.09019484,10011644.5555316,0.658571032323744,P20
no soap and water,Not P20,2012,ZWE,8404028.83926454,17887464.7305264,0.469827835630748,Not P20
no soap and water,P20,2012,ZWE,5177613.66264131,7552784.89673782,0.685523781417053,P20
no soap and water,Not P20,2013,ZWE,7908417.31676738,16900277.6429083,0.467945999696989,Not P20
no soap and water,P20,2013,ZWE,6590064.13558067,9892025.51432704,0.666199670232957,P20
no soap and water,Not P20,2014,ZWE,7540049.98762924,16289779.1465115,0.462869994725739,Not P20
no soap and water,P20,2014,ZWE,7843889.30775062,11764675.9710726,0.66673228629819,P20
no soap and water,Not P20,2015,ZWE,7928794.96056389,17129201.8981923,0.462881750573601,Not P20
no soap and water,P20,2015,ZWE,9510148.5445889,14303317.1491492,0.664891118991555,P20
no soap and water,Not P20,2016,ZWE,7513503.59978834,16236521.6587293,0.462753276700052,Not P20
no soap and water,P20,2016,ZWE,10237226.3279923,15679160.9149707,0.652919271860888,P20
no soap and water,Not P20,2017,ZWE,7432456.00076386,16013059.459222,0.464149653580626,Not P20
no soap and water,P20,2017,ZWE,10670647.4399127,16452203.3030522,0.648584705851104,P20
no soap and water,Not P20,2018,ZWE,7345576.8216842,15913116.4229711,0.461605170630224,Not P20
no soap and water,P20,2018,ZWE,11086349.212555,17017583.8143615,0.651464352019173,P20
