handwashing,p20,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,2018,LBR,18570.4922017235,45501.5744006667,0.408128563600899,Not P20
no soap and water,P20,2018,LBR,44564.7145003163,58298.5248325839,0.764422678417558,P20
no soap and water,Not P20,2000,LSO,94497.978855492,176076.344927693,0.536687531163249,Not P20
no soap and water,P20,2000,LSO,45223.1386564084,50362.3450515277,0.897955379364064,P20
no soap and water,Not P20,2001,LSO,94130.8489502876,175948.425471464,0.534991141285059,Not P20
no soap and water,P20,2001,LSO,49582.981014401,56961.0442536748,0.87047177003259,P20
no soap and water,Not P20,2002,LSO,94988.3678222997,177551.291025372,0.534991141285059,Not P20
no soap and water,P20,2002,LSO,50034.6750384602,57479.9514021999,0.87047177003259,P20
no soap and water,Not P20,2003,LSO,95613.8722887783,178720.477612231,0.534991141285059,Not P20
no soap and water,P20,2003,LSO,50364.1565679662,57858.460551892,0.87047177003259,P20
no soap and water,Not P20,2004,LSO,97407.4071182703,182072.934673826,0.534991141285059,Not P20
no soap and water,P20,2004,LSO,51308.8925858718,58943.7754930878,0.87047177003259,P20
no soap and water,Not P20,2005,LSO,100369.066691956,187608.838626501,0.534991141285059,Not P20
no soap and water,P20,2005,LSO,52868.9328070191,60735.9533383141,0.87047177003259,P20
no soap and water,Not P20,2006,LSO,105391.331629492,196373.728677953,0.536687531163249,Not P20
no soap and water,P20,2006,LSO,50436.2829892108,56167.9167454066,0.897955379364064,P20
no soap and water,Not P20,2007,LSO,113333.15848137,203600.124427448,0.556645821313121,Not P20
no soap and water,P20,2007,LSO,41269.1210645599,46955.6846842274,0.878895097411333,P20
no soap and water,Not P20,2008,LSO,113946.239245184,203262.2422395,0.560587337764993,Not P20
no soap and water,P20,2008,LSO,39027.3044884232,44653.9601310311,0.873994252108946,P20
no soap and water,Not P20,2009,LSO,113909.208401204,202219.317055735,0.563295386710302,Not P20
no soap and water,P20,2009,LSO,37341.5172861449,42904.8044295693,0.870334168459924,P20
no soap and water,Not P20,2010,LSO,558150.29744755,1319258.33860173,0.423078847497853,Not P20
no soap and water,P20,2010,LSO,421569.551891383,918617.399674319,0.458917447068653,P20
no soap and water,Not P20,2011,LSO,503700.464637025,1223926.72403516,0.411544624972625,Not P20
no soap and water,P20,2011,LSO,376805.459905957,855831.45472993,0.440279984830499,P20
no soap and water,Not P20,2012,LSO,521179.834232351,1256564.42433339,0.414765708896172,Not P20
no soap and water,P20,2012,LSO,364248.922863521,834821.502728653,0.43631952659695,P20
no soap and water,Not P20,2013,LSO,511201.447531146,1240317.19261186,0.412153802733845,Not P20
no soap and water,P20,2013,LSO,380172.235174654,865110.670245013,0.439449249963572,P20
no soap and water,Not P20,2014,LSO,513667.453854372,1248145.21362911,0.411544624972625,Not P20
no soap and water,P20,2014,LSO,384261.510117517,872766.247290237,0.440279984830499,P20
no soap and water,Not P20,2015,LSO,517584.870246883,1257664.02679008,0.411544624972625,Not P20
no soap and water,P20,2015,LSO,387192.029322989,879422.282782289,0.440279984830499,P20
no soap and water,Not P20,2016,LSO,502355.418361401,1232620.22129297,0.407550849550764,Not P20
no soap and water,P20,2016,LSO,409443.427490285,921051.95079705,0.444538906992125,P20
no soap and water,Not P20,2017,LSO,503799.853814212,1238541.68414912,0.406768589432113,Not P20
no soap and water,P20,2017,LSO,415210.328735275,932163.691306186,0.445426412343379,P20
no soap and water,Not P20,2018,LSO,507827.531553353,1248443.32809062,0.406768589432113,Not P20
no soap and water,P20,2018,LSO,418529.768757831,939615.966094051,0.445426412343379,P20
no soap and water,Not P20,2010,MDG,3306086.07070437,4962783.4764867,0.666175763332888,Not P20
no soap and water,P20,2010,MDG,8031271.54353525,16188856.5235133,0.496098753600684,P20
no soap and water,Not P20,2011,MDG,2563668.71851141,3593311.07779501,0.713455824727699,Not P20
no soap and water,P20,2011,MDG,9091178.36810811,18150655.922205,0.500873269102425,P20
no soap and water,Not P20,2012,MDG,2634725.50779279,3692906.2970344,0.713455824727699,Not P20
no soap and water,P20,2012,MDG,9343157.08164374,18653734.7029656,0.500873269102425,P20
no soap and water,Not P20,2013,MDG,2412589.53142994,3383316.95319134,0.713084102024271,Not P20
no soap and water,P20,2013,MDG,9894727.37317094,19577936.0468087,0.505401966249852,P20
no soap and water,Not P20,2014,MDG,2223796.46077298,3176087.8407326,0.700168437488819,Not P20
no soap and water,P20,2014,MDG,10420470.6030813,20413799.1592674,0.510462090950406,P20
no soap and water,Not P20,2015,MDG,2246136.46878372,3200211.98618582,0.701871150561118,Not P20
no soap and water,P20,2015,MDG,10743424.7241523,21033876.0138142,0.510767711908944,P20
no soap and water,Not P20,2016,MDG,2200412.80600183,3135250.35931094,0.701830014776057,Not P20
no soap and water,P20,2016,MDG,11143067.3517909,21759129.6406891,0.512109975711234,P20
no soap and water,Not P20,2017,MDG,2260178.54923007,3220407.36595065,0.701830014776057,Not P20
no soap and water,P20,2017,MDG,11445725.8803659,22350132.6340493,0.512109975711234,P20
no soap and water,Not P20,2018,MDG,2237668.99267888,3181783.62178557,0.703275036478794,Not P20
no soap and water,P20,2018,MDG,11839057.8149239,23080584.3782144,0.512944456731289,P20
no soap and water,Not P20,2000,MDV,4382.40186033868,261609.769520901,0.0167516750936495,Not P20
no soap and water,P20,2000,MDV,728.263347985372,15716.0950720052,0.0463386957541773,P20
no soap and water,Not P20,2001,MDV,4489.64296008089,266252.564580028,0.0168623463483351,Not P20
no soap and water,P20,2001,MDV,746.084571330203,17859.699721007,0.041774754502319,P20
no soap and water,Not P20,2002,MDV,4553.4549463308,271384.906248871,0.0167785858442514,Not P20
no soap and water,P20,2002,MDV,825.758499158689,20513.4981252571,0.0402543970860815,P20
no soap and water,Not P20,2003,MDV,4681.11473780626,275776.643753899,0.0169742972939494,Not P20
no soap and water,P20,2003,MDV,848.909306414757,24305.368424332,0.0349268232266299,P20
no soap and water,Not P20,2004,MDV,4744.77710516464,279643.402023815,0.016967241389663,Not P20
no soap and water,P20,2004,MDV,948.482319705197,29296.4380936942,0.0323753459950256,P20
no soap and water,Not P20,2005,MDV,4797.37476039474,281960.967075033,0.0170143222665217,Not P20
no soap and water,P20,2005,MDV,1053.48500212352,35530.9202059819,0.0296498091244526,P20
no soap and water,Not P20,2006,MDV,5067.98712474123,297227.454131769,0.0170508714935009,Not P20
no soap and water,P20,2006,MDV,919.067716977001,27654.9423203256,0.0332333984403761,P20
no soap and water,Not P20,2007,MDV,5192.8779232214,310373.573908111,0.0167310568932612,Not P20
no soap and water,P20,2007,MDV,941.716373772172,22514.9245537879,0.0418263170956857,P20
no soap and water,Not P20,2008,MDV,5389.24983296356,323263.068049213,0.0166714059403257,Not P20
no soap and water,P20,2008,MDV,895.580380704825,17777.8535878315,0.0503761815947135,P20
no soap and water,Not P20,2009,MDV,5633.80884739267,335888.49783797,0.0167728543360552,Not P20
no soap and water,P20,2009,MDV,831.660812360182,14954.6684233871,0.0556121198287201,P20
no soap and water,Not P20,2010,MDV,5786.15235948589,344045.087911141,0.0168180060195492,Not P20
no soap and water,P20,2010,MDV,789.275402454198,12764.8604646857,0.0618318864227108,P20
no soap and water,Not P20,2011,MDV,6634.20026515972,368441.331353078,0.0180061239079666,Not P20
no soap and water,P20,2011,MDV,206.611325448198,2769.44289066308,0.0746039306839543,P20
no soap and water,Not P20,2012,MDV,6892.15887936232,381498.464923427,0.0180660199530441,Not P20
no soap and water,P20,2012,MDV,249.652376549893,6045.79801895312,0.041293535736267,P20
no soap and water,Not P20,2013,MDV,7270.63288834981,403098.177538283,0.0180368785905992,Not P20
no soap and water,P20,2013,MDV,201.195680686612,2354.19187597664,0.0854627368056588,P20
no soap and water,Not P20,2014,MDV,7610.41299041489,423197.07912225,0.0179831415807491,Not P20
no soap and water,P20,2014,MDV,210.598203131156,1203.38594993594,0.175004704967983,P20
no soap and water,Not P20,2015,MDV,8064.58423680501,442828.333751196,0.018211536214248,Not P20
no soap and water,P20,2015,MDV,114.203407556675,986.563593292603,0.115758789735517,P20
no soap and water,Not P20,2016,MDV,8429.73883955434,463631.728250682,0.0181819714353036,Not P20
no soap and water,P20,2016,MDV,119.37439947572,278.569895059237,0.428525844296044,P20
no soap and water,Not P20,2017,MDV,8800.05219506607,484164.979988968,0.0181757305025791,Not P20
no soap and water,P20,2017,MDV,124.618445023683,124.618445023683,1,P20
no soap and water,Not P20,2018,MDV,9142.08991258454,502983.355265269,0.0181757305025791,Not P20
no soap and water,P20,2018,MDV,129.46207635129,129.46207635129,1,P20
no soap and water,Not P20,2000,MLI,5909983.66136982,9831000.4698458,0.601157906511881,Not P20
no soap and water,P20,2000,MLI,6440050.44075778,7747631.91635668,0.831228239839536,P20
no soap and water,Not P20,2001,MLI,6469637.4115604,10533645.1757443,0.61418790016375,Not P20
no soap and water,P20,2001,MLI,6151907.72926179,7393743.95678953,0.832042300249336,P20
no soap and water,Not P20,2002,MLI,7152498.32005339,11405902.5482316,0.627087447907605,Not P20
no soap and water,P20,2002,MLI,5903819.8631342,7085289.04755698,0.833250390140378,P20
no soap and water,Not P20,2003,MLI,7307809.56922229,11643460.6506375,0.62763209225276,Not P20
no soap and water,P20,2003,MLI,6162048.27114782,7386773.12889999,0.834200287949746,P20
no soap and water,Not P20,2004,MLI,7485268.21404632,11978254.642873,0.62490474924909,Not P20
no soap and water,P20,2004,MLI,6476415.47324102,7759823.85840599,0.834608567335624,P20
no soap and water,Not P20,2005,MLI,7546221.33631974,12257033.1871149,0.615664592003605,Not P20
no soap and water,P20,2005,MLI,6861538.40497403,8208938.67812856,0.835861817710435,P20
no soap and water,Not P20,2006,MLI,7470733.76410246,12241712.4304128,0.610268686392475,Not P20
no soap and water,P20,2006,MLI,7507343.88557078,9027372.41283374,0.831620048697447,P20
no soap and water,Not P20,2007,MLI,5214540.6070349,8119244.45332281,0.642244563150311,Not P20
no soap and water,P20,2007,MLI,5291694.89641711,6282145.42252223,0.842338809516532,P20
no soap and water,Not P20,2008,MLI,5237471.41220281,8179789.43087187,0.640294161171892,Not P20
no soap and water,P20,2008,MLI,5710056.54826689,6759170.85033287,0.844786538867514,P20
no soap and water,Not P20,2009,MLI,5206032.24126822,8187756.57682863,0.63583134066312,Not P20
no soap and water,P20,2009,MLI,6093161.88160405,7227128.92869774,0.843095777274583,P20
no soap and water,Not P20,2010,MLI,8825802.4687584,13386696.7476156,0.659296511690266,Not P20
no soap and water,P20,2010,MLI,15565231.906354,17614774.2701102,0.883646402030029,P20
no soap and water,Not P20,2011,MLI,9240180.41559351,13870589.8011018,0.666170692673756,Not P20
no soap and water,P20,2011,MLI,15891907.7307455,18138795.6166572,0.876128055390388,P20
no soap and water,Not P20,2012,MLI,8694197.54096866,13193160.6150887,0.658992776228718,Not P20
no soap and water,P20,2012,MLI,17194406.9841846,19768278.5070011,0.869797892522358,P20
no soap and water,Not P20,2013,MLI,7875139.09203282,12316183.3479025,0.639413921470564,Not P20
no soap and water,P20,2013,MLI,18841364.0683217,21694528.2769512,0.868484616387773,P20
no soap and water,Not P20,2014,MLI,5916203.83062314,9135639.53120885,0.64759602329015,Not P20
no soap and water,P20,2014,MLI,14913594.1328964,16859144.2722944,0.884599709927436,P20
no soap and water,Not P20,2015,MLI,6248994.55828045,9611843.96385936,0.650134831753068,Not P20
no soap and water,P20,2015,MLI,16117273.1725135,18098572.9283383,0.890527293855165,P20
no soap and water,Not P20,2016,MLI,6564765.38816046,10046493.381986,0.653438482319762,Not P20
no soap and water,P20,2016,MLI,17395083.7565666,19457077.1176576,0.894023478006379,P20
no soap and water,Not P20,2017,MLI,6894878.77508089,10512185.6597148,0.655893930936145,Not P20
no soap and water,P20,2017,MLI,18733733.2329155,20870720.5249325,0.897608360503699,P20
no soap and water,Not P20,2018,MLI,8021310.01420304,13151034.2227529,0.609937581967903,Not P20
no soap and water,P20,2018,MLI,20771258.7232499,23515988.3289579,0.883282404833989,P20
no soap and water,Not P20,2000,MMR,335429.97835501,8914084.78057704,0.0376292111430082,Not P20
no soap and water,P20,2000,MMR,7984781.04433401,33936534.7665246,0.235285691343192,P20
no soap and water,Not P20,2001,MMR,460272.384007394,10672179.9061934,0.0431282444686192,Not P20
no soap and water,P20,2001,MMR,7949947.62086404,32642002.4809375,0.243549629821476,P20
no soap and water,Not P20,2002,MMR,712029.178607769,12885382.9810684,0.0552586740847286,Not P20
no soap and water,P20,2002,MMR,7783147.81236649,30866343.5355843,0.252156456542826,P20
no soap and water,Not P20,2003,MMR,950357.773272676,15100655.5596803,0.0629348685900891,Not P20
no soap and water,P20,2003,MMR,7624376.58024499,29060806.0304246,0.262359432572614,P20
no soap and water,Not P20,2004,MMR,1267782.26693112,17304338.2531122,0.0732638398757091,Not P20
no soap and water,P20,2004,MMR,7380962.19074435,27238289.0078223,0.27097745341584,P20
no soap and water,Not P20,2005,MMR,1501952.27011753,19538437.2665303,0.0768716683749527,Not P20
no soap and water,P20,2005,MMR,7215434.36779332,25357709.8681344,0.284545978533359,P20
no soap and water,Not P20,2006,MMR,1964203.30093333,22480308.7895768,0.0873743914871871,Not P20
no soap and water,P20,2006,MMR,6815714.61078753,22737885.9249536,0.299751464726439,P20
no soap and water,Not P20,2007,MMR,2563409.99125346,25468929.3308191,0.100648517963084,Not P20
no soap and water,P20,2007,MMR,6273571.71924781,20043154.4599358,0.313003211734362,P20
no soap and water,Not P20,2008,MMR,3289446.3200019,28419314.3736601,0.115746857111045,Not P20
no soap and water,P20,2008,MMR,5602416.18843575,17375415.6368122,0.322433506371282,P20
no soap and water,Not P20,2009,MMR,3637867.65275211,30247900.8663599,0.12026843346336,Not P20
no soap and water,P20,2009,MMR,5311112.08082044,15840993.3759049,0.335276453615527,P20
no soap and water,Not P20,2010,MMR,4001166.49470147,31942071.666826,0.125263211993133,Not P20
no soap and water,P20,2010,MMR,5010224.3033835,14468251.0552765,0.346290943130704,P20
no soap and water,Not P20,2011,MMR,3987624.90436019,31785590.0107017,0.125453858274067,Not P20
no soap and water,P20,2011,MMR,5093184.00271506,14982248.7611632,0.339947899938595,P20
no soap and water,Not P20,2012,MMR,4160484.82406941,32964987.6428587,0.126209203205047,Not P20
no soap and water,P20,2012,MMR,4995670.02411348,14190896.6062203,0.352033431201501,P20
no soap and water,Not P20,2013,MMR,4292426.24767832,33626091.2592142,0.127651656405414,Not P20
no soap and water,P20,2013,MMR,4941865.17819452,13932210.7595793,0.354707896935643,P20
no soap and water,Not P20,2014,MMR,4624403.42822778,35145433.4924025,0.131579069275883,Not P20
no soap and water,P20,2014,MMR,4686172.9959766,12805750.3213049,0.365942867727183,P20
no soap and water,Not P20,2015,MMR,5013041.33055079,36696078.4632303,0.136609728899885,Not P20
no soap and water,P20,2015,MMR,4368755.80784399,11621905.1491029,0.375907026584296,P20
no soap and water,Not P20,2016,MMR,5607981.74982054,38565727.9750319,0.145413610588428,Not P20
no soap and water,P20,2016,MMR,3838728.40926697,10086569.6523872,0.380578188775851,P20
no soap and water,Not P20,2017,MMR,5948032.9912966,40317341.6099808,0.147530386522908,Not P20
no soap and water,P20,2017,MMR,3558755.99384245,8644373.03954873,0.411684685235221,P20
no soap and water,Not P20,2018,MMR,6335663.19694835,41829644.8568288,0.15146347091001,Not P20
no soap and water,P20,2018,MMR,3229149.30238542,7430901.58011133,0.434556866023926,P20
no soap and water,Not P20,2010,MNG,286903.013385981,2693320.20195908,0.106523915417592,Not P20
no soap and water,P20,2010,MNG,7329.18697219031,26575.7980409207,0.275784266606219,P20
no soap and water,Not P20,2011,MNG,287899.72241756,2733200.09492411,0.105334301338649,Not P20
no soap and water,P20,2011,MNG,11791.7757311434,37161.9050758896,0.317308160253436,P20
no soap and water,Not P20,2012,MNG,303861.496764416,2816310.12731935,0.107893478710614,Not P20
no soap and water,P20,2012,MNG,1708.05520357379,8388.87268065054,0.203609622960845,P20
no soap and water,Not P20,2013,MNG,303980.302464364,2853634.33434369,0.106523915417592,Not P20
no soap and water,P20,2013,MNG,7765.44117236918,28157.6656563122,0.275784266606219,P20
no soap and water,Not P20,2014,MNG,327410.87354365,2901563.03320456,0.11283948333945,Not P20
no soap and water,P20,2014,MNG,12491.6623234864,38544.966795443,0.324080246061159,P20
no soap and water,Not P20,2015,MNG,376464.224478766,2955517.80254265,0.127376740601898,Not P20
no soap and water,P20,2015,MNG,14745.419681238,42921.1974573523,0.343546325702808,P20
no soap and water,Not P20,2016,MNG,421135.772058855,2999265.50590098,0.140412968185138,Not P20
no soap and water,P20,2016,MNG,23055.1073353709,57093.4940990188,0.403813213733001,P20
no soap and water,Not P20,2017,MNG,470944.997714447,3033756.09119005,0.155234957445016,Not P20
no soap and water,P20,2017,MNG,27868.6613028595,80022.9088099453,0.348258538927242,P20
no soap and water,Not P20,2018,MNG,520710.267024425,3063403.0163533,0.169977722240504,Not P20
no soap and water,P20,2018,MNG,34259.4692459015,106804.983646697,0.320766579200362,P20
no soap and water,Not P20,2000,MOZ,796813.107539751,1672562.0526859,0.476402717770728,Not P20
no soap and water,P20,2000,MOZ,5282939.60405789,6246455.99534041,0.845749911309506,P20
no soap and water,Not P20,2001,MOZ,817352.734439046,1715315.29757164,0.476502912086289,Not P20
no soap and water,P20,2001,MOZ,5437447.94187519,6431706.75943628,0.845412912194363,P20
no soap and water,Not P20,2002,MOZ,832305.074851215,1750173.17555634,0.475555840116588,Not P20
no soap and water,P20,2002,MOZ,5608632.84466981,6639296.93127975,0.844763067945619,P20
no soap and water,Not P20,2003,MOZ,850506.621086052,1792928.14554039,0.474367376741529,Not P20
no soap and water,P20,2003,MOZ,5785039.45152168,6850023.56650094,0.844528401305447,P20
no soap and water,Not P20,2004,MOZ,874510.509140871,1835585.04188539,0.476420590267304,Not P20
no soap and water,P20,2004,MOZ,5959936.83876237,7066440.16599664,0.843414321604432,P20
no soap and water,Not P20,2005,MOZ,900133.395902075,1881235.72926424,0.478479853374952,Not P20
no soap and water,P20,2005,MOZ,6134561.1401599,7281616.05698678,0.842472480305211,P20
no soap and water,Not P20,2006,MOZ,945559.842688961,1986565.77721489,0.475977112630325,Not P20
no soap and water,P20,2006,MOZ,6290347.12176931,7438369.83506377,0.845662055161227,P20
no soap and water,Not P20,2007,MOZ,1008380.08715063,2098350.32058819,0.480558502198988,Not P20
no soap and water,P20,2007,MOZ,6431149.31697985,7591808.21295689,0.84711693664809,P20
no soap and water,Not P20,2008,MOZ,1103374.21746013,2250794.33065316,0.49021547745766,Not P20
no soap and water,P20,2008,MOZ,6543235.60292615,7709091.21836648,0.848768735196343,P20
no soap and water,Not P20,2009,MOZ,1118456.79537537,2297714.6469664,0.486769232572908,Not P20
no soap and water,P20,2009,MOZ,6740325.32380012,7938530.21189782,0.849064643439676,P20
no soap and water,Not P20,2010,MOZ,1128514.34679805,2339130.14484333,0.482450431108287,Not P20
no soap and water,P20,2010,MOZ,6948876.15027549,8181857.16525944,0.849303038408046,P20
no soap and water,Not P20,2011,MOZ,1101255.7488205,2297182.43855823,0.479394117914152,Not P20
no soap and water,P20,2011,MOZ,7201281.83926816,8517064.14733848,0.845512222837785,P20
no soap and water,Not P20,2012,MOZ,1121167.91694676,2350477.28342846,0.47699585307687,Not P20
no soap and water,P20,2012,MOZ,7413123.78352703,8765634.37589159,0.845703056462815,P20
no soap and water,Not P20,2013,MOZ,1122677.19316671,2346341.61762072,0.478479853374952,Not P20
no soap and water,P20,2013,MOZ,7651234.70976466,9081880.87875912,0.842472480305211,P20
no soap and water,Not P20,2014,MOZ,1154539.85346514,2411679.98827839,0.478728462763138,Not P20
no soap and water,P20,2014,MOZ,7868384.12181702,9340886.47218418,0.842359463981062,P20
no soap and water,Not P20,2015,MOZ,2130555.3952967,4473121.69431674,0.476301683900899,Not P20
no soap and water,P20,2015,MOZ,14682842.7596001,17426716.9592017,0.842547841568468,P20
no soap and water,Not P20,2016,MOZ,2139513.21284958,4537618.18775431,0.471505782179624,Not P20
no soap and water,P20,2016,MOZ,15198253.0629535,18045222.0301774,0.842231424891151,P20
no soap and water,Not P20,2017,MOZ,2103289.35769192,4525650.88668488,0.46474847714836,Not P20
no soap and water,P20,2017,MOZ,15706827.9500411,18672437.4382499,0.84117716296996,P20
no soap and water,Not P20,2018,MOZ,2086988.473186,4546189.74160212,0.459063213769543,Not P20
no soap and water,P20,2018,MOZ,16239496.8648487,19324479.8453275,0.840358808869844,P20
no soap and water,Not P20,2010,MRT,2381217.96206507,2795682.28589105,0.851748417222637,Not P20
no soap and water,P20,2010,MRT,680628.044813142,698512.71410895,0.974396071918859,P20
no soap and water,Not P20,2011,MRT,2621599.0887883,3049964.88477799,0.859550581015667,Not P20
no soap and water,P20,2011,MRT,531775.582333446,548683.115222015,0.969185250248265,P20
no soap and water,Not P20,2012,MRT,2733358.94567165,3174569.35429977,0.86101724064383,Not P20
no soap and water,P20,2012,MRT,514570.137902235,531984.645700235,0.967265018006154,P20
no soap and water,Not P20,2013,MRT,2815170.47234381,3269586.64641692,0.86101724064383,Not P20
no soap and water,P20,2013,MRT,529971.61622924,547907.353583078,0.967265018006154,P20
no soap and water,Not P20,2014,MRT,2863640.28149504,3331555.28568347,0.859550581015667,Not P20
no soap and water,P20,2014,MRT,580872.180188842,599340.714316532,0.969185250248265,P20
no soap and water,Not P20,2015,MRT,2908443.37531247,3390095.63712825,0.857923694971687,Not P20
no soap and water,P20,2015,MRT,637194.621272528,656205.362871748,0.971029280352079,P20
no soap and water,Not P20,2016,MRT,2992709.36101595,3488316.47681058,0.857923694971687,Not P20
no soap and water,P20,2016,MRT,655655.985623732,675217.523189416,0.971029280352079,P20
no soap and water,Not P20,2017,MRT,3078274.20144606,3588051.26783175,0.857923694971687,Not P20
no soap and water,P20,2017,MRT,674401.908805493,694522.732168247,0.971029280352079,P20
no soap and water,Not P20,2018,MRT,3000766.21239009,3523066.37935991,0.851748417222637,Not P20
no soap and water,P20,2018,MRT,857714.695847987,880252.620640092,0.974396071918859,P20
no soap and water,Not P20,2000,MWI,2974224.46447449,3515793.21763136,0.84596114741875,Not P20
no soap and water,P20,2000,MWI,5357632.01790277,5733382.83483752,0.934462632662241,P20
no soap and water,Not P20,2001,MWI,2692062.34983531,3199456.59648506,0.841412367585429,Not P20
no soap and water,P20,2001,MWI,5851470.77793883,6284701.24709038,0.931065861030049,P20
no soap and water,Not P20,2002,MWI,2393568.21899578,2872275.95088647,0.833335048555155,Not P20
no soap and water,P20,2002,MWI,6360462.25962696,6845554.55144095,0.929137619433347,P20
no soap and water,Not P20,2003,MWI,2282719.77022554,2751588.3301185,0.829600760127964,Not P20
no soap and water,P20,2003,MWI,6685434.87574942,7203940.95220085,0.928024663182028,P20
no soap and water,Not P20,2004,MWI,2168736.87869488,2628793.19687371,0.824993339633583,Not P20
no soap and water,P20,2004,MWI,7024856.58574797,7576995.23542985,0.927129603157186,P20
no soap and water,Not P20,2005,MWI,2061667.18964591,2510735.67385289,0.821140676462427,Not P20
no soap and water,P20,2005,MWI,7374147.99419646,7963942.57084679,0.925941884763287,P20
no soap and water,Not P20,2006,MWI,2065042.84978853,2518053.70857176,0.820094838628294,Not P20
no soap and water,P20,2006,MWI,7630655.82028408,8245120.63808996,0.925475339321631,P20
no soap and water,Not P20,2007,MWI,2051043.54092943,2512191.72101725,0.816435912820742,Not P20
no soap and water,P20,2007,MWI,7919754.35491868,8556369.68751683,0.925597495684773,P20
no soap and water,Not P20,2008,MWI,2043584.20973324,2509082.58140959,0.814474670891526,Not P20
no soap and water,P20,2008,MWI,8215747.7522541,8879779.87653659,0.925219753922382,P20
no soap and water,Not P20,2009,MWI,2009958.36896307,2471362.51465589,0.813299690775207,Not P20
no soap and water,P20,2009,MWI,8548505.61606383,9249565.7619798,0.924206155839481,P20
no soap and water,Not P20,2010,MWI,3781497.74526633,5404716.85213829,0.699666208003152,Not P20
no soap and water,P20,2010,MWI,15934871.9684725,21197174.2934481,0.75174510280825,P20
no soap and water,Not P20,2011,MWI,3832080.11696832,5565253.52006173,0.68857242588399,Not P20
no soap and water,P20,2011,MWI,16457218.6545786,21809649.9321123,0.754584264571212,P20
no soap and water,Not P20,2012,MWI,3544014.11428263,5204870.8187487,0.680903376413605,Not P20
no soap and water,P20,2012,MWI,17333663.1369791,22963889.7428745,0.754822607627159,P20
no soap and water,Not P20,2013,MWI,3545723.89706806,5236309.17921491,0.677141814150798,Not P20
no soap and water,P20,2013,MWI,17933039.3326084,23743453.8133368,0.755283518294855,P20
no soap and water,Not P20,2014,MWI,3554876.34083183,5288546.14089828,0.672184045694649,Not P20
no soap and water,P20,2014,MWI,18534474.6753258,24515039.3943742,0.756045070014414,P20
no soap and water,Not P20,2015,MWI,3580016.50166921,5348115.18256581,0.669397793327193,Not P20
no soap and water,P20,2015,MWI,19127369.7006985,25289341.1406057,0.756341163431369,P20
no soap and water,Not P20,2016,MWI,3187989.28492107,4616944.43547879,0.690497650442368,Not P20
no soap and water,P20,2016,MWI,20143158.6821446,26862109.1394278,0.749872565016826,P20
no soap and water,Not P20,2017,MWI,3181898.32166324,4645425.75142302,0.684953003648489,Not P20
no soap and water,P20,2017,MWI,20779771.29496,27684345.7056289,0.750596438720784,P20
no soap and water,Not P20,2018,MWI,3172240.41779545,4661511.6826698,0.680517530308666,Not P20
no soap and water,P20,2018,MWI,21430913.1170323,28533768.2635959,0.751071955132347,P20
no soap and water,P20,2000,NAM,430974.02284847,549061.160849509,0.784928990755175,P20
no soap and water,Not P20,2000,NAM,505394.607972272,1143576.1217636,0.441942253212546,Not P20
no soap and water,P20,2001,NAM,446951.467642609,569110.644219454,0.785350743624927,P20
no soap and water,Not P20,2001,NAM,506499.759808933,1154406.18624416,0.438753504480795,Not P20
no soap and water,P20,2002,NAM,457230.240847033,584621.675817856,0.782095943000045,P20
no soap and water,Not P20,2002,NAM,510867.526219394,1165371.1366441,0.438373244501775,Not P20
no soap and water,P20,2003,NAM,459793.796129812,585768.021239978,0.78494178490062,P20
no soap and water,Not P20,2003,NAM,525656.38628686,1195592.07991411,0.439661984315438,Not P20
no soap and water,P20,2004,NAM,459551.584085482,585115.169084459,0.785403640798701,P20
no soap and water,Not P20,2004,NAM,542552.226204133,1226349.04972231,0.442412562986848,Not P20
no soap and water,P20,2005,NAM,460536.472486448,584334.348746203,0.788138628979476,P20
no soap and water,Not P20,2005,NAM,558510.727039969,1257757.77810027,0.444052691833519,Not P20
no soap and water,P20,2006,NAM,458663.161418363,581352.107289074,0.788959316853899,P20
no soap and water,Not P20,2006,NAM,579010.744780489,1294410.79528429,0.44731606603553,Not P20
no soap and water,P20,2007,NAM,452205.612414282,572351.151785446,0.790084218409676,P20
no soap and water,Not P20,2007,NAM,602033.305661062,1333355.68073835,0.451517411563946,Not P20
no soap and water,P20,2008,NAM,405028.693640086,514276.161089124,0.787570422829485,P20
no soap and water,Not P20,2008,NAM,564803.814887725,1238852.4762783,0.455908855737592,Not P20
no soap and water,P20,2009,NAM,416044.030310707,527973.777090928,0.788001314389249,P20
no soap and water,Not P20,2009,NAM,571657.863145351,1257456.65483833,0.454614368571493,Not P20
no soap and water,P20,2010,NAM,426365.526685782,540571.13850521,0.788731577243968,P20
no soap and water,Not P20,2010,NAM,579291.183020891,1277315.51887622,0.453522386959292,Not P20
no soap and water,P20,2011,NAM,439365.417557667,557202.844303048,0.788519696282649,P20
no soap and water,Not P20,2011,NAM,584244.684544246,1293137.46468238,0.451804004215242,Not P20
no soap and water,P20,2012,NAM,428386.839052364,544120.338910106,0.787301647114385,P20
no soap and water,Not P20,2012,NAM,613298.157769935,1338893.25672335,0.458063519769191,Not P20
no soap and water,P20,2013,NAM,432317.891642965,549058.084014262,0.787380978861493,P20
no soap and water,Not P20,2013,NAM,627747.179567948,1367180.45972548,0.459154587166931,Not P20
no soap and water,P20,2014,NAM,422987.786216063,531689.917210734,0.795553521938264,P20
