sleeping.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Urban,2008,AZE,594779.120880976,4394032.97155464,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2009,AZE,481773.641728705,4456187.91630403,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,AZE,607256.695557485,4486213.19881683,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2010,AZE,487539.960752239,4509523.7548153,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,AZE,614524.913518097,4539908.40808388,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2011,AZE,493934.178496776,4568667.37202353,0.108113403379158,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,AZE,622584.573079981,4599450.52819389,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2012,AZE,500541.195807851,4629779.28881247,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,AZE,630912.458112085,4660974.21006117,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2013,AZE,507057.482534509,4690051.98880143,0.108113403379158,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,AZE,639125.980816932,4721653.02058204,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2014,AZE,513426.2849462,4748960.52569538,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,AZE,647153.60535302,4780958.4764336,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2015,AZE,519578.841644527,4805868.88771178,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,AZE,654908.660686578,4838250.28045895,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2016,AZE,525419.575901097,4859893.03341448,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,AZE,662270.676116786,4892638.43465225,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2017,AZE,530600.696116651,4907816.04807885,0.108113403379157,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,AZE,668801.274034293,4940884.34908682,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2018,AZE,535218.90978651,4950532.43222284,0.108113403379158,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,AZE,674622.350427086,4983888.55132241,0.135360641290441,Not P20 Urban
5 people per room or more,Not P20,Rural,2000,BDI,73053.0772563894,2538582.04895719,0.0287771188196964,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,BDI,117199.306833525,1645432.74211201,0.0712270418802368,Not P20 Urban
5 people per room or more,P20,Rural,2000,BDI,532622.749856599,8376120.38019078,0.063588239624186,P20 Rural
5 people per room or more,P20,Urban,2000,BDI,15107.7882010841,195217.348984482,0.0773895777177318,P20 Urban
5 people per room or more,Not P20,Rural,2001,BDI,76128.6908195807,2602250.37577414,0.0292549446926041,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,BDI,119544.049926003,1685797.89584072,0.0709124446180339,Not P20 Urban
5 people per room or more,P20,Rural,2001,BDI,545163.568445023,8561790.37482278,0.0636740149639913,P20 Rural
5 people per room or more,P20,Urban,2001,BDI,15485.4674232164,198806.930768503,0.0778919897981234,P20 Urban
5 people per room or more,Not P20,Rural,2002,BDI,77705.1260584707,2692380.96130664,0.0288611185323342,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,BDI,121472.225928674,1730542.27449318,0.0701931572080489,Not P20 Urban
5 people per room or more,P20,Rural,2002,BDI,559969.320082782,8781777.99790907,0.0637649141456445,P20 Rural
5 people per room or more,P20,Urban,2002,BDI,15904.1730270099,201013.453193175,0.0791199433389461,P20 Urban
5 people per room or more,Not P20,Rural,2003,BDI,71312.7370308974,2573759.83040526,0.0277076113273819,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,BDI,123478.223747054,1770028.18719923,0.0697605973961565,Not P20 Urban
5 people per room or more,P20,Rural,2003,BDI,586983.345204721,9246789.39077471,0.063479692290855,P20 Rural
5 people per room or more,P20,Urban,2003,BDI,18643.1991640488,225142.471621032,0.0828062294502554,P20 Urban
5 people per room or more,Not P20,Rural,2004,BDI,68288.948318511,2456788.91882859,0.0277960177185558,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,BDI,126422.902831649,1808185.13913371,0.0699170124206512,Not P20 Urban
5 people per room or more,P20,Rural,2004,BDI,613981.259121066,9748024.14722605,0.0629852008825587,P20 Rural
5 people per room or more,P20,Urban,2004,BDI,20693.9234713503,247716.313283612,0.083538799673874,P20 Urban
5 people per room or more,Not P20,Rural,2005,BDI,67994.4360498797,2281927.82289508,0.0297969266896511,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,BDI,129352.596372937,1860022.20639993,0.0695435763765955,Not P20 Urban
5 people per room or more,P20,Rural,2005,BDI,637933.691098035,10311820.8172207,0.0618643111052403,P20 Rural
5 people per room or more,P20,Urban,2005,BDI,23293.9099421045,273194.328505508,0.0852649836090387,P20 Urban
5 people per room or more,Not P20,Rural,2006,BDI,70438.0305365452,2333792.80558011,0.0301817840761731,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,BDI,134057.752069116,1924333.16878219,0.0696645228819467,Not P20 Urban
5 people per room or more,P20,Rural,2006,BDI,661231.020588446,10671927.8023039,0.0619598476336857,P20 Rural
5 people per room or more,P20,Urban,2006,BDI,24142.2074605621,282794.377151132,0.0853701820516038,P20 Urban
5 people per room or more,Not P20,Rural,2007,BDI,72473.0603390348,2414794.01780077,0.0300121086124929,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,BDI,137840.853343003,1974654.32330641,0.0698050548473713,Not P20 Urban
5 people per room or more,P20,Rural,2007,BDI,681895.581189518,11039007.8643966,0.0617714553305819,P20 Rural
5 people per room or more,P20,Urban,2007,BDI,24821.9227299401,293026.664991824,0.0847087507569754,P20 Urban
5 people per room or more,Not P20,Rural,2008,BDI,75438.3434344862,2496266.15243153,0.0302204728293913,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,BDI,141790.408181803,2029324.68992465,0.0698707352676361,Not P20 Urban
5 people per room or more,P20,Rural,2008,BDI,700606.731726513,11412323.9906856,0.0613903646880625,P20 Rural
5 people per room or more,P20,Urban,2008,BDI,25709.4202858796,311245.186883982,0.0826018244435146,P20 Urban
5 people per room or more,Not P20,Rural,2009,BDI,75563.9560693522,2446614.29250888,0.0308851118464877,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,BDI,146121.51052038,2077425.43491357,0.0703377883338851,Not P20 Urban
5 people per room or more,P20,Rural,2009,BDI,724879.250908347,11928409.9453224,0.0607691430987917,P20 Rural
5 people per room or more,P20,Urban,2009,BDI,26493.2934226353,339740.620486693,0.0779809414154909,P20 Urban
5 people per room or more,Not P20,Rural,2010,BDI,76755.4644471203,2426421.78970459,0.0316331912171235,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,BDI,150574.337464731,2128361.96543107,0.0707465834808009,Not P20 Urban
5 people per room or more,P20,Rural,2010,BDI,749498.558675374,12424861.0811992,0.0603224900284387,P20 Rural
5 people per room or more,P20,Urban,2010,BDI,27299.2752050147,368309.344794982,0.0741205065546482,P20 Urban
5 people per room or more,Not P20,Rural,2011,BDI,63067.6755720764,2182745.10084927,0.0288937428138255,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,BDI,147432.227506187,2121987.132685,0.0694783795977299,Not P20 Urban
5 people per room or more,P20,Rural,2011,BDI,791742.018493859,13161245.5534513,0.0601570736810877,P20 Rural
5 people per room or more,P20,Urban,2011,BDI,36504.4559180542,447478.457775139,0.0815781302625253,P20 Urban
5 people per room or more,Not P20,Rural,2012,BDI,44625.3419735323,1316160.40360729,0.0339057016540117,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,BDI,104963.253502416,1220873.9831763,0.0859738637638403,Not P20 Urban
5 people per room or more,P20,Rural,2012,BDI,606704.972457898,9733393.13987628,0.0623323196483575,P20 Rural
5 people per room or more,P20,Urban,2012,BDI,23755.7241477632,276101.934824593,0.0860396873453828,P20 Urban
5 people per room or more,Not P20,Rural,2013,BDI,35498.9798260154,1203136.04795218,0.0295053746302732,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,BDI,96232.65472436,1200000.51595604,0.0801938444565514,Not P20 Urban
5 people per room or more,P20,Rural,2013,BDI,582545.77967472,9807487.54877833,0.0593980646702207,P20 Rural
5 people per room or more,P20,Urban,2013,BDI,31571.6518138105,301656.345816327,0.104660990069255,P20 Urban
5 people per room or more,Not P20,Rural,2014,BDI,23408.1161894179,959299.213338478,0.0244012669498131,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,BDI,88911.5812704217,1161561.85833933,0.0765448526327622,Not P20 Urban
5 people per room or more,P20,Rural,2014,BDI,554590.47025881,9936168.56075804,0.0558153242738969,P20 Rural
5 people per room or more,P20,Urban,2014,BDI,40570.7218618231,348903.508817827,0.116280635867742,P20 Urban
5 people per room or more,Not P20,Rural,2015,BDI,18131.2211577568,786992.272125157,0.02303862668028,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,BDI,80477.6520764557,1114853.8458198,0.0721867286713952,Not P20 Urban
5 people per room or more,P20,Rural,2015,BDI,523387.86437293,10004622.2971186,0.0523146050724645,P20 Rural
5 people per room or more,P20,Urban,2015,BDI,47656.1898942407,398212.039834215,0.119675411908894,P20 Urban
5 people per room or more,Not P20,Rural,2016,BDI,18716.5009591617,641106.417899416,0.0291940626963091,Not P20 Rural
