educ.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Urban,2002,KEN,5417779.13050563,9641025.2290399,0.561950518933054,Not P20 Urban
Completed secondary education,P20,Rural,2002,KEN,1119743.65192359,12221657.0349839,0.0916196264318641,P20 Rural
Completed secondary education,P20,Urban,2002,KEN,245162.828615041,1508748.52752548,0.162494162640302,P20 Urban
Completed secondary education,Not P20,Rural,2003,KEN,3545163.60092466,9838743.43341768,0.360326867441565,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,KEN,5517847.41365075,9764744.98369284,0.565078496454908,Not P20 Urban
Completed secondary education,P20,Rural,2003,KEN,1255113.10260823,13301972.5988189,0.0943554118221288,P20 Rural
Completed secondary education,P20,Urban,2003,KEN,300667.834405242,1691337.22291762,0.177769300131986,P20 Urban
Completed secondary education,Not P20,Rural,2004,KEN,3492089.57405889,9222405.33436611,0.378652796906038,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,KEN,5635519.91213641,9912210.3024824,0.568543214899815,Not P20 Urban
Completed secondary education,P20,Rural,2004,KEN,1440448.90860177,14555905.66619,0.0989597584400125,P20 Rural
Completed secondary education,P20,Urban,2004,KEN,343312.589719472,1859520.75273822,0.184624231385388,P20 Urban
Completed secondary education,Not P20,Rural,2005,KEN,3441573.41496588,8660891.9314055,0.397369398235566,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,KEN,5761024.82052752,10050609.370215,0.573201545132211,Not P20 Urban
Completed secondary education,P20,Rural,2005,KEN,1628111.33428379,15778560.7086902,0.103185034702632,P20 Rural
Completed secondary education,P20,Urban,2005,KEN,384045.52398745,2048427.58868756,0.18748308512751,P20 Urban
Completed secondary education,Not P20,Rural,2006,KEN,3487139.61233478,8697418.60442455,0.400939608743311,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,KEN,5912084.72737685,10280509.8091005,0.575076998821921,Not P20 Urban
Completed secondary education,P20,Rural,2006,KEN,1724270.90425623,16425252.0955974,0.104976830445019,P20 Rural
Completed secondary education,P20,Urban,2006,KEN,404774.367922252,2156762.24367954,0.187676861048758,P20 Urban
Completed secondary education,Not P20,Rural,2007,KEN,3542098.71107047,8731339.30558933,0.405676447461274,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,KEN,6069544.23700317,10522926.7611351,0.576792405266958,Not P20 Urban
Completed secondary education,P20,Rural,2007,KEN,1815646.97436821,17096770.017448,0.106198245195745,P20 Rural
Completed secondary education,P20,Urban,2007,KEN,424690.760530965,2263580.93524923,0.18761898632275,P20 Urban
Completed secondary education,Not P20,Rural,2008,KEN,3592753.66557576,8785052.97749864,0.408962094454976,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,KEN,6220829.03277845,10735069.3798789,0.579486616494379,Not P20 Urban
Completed secondary education,P20,Rural,2008,KEN,1915324.90278962,17767766.767243,0.107797728768072,P20 Rural
Completed secondary education,P20,Urban,2008,KEN,455627.579386673,2410214.6895211,0.189040246650062,P20 Urban
Completed secondary education,Not P20,Rural,2009,KEN,3628790.16335343,8713184.27761489,0.416471182949291,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,KEN,6365766.88109653,10957800.0323784,0.580934755360273,Not P20 Urban
Completed secondary education,P20,Rural,2009,KEN,2033158.1466222,18581396.0397904,0.109419020092375,P20 Rural
Completed secondary education,P20,Urban,2009,KEN,497198.445683891,2554701.28674803,0.194620971251317,P20 Urban
Completed secondary education,Not P20,Rural,2010,KEN,3648388.71725325,8502146.23413909,0.429113851582991,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,KEN,6487408.61439785,11086340.6563968,0.585171321670929,Not P20 Urban
Completed secondary education,P20,Rural,2010,KEN,2122856.74661681,19319323.3768648,0.109882561889251,P20 Rural
Completed secondary education,P20,Urban,2010,KEN,508038.066225308,2687003.37186794,0.189072359024296,P20 Urban
Completed secondary education,Not P20,Rural,2011,KEN,3536072.90609966,7866604.72823222,0.449504332334019,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,KEN,6637730.22445881,11233056.9938351,0.590910402048322,Not P20 Urban
Completed secondary education,P20,Rural,2011,KEN,2392747.26917102,20714486.0203823,0.115510820148597,P20 Rural
Completed secondary education,P20,Urban,2011,KEN,548716.041733618,2916346.36579276,0.188151876666563,P20 Urban
Completed secondary education,Not P20,Rural,2012,KEN,3511666.9145814,7665947.54591578,0.458086478357438,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,KEN,6799598.56358504,11434552.5736045,0.594653662206356,Not P20 Urban
Completed secondary education,P20,Rural,2012,KEN,2577140.78898801,21686395.8178523,0.118836749574888,P20 Rural
Completed secondary education,P20,Urban,2012,KEN,580771.91373043,3096668.41642653,0.187547336566511,P20 Urban
Completed secondary education,Not P20,Rural,2013,KEN,3321343.11728308,6879511.36577452,0.482787648815688,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,KEN,6920670.31795784,11479477.820514,0.602873268816332,Not P20 Urban
Completed secondary education,P20,Rural,2013,KEN,2929007.29124041,23251581.6604183,0.125970238670969,P20 Rural
Completed secondary education,P20,Urban,2013,KEN,655509.432455524,3437272.30088361,0.190706285413295,P20 Urban
Completed secondary education,Not P20,Rural,2014,KEN,3276385.46730795,6633684.79157845,0.493901288687603,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,KEN,7087327.81553184,11700209.5693911,0.605743664119742,Not P20 Urban
Completed secondary education,P20,Rural,2014,KEN,3136003.74834654,24278549.4590903,0.129167673448974,P20 Rural
Completed secondary education,P20,Urban,2014,KEN,685262.543748001,3603253.65414652,0.190178824341001,P20 Urban
Completed secondary education,Not P20,Rural,2015,KEN,3227011.77391336,6413028.56433666,0.503196226484788,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,KEN,7232672.39620682,11875423.8863185,0.609045408858159,Not P20 Urban
Completed secondary education,P20,Rural,2015,KEN,3347177.74085072,25279197.1340897,0.132408387936378,P20 Rural
Completed secondary education,P20,Urban,2015,KEN,736039.471405324,3814183.22894301,0.192974334798619,P20 Urban
Completed secondary education,Not P20,Rural,2016,KEN,3308329.18024264,6593354.84882421,0.501767196836465,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,KEN,7409922.83690903,12175326.6605314,0.608601563104644,Not P20 Urban
Completed secondary education,P20,Rural,2016,KEN,3426973.39549225,25875549.3252963,0.132440604541755,P20 Rural
Completed secondary education,P20,Urban,2016,KEN,754077.523391372,3898784.22087383,0.193413505511305,P20 Urban
Completed secondary education,Not P20,Rural,2017,KEN,3392555.63129382,6768879.45350222,0.501199002670746,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,KEN,7590404.4906376,12475519.3685363,0.608423927406252,Not P20 Urban
Completed secondary education,P20,Rural,2017,KEN,3503370.76875082,26474344.7308853,0.132330783041582,P20 Rural
Completed secondary education,P20,Urban,2017,KEN,768291.348417088,3981927.69311004,0.192944575499567,P20 Urban
Completed secondary education,Not P20,Rural,2018,KEN,3476263.21047776,6955335.1905074,0.499798085248593,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,KEN,7769279.01779114,12791231.8800105,0.607390991788098,Not P20 Urban
Completed secondary education,P20,Rural,2018,KEN,3580527.30693215,27063367.3859874,0.132301618489133,P20 Rural
Completed secondary education,P20,Urban,2018,KEN,784403.564229022,4050124.83235947,0.193673922828708,P20 Urban
Completed secondary education,Not P20,Rural,2000,KGZ,2469458.13811577,2722589.75097579,0.907025429457633,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,KGZ,1166874.21737812,1221667.05201801,0.955149126311148,Not P20 Urban
Completed secondary education,P20,Rural,2000,KGZ,759664.617221661,806968.83153384,0.941380370017184,P20 Rural
Completed secondary education,P20,Urban,2000,KGZ,117228.740712549,117731.240850082,0.995731802927545,P20 Urban
Completed secondary education,Not P20,Rural,2001,KGZ,2358347.61741142,2604266.59589373,0.905570735780256,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,KGZ,1176524.31277149,1231839.52724514,0.955095437960692,Not P20 Urban
Completed secondary education,P20,Rural,2001,KGZ,901560.707229096,958941.828564951,0.940162041505974,P20 Rural
Completed secondary education,P20,Urban,2001,KGZ,119820.93017604,120328.221011847,0.995784107572268,P20 Urban
Completed secondary education,Not P20,Rural,2002,KGZ,2227632.60561507,2469012.35030762,0.902236315398551,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,KGZ,1187373.33678766,1243198.62664503,0.955095437960692,Not P20 Urban
Completed secondary education,P20,Rural,2002,KGZ,1062336.14643918,1127053.30740323,0.942578438358732,P20 Rural
Completed secondary education,P20,Urban,2002,KGZ,120925.828846649,121437.797537729,0.995784107572268,P20 Urban
Completed secondary education,Not P20,Rural,2003,KGZ,2423003.25230119,2675301.24571848,0.905693613449677,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,KGZ,1201391.62593971,1257805.29222653,0.955149126311148,Not P20 Urban
Completed secondary education,P20,Rural,2003,KGZ,901640.46646274,958665.518770091,0.940516216354052,P20 Rural
Completed secondary education,P20,Urban,2003,KGZ,120696.494372774,121213.859010946,0.995731802927545,P20 Urban
Completed secondary education,Not P20,Rural,2004,KGZ,2606098.4833559,2869890.93480262,0.908082760829776,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,KGZ,1216018.05027154,1273118.52858818,0.955149126311148,Not P20 Urban
Completed secondary education,P20,Rural,2004,KGZ,759021.337232652,808317.806038666,0.939013506274714,P20 Rural
Completed secondary education,P20,Urban,2004,KGZ,122165.92207973,122689.585408993,0.995731802927545,P20 Urban
Completed secondary education,Not P20,Rural,2005,KGZ,2806317.69462702,3082081.1028532,0.910526881342969,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,KGZ,1230364.64133667,1288112.78116027,0.955168413303391,Not P20 Urban
Completed secondary education,P20,Rural,2005,KGZ,596970.95813817,637847.677578009,0.935914606454236,P20 Rural
Completed secondary education,P20,Urban,2005,KGZ,122997.667057679,123527.270032125,0.995712663492778,P20 Urban
Completed secondary education,Not P20,Rural,2006,KGZ,3041410.42356007,3336341.23704941,0.911600525085925,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,KGZ,1245249.00597374,1303621.31699056,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2006,KGZ,398662.699592971,423794.42091406,0.9406983195605,P20 Rural
Completed secondary education,P20,Urban,2006,KGZ,122741.12886628,123276.456058363,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2007,KGZ,3202013.56605986,3514302.22574217,0.91113779076973,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,KGZ,1262858.42307296,1321790.02727368,0.955415305771165,Not P20 Urban
Completed secondary education,P20,Rural,2007,KGZ,271020.552064366,281861.100260969,0.961539395870641,P20 Rural
Completed secondary education,P20,Urban,2007,KGZ,118239.083134145,118779.539553502,0.995449919898759,P20 Urban
Completed secondary education,Not P20,Rural,2008,KGZ,3354942.18007855,3678897.884178,0.911942186410582,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,KGZ,1277451.95777846,1336946.21092218,0.95549989022918,Not P20 Urban
Completed secondary education,P20,Rural,2008,KGZ,151250.698986694,153509.275873033,0.985287033154878,P20 Rural
Completed secondary education,P20,Urban,2008,KGZ,116831.564023929,117377.180445924,0.995351597133947,P20 Urban
Completed secondary education,Not P20,Rural,2009,KGZ,3363231.93995885,3691122.35338291,0.911167828635224,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,KGZ,1292967.66584105,1353184.52577837,0.95549989022918,Not P20 Urban
Completed secondary education,P20,Rural,2009,KGZ,185546.544609175,187832.553775368,0.987829536892066,P20 Rural
Completed secondary education,P20,Urban,2009,KGZ,118250.579767616,118802.823151247,0.995351597133947,P20 Urban
Completed secondary education,Not P20,Rural,2010,KGZ,3381430.29831164,3713255.42106032,0.910637679038538,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,KGZ,1305885.3547679,1366824.8214988,0.955415305771165,Not P20 Urban
Completed secondary education,P20,Rural,2010,KGZ,209933.791759159,212247.233205205,0.989100251574026,P20 Rural
Completed secondary education,P20,Urban,2010,KGZ,122267.614647048,122826.484992317,0.995449919898759,P20 Urban
Completed secondary education,Not P20,Rural,2011,KGZ,3510602.78803581,3847760.54153807,0.912375588381213,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,KGZ,1324503.46256888,1386754.73914156,0.955110103599711,Not P20 Urban
Completed secondary education,P20,Rural,2011,KGZ,124731.269326553,125803.021892364,0.991480708891649,P20 Rural
Completed secondary education,P20,Urban,2011,KGZ,121134.740249753,121134.740249753,1,P20 Urban
Completed secondary education,Not P20,Rural,2012,KGZ,3464275.13232209,3805112.05944229,0.910426573042854,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,KGZ,1344070.25849493,1406791.63330973,0.955415305771165,Not P20 Urban
Completed secondary education,P20,Rural,2012,KGZ,232102.687726916,235174.74519759,0.986937128525033,P20 Rural
Completed secondary education,P20,Urban,2012,KGZ,125842.796095547,126418.008158909,0.995449919898759,P20 Urban
Completed secondary education,Not P20,Rural,2013,KGZ,3287544.40338206,3605001.54877833,0.911939803325784,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,KGZ,1364848.65371903,1428827.31961123,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2013,KGZ,482929.733362175,516275.453614713,0.93541099035589,P20 Rural
Completed secondary education,P20,Urban,2013,KGZ,134529.771704656,135116.514270929,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2014,KGZ,3338052.29326058,3659425.97957458,0.912179208403783,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,KGZ,1392505.47569365,1457780.58318612,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2014,KGZ,508825.429826872,545363.157334403,0.933002941221556,P20 Rural
Completed secondary education,P20,Urban,2014,KGZ,137255.836558941,137854.468674034,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2015,KGZ,3390164.31926576,3718223.76781411,0.911769847907457,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,KGZ,1421474.74392246,1488107.81526543,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2015,KGZ,536742.69961174,574040.547095179,0.935025761381878,P20 Rural
Completed secondary education,P20,Urban,2015,KGZ,140111.266009417,140722.351888331,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2016,KGZ,3522783.86037237,3860216.67305799,0.912587079621542,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,KGZ,1450730.36406127,1518734.82229115,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2016,KGZ,484943.518174483,520387.483884551,0.931889280953707,P20 Rural
Completed secondary education,P20,Urban,2016,KGZ,142994.920462699,143618.583206887,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2017,KGZ,3630795.08553732,3981101.72515285,0.912007614022454,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,KGZ,1479055.34049257,1548387.56074101,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2017,KGZ,455181.695071136,485032.115715849,0.938456816203485,P20 Rural
Completed secondary education,P20,Urban,2017,KGZ,145786.843656863,146422.683186599,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2018,KGZ,3750856.85650552,4110907.19768926,0.912415843056218,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,KGZ,1508788.21381473,1579514.19267744,0.955222954506775,Not P20 Urban
Completed secondary education,P20,Rural,2018,KGZ,417258.723571136,445007.59193427,0.937644056267624,P20 Rural
Completed secondary education,P20,Urban,2018,KGZ,148717.539781487,149366.161345589,0.995657506638332,P20 Urban
Completed secondary education,Not P20,Rural,2000,LBR,203827.752146313,787357.335904217,0.25887578974829,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,LBR,888851.234858175,2089663.06238841,0.425356245634284,Not P20 Urban
Completed secondary education,P20,Rural,2000,LBR,209675.878742944,2200612.92025574,0.0952806724040213,P20 Rural
Completed secondary education,P20,Urban,2000,LBR,99579.8645007637,540493.60332956,0.184238747484392,P20 Urban
Completed secondary education,Not P20,Rural,2001,LBR,231337.564845782,946241.917255591,0.244480360283273,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,LBR,912382.038005437,2174500.98843732,0.419582259496287,Not P20 Urban
Completed secondary education,P20,Rural,2001,LBR,202214.364152683,2171564.06326157,0.093119225710969,P20 Rural
Completed secondary education,P20,Urban,2001,LBR,78448.8553194603,534618.059191507,0.146738131963026,P20 Urban
Completed secondary education,Not P20,Rural,2002,LBR,251954.782191023,1091874.55802773,0.230754330100092,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,LBR,970360.762737035,2296357.77033734,0.422565148720047,Not P20 Urban
Completed secondary education,P20,Rural,2002,LBR,196796.19022637,2134244.44841846,0.0922088331410216,P20 Rural
Completed secondary education,P20,Urban,2002,LBR,50471.6302918282,443727.520674358,0.113744647199533,P20 Urban
Completed secondary education,Not P20,Rural,2003,LBR,184239.369675449,673927.011825194,0.273381785330838,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,LBR,919725.815576584,2163152.16995386,0.425178509561906,Not P20 Urban
Completed secondary education,P20,Rural,2003,LBR,259890.617538532,2533108.08855493,0.102597523853312,P20 Rural
Completed secondary education,P20,Urban,2003,LBR,136623.407840775,700655.219077653,0.194993777425404,P20 Urban
Completed secondary education,Not P20,Rural,2004,LBR,129732.829794722,373499.088116154,0.347344435160646,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,LBR,904382.190624684,1842714.43766976,0.490788031035529,Not P20 Urban
Completed secondary education,P20,Rural,2004,LBR,328368.606079619,2836610.8277293,0.115760894257912,P20 Rural
Completed secondary education,P20,Urban,2004,LBR,255002.815611943,1131363.07738234,0.22539432363477,P20 Urban
Completed secondary education,Not P20,Rural,2005,LBR,95260.0576562608,199210.948876396,0.478186857667981,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,LBR,839276.39449233,1517638.64749657,0.553014642765434,Not P20 Urban
Completed secondary education,P20,Rural,2005,LBR,370790.784175642,3079552.50262064,0.120404111915646,P20 Rural
Completed secondary education,P20,Urban,2005,LBR,383586.44889032,1552583.81933588,0.247063278718441,P20 Urban
Completed secondary education,Not P20,Rural,2006,LBR,99896.4949732572,227298.192205611,0.439495334317891,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,LBR,889656.415496213,1584999.55100708,0.561297582028298,Not P20 Urban
Completed secondary education,P20,Urban,2006,LBR,385864.638761789,1575578.57913947,0.244903455702308,P20 Urban
Completed secondary education,P20,Rural,2006,LBR,383371.177567644,3179767.16197972,0.120565801845994,P20 Rural
Completed secondary education,Not P20,Rural,2007,LBR,107454.490284048,257178.999042917,0.417819847981118,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,LBR,933489.550903633,1728441.9407285,0.540075734629646,Not P20 Urban
Completed secondary education,P20,Rural,2007,LBR,390396.494121174,3263839.71237764,0.11961264293729,P20 Rural
Completed secondary education,P20,Urban,2007,LBR,375130.950126254,1580874.13375189,0.237293369609353,P20 Urban
Completed secondary education,Not P20,Rural,2008,LBR,80502.1500064369,220347.313793565,0.365342098437635,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,LBR,554748.949354317,1120800.38398945,0.494957850906248,Not P20 Urban
Completed secondary education,P20,Rural,2008,LBR,250218.650352934,2585965.13006057,0.0967602569130827,P20 Rural
Completed secondary education,P20,Urban,2008,LBR,170316.315895458,859419.149009937,0.198176077518944,P20 Urban
Completed secondary education,Not P20,Rural,2009,LBR,85443.2701866391,231124.857814939,0.369684468362349,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,LBR,589138.442583331,1200396.67653104,0.490786465925456,Not P20 Urban
Completed secondary education,P20,Rural,2009,LBR,252910.67807639,2585635.08401161,0.0978137555605873,P20 Rural
Completed secondary education,P20,Urban,2009,LBR,175370.620233126,920140.2057848,0.190591193744816,P20 Urban
Completed secondary education,Not P20,Rural,2010,LBR,88021.7588041716,241063.17710769,0.365139793892494,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,LBR,620439.908469223,1268136.25736818,0.489253347078688,Not P20 Urban
Completed secondary education,P20,Rural,2010,LBR,256048.209099244,2595138.31810188,0.0986645710994398,P20 Rural
Completed secondary education,P20,Urban,2010,LBR,181783.732793121,1015505.10463711,0.17900819204457,P20 Urban
Completed secondary education,Not P20,Rural,2011,LBR,103208.03456976,306331.367087671,0.3369163123939,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,LBR,665739.005530954,1406757.92710518,0.473243471889232,Not P20 Urban
Completed secondary education,P20,Rural,2011,LBR,250753.991576671,2544490.03277951,0.0985478380132448,P20 Rural
Completed secondary education,P20,Urban,2011,LBR,177664.416329256,1012130.43342837,0.175535099490543,P20 Urban
Completed secondary education,Not P20,Rural,2012,LBR,120994.6810038,394849.643677445,0.30643229123094,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,LBR,728610.530693583,1610384.74528154,0.452445002865573,Not P20 Urban
Completed secondary education,P20,Rural,2012,LBR,235828.268994908,2438060.10304483,0.0967278323862435,P20 Rural
Completed secondary education,P20,Urban,2012,LBR,137527.14330731,920206.215209762,0.149452526003599,P20 Urban
Completed secondary education,Not P20,Rural,2013,LBR,302660.327875898,1040121.66534727,0.290985504830194,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,LBR,1295246.58431959,2660178.13868745,0.486902198571811,Not P20 Urban
Completed secondary education,P20,Rural,2013,LBR,443492.047711305,3358353.47733701,0.132056393320149,P20 Rural
Completed secondary education,P20,Urban,2013,LBR,205350.201894896,1220047.03111445,0.168313349123368,P20 Urban
Completed secondary education,Not P20,Rural,2014,LBR,286310.369264902,984129.53620886,0.290927524000396,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,LBR,1366182.33983862,2740590.3932304,0.498499280743763,Not P20 Urban
Completed secondary education,P20,Rural,2014,LBR,478892.948328048,3482353.96350646,0.137519894113762,P20 Rural
Completed secondary education,P20,Urban,2014,LBR,206964.342489186,1286750.72776915,0.160842607680511,P20 Urban
Completed secondary education,Not P20,Rural,2015,LBR,293274.168425311,962386.649251833,0.304736322613478,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,LBR,1377175.33050776,2724417.38325464,0.505493519081338,Not P20 Urban
Completed secondary education,P20,Rural,2015,LBR,499033.799157061,3605240.77677402,0.13841899336432,P20 Rural
Completed secondary education,P20,Urban,2015,LBR,250613.925056709,1420703.43747338,0.176401294208457,P20 Urban
Completed secondary education,Not P20,Rural,2016,LBR,287932.496248522,889748.848471156,0.32361097937162,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,LBR,1392294.20351454,2712902.9502608,0.513211946406225,Not P20 Urban
Completed secondary education,P20,Rural,2016,LBR,521908.991039541,3775715.46309753,0.138227839502338,P20 Rural
Completed secondary education,P20,Urban,2016,LBR,292337.191674614,1558440.22214088,0.187583192169554,P20 Urban
Completed secondary education,Not P20,Rural,2017,LBR,265690.946694177,780530.442554507,0.340397929675399,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,LBR,1424553.10571918,2744960.20055621,0.518970404536477,Not P20 Urban
Completed secondary education,P20,Rural,2017,LBR,530599.479422315,3929542.01360699,0.135028325841787,P20 Rural
Completed secondary education,P20,Urban,2017,LBR,330619.222606159,1701451.04098806,0.19431603651326,P20 Urban
Completed secondary education,Not P20,Rural,2018,LBR,264120.807544503,690620.930397111,0.382439621968353,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,LBR,1444562.46084351,2716370.31661183,0.531798794887929,Not P20 Urban
Completed secondary education,P20,Rural,2018,LBR,537070.51092953,4072696.40173579,0.131870991095882,P20 Rural
Completed secondary education,P20,Urban,2018,LBR,409527.157866716,1899369.53639174,0.215612154465055,P20 Urban
Completed secondary education,Not P20,Rural,2000,LSO,355324.989440502,1143464.27500545,0.310744285770369,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,LSO,514332.777718876,1039880.87710785,0.494607400752821,Not P20 Urban
Completed secondary education,P20,Rural,2000,LSO,159892.313078798,1522951.36581516,0.104988456406298,P20 Rural
Completed secondary education,P20,Urban,2000,LSO,17905.7398171326,162363.986494493,0.110281474381882,P20 Urban
Completed secondary education,Not P20,Rural,2001,LSO,341247.756036953,1081092.46419738,0.315650850725614,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,LSO,515075.080441668,1046029.43193132,0.492409739839412,Not P20 Urban
Completed secondary education,P20,Rural,2001,LSO,171034.943146152,1563771.30357426,0.109373373686564,P20 Rural
Completed secondary education,P20,Urban,2001,LSO,18372.018129222,181533.180898158,0.101204738650665,P20 Urban
Completed secondary education,Not P20,Rural,2002,LSO,329839.414319423,1016533.60664932,0.324474677631793,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,LSO,516303.067583215,1045844.43823447,0.493670998006936,Not P20 Urban
Completed secondary education,P20,Rural,2002,LSO,183763.367998716,1604402.46137387,0.114536952181784,P20 Rural
Completed secondary education,P20,Urban,2002,LSO,19134.5643148398,192427.844836964,0.0994376065015521,P20 Urban
Completed secondary education,Not P20,Rural,2003,LSO,329891.800380355,1027982.75800183,0.320911803055521,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,LSO,513765.106930615,1023518.98554371,0.501959528046951,Not P20 Urban
Completed secondary education,P20,Rural,2003,LSO,183095.351125525,1591126.27429976,0.115072797227299,P20 Rural
Completed secondary education,P20,Urban,2003,LSO,19240.1127309474,192709.777389965,0.0998398368340872,P20 Urban
Completed secondary education,Not P20,Rural,2004,LSO,330318.440077479,1023378.55372723,0.322772486167931,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,LSO,519163.555999934,1012484.76604152,0.512761844338352,Not P20 Urban
Completed secondary education,P20,Rural,2004,LSO,186563.05794841,1585021.10574026,0.117703832001202,P20 Rural
Completed secondary education,P20,Urban,2004,LSO,19559.6410135342,194126.645946086,0.100757116150693,P20 Urban
Completed secondary education,Not P20,Rural,2005,LSO,334186.29503413,998063.422921838,0.334834728293916,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,LSO,529050.730147233,1014031.45490592,0.521730097806795,Not P20 Urban
Completed secondary education,P20,Rural,2005,LSO,188810.499722245,1588452.0238151,0.118864464832098,P20 Rural
Completed secondary education,P20,Urban,2005,LSO,20096.0550394607,193427.768865809,0.103894364068286,P20 Urban
Completed secondary education,Not P20,Rural,2006,LSO,354110.960596193,1026863.50472337,0.344847157355726,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,LSO,539232.240044032,1036986.22513697,0.519999424267001,Not P20 Urban
Completed secondary education,P20,Rural,2006,LSO,169046.340656644,1550604.77068206,0.109019618572621,P20 Rural
Completed secondary education,P20,Urban,2006,LSO,16832.0261681967,169984.37082802,0.0990210222634315,P20 Urban
Completed secondary education,Not P20,Rural,2007,LSO,368543.38933238,1092025.59261672,0.337486036796331,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,LSO,541270.471916297,1054743.81760349,0.513177193250709,Not P20 Urban
Completed secondary education,P20,Rural,2007,LSO,149817.031644222,1495512.08046938,0.100177747542635,P20 Rural
Completed secondary education,P20,Urban,2007,LSO,9168.79175330155,141956.276783848,0.0645888435582358,P20 Urban
Completed secondary education,Not P20,Rural,2008,LSO,370584.027638297,1139412.00269666,0.32524146380873,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,LSO,536809.964164044,1063448.690949,0.504782194696208,Not P20 Urban
Completed secondary education,P20,Rural,2008,LSO,140685.734683732,1473429.80825024,0.0954818029986797,P20 Rural
Completed secondary education,P20,Urban,2008,LSO,9081.94977633018,107490.38761132,0.0844908086960299,P20 Urban
Completed secondary education,Not P20,Rural,2009,LSO,368701.333771492,1149901.17125738,0.320637410403129,Not P20 Rural
