educ.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Urban,2009,LSO,532255.283763639,1058537.06107797,0.50282158587968,Not P20 Urban
Completed secondary education,P20,Rural,2009,LSO,131984.549898052,1461995.3038487,0.0902769998991126,P20 Rural
Completed secondary education,P20,Urban,2009,LSO,8991.37524915278,108856.364826991,0.0825985257126958,P20 Urban
Completed secondary education,Not P20,Rural,2010,LSO,371202.39790701,1183761.41457109,0.313578727383599,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,LSO,529115.655555503,1050867.46007368,0.503503701140772,Not P20 Urban
Completed secondary education,P20,Rural,2010,LSO,119398.787735998,1447553.87924202,0.0824831389340198,P20 Rural
Completed secondary education,P20,Urban,2010,LSO,8900.70137640354,104525.168698047,0.0851536666935781,P20 Urban
Completed secondary education,Not P20,Rural,2011,LSO,179622.73379973,819038.832703384,0.219309178792967,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,LSO,250489.647939946,586305.09351761,0.427234302941328,Not P20 Urban
Completed secondary education,P20,Rural,2011,LSO,45196.8642692747,1096478.52006252,0.0412200179413433,P20 Rural
Completed secondary education,P20,Urban,2011,LSO,2695.62085593842,40504.4194389185,0.0665512774477232,P20 Urban
Completed secondary education,Not P20,Rural,2012,LSO,184249.08364818,854125.923818329,0.215716533721987,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,LSO,256351.272107229,605352.339768863,0.423474487940543,Not P20 Urban
Completed secondary education,P20,Rural,2012,LSO,41735.2489825131,1089739.73181758,0.0382983640624931,P20 Rural
Completed secondary education,P20,Urban,2012,LSO,862.350645615478,34931.5454947024,0.0246868735237111,P20 Urban
Completed secondary education,Not P20,Rural,2013,LSO,186979.233809448,830565.897610024,0.225122695679519,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,LSO,258934.814760873,614618.262239652,0.421293721109623,Not P20 Urban
Completed secondary education,P20,Rural,2013,LSO,44855.0796843388,1151682.18049478,0.0389474461305535,P20 Rural
Completed secondary education,P20,Urban,2013,LSO,2728.8919047121,40102.6650159327,0.0680476448043521,P20 Urban
Completed secondary education,Not P20,Rural,2014,LSO,271015.815152338,1168011.29359667,0.232031844758792,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,LSO,390427.351400325,915228.592383587,0.426589984894933,Not P20 Urban
Completed secondary education,P20,Rural,2014,LSO,67231.9458372174,1729131.16562901,0.0388819235773593,P20 Rural
Completed secondary education,P20,Urban,2014,LSO,3057.45990732642,62392.9814946783,0.0490032666188135,P20 Urban
Completed secondary education,Not P20,Rural,2015,LSO,270991.385605486,1162580.8711696,0.233094653736096,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,LSO,390795.84885555,915524.158131915,0.426854764436747,Not P20 Urban
Completed secondary education,P20,Rural,2015,LSO,68495.0562527183,1757640.98258388,0.0389698789066837,P20 Rural
Completed secondary education,P20,Urban,2015,LSO,4986.96104916178,68689.976019586,0.0726010014582014,P20 Urban
Completed secondary education,Not P20,Rural,2016,LSO,271665.701010755,1165986.60002525,0.232992129587829,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,LSO,393171.82870575,921145.721413901,0.426829131988212,Not P20 Urban
Completed secondary education,P20,Rural,2016,LSO,69921.2604541988,1772346.46360189,0.0394512370409223,P20 Rural
Completed secondary education,P20,Urban,2016,LSO,5017.99507194469,75602.6120706351,0.0663733029125556,P20 Urban
Completed secondary education,Not P20,Rural,2017,LSO,272412.296980963,1154914.28885913,0.235872306377007,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,LSO,395199.15655329,924817.363618733,0.427326704817596,Not P20 Urban
Completed secondary education,P20,Rural,2017,LSO,71516.5882410566,1806005.83669277,0.0395993118006864,P20 Rural
Completed secondary education,P20,Urban,2017,LSO,5045.04778426275,78037.2298874936,0.064649242310833,P20 Urban
Completed secondary education,Not P20,Rural,2018,LSO,273005.273683045,1150058.01543508,0.237383914566923,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,LSO,398507.884722608,931024.952627581,0.42803136865228,Not P20 Urban
Completed secondary education,P20,Rural,2018,LSO,72913.4741247294,1838893.51061422,0.0396507321951313,P20 Rural
Completed secondary education,P20,Urban,2018,LSO,5087.12351309238,78840.3474809075,0.0645243669724351,P20 Urban
Completed secondary education,Not P20,Rural,2000,MDG,261068.934292431,3547915.60551473,0.0735837498182415,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,MDG,258660.946210526,1523946.12899299,0.169731030047267,Not P20 Urban
Completed secondary education,P20,Rural,2000,MDG,40016.4641320954,10408884.6222912,0.00384445265599331,P20 Rural
Completed secondary education,P20,Urban,2000,MDG,1219.07923358481,162131.977451373,0.0075190548635012,P20 Urban
Completed secondary education,Not P20,Rural,2001,MDG,255347.384117778,2832986.41826669,0.0901336421775041,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,MDG,266767.28675326,1514425.31449893,0.176150837019997,Not P20 Urban
Completed secondary education,P20,Rural,2001,MDG,55173.9218445156,11561214.8829948,0.00477232906774097,P20 Rural
Completed secondary education,P20,Urban,2001,MDG,1257.28473604195,224493.870247845,0.00560053036037861,P20 Urban
Completed secondary education,Not P20,Rural,2002,MDG,255274.704606758,2219128.69594028,0.115033754046696,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,MDG,275038.649333934,1505633.81913428,0.182673001787432,Not P20 Urban
Completed secondary education,P20,Rural,2002,MDG,64874.5971337972,12621377.9206055,0.00514005661995778,P20 Rural
Completed secondary education,P20,Urban,2002,MDG,1296.2679938676,287202.1379821,0.00451343434618997,P20 Urban
Completed secondary education,Not P20,Rural,2003,MDG,263101.51099056,2209354.00927132,0.119085266501648,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,MDG,283471.424761939,1540716.43703196,0.183986759632434,Not P20 Urban
Completed secondary education,P20,Rural,2003,MDG,66863.6736142717,13086167.4200588,0.00510949244862795,P20 Rural
Completed secondary education,P20,Urban,2003,MDG,1336.01199680416,307088.460057862,0.00435057701794599,P20 Urban
Completed secondary education,Not P20,Rural,2004,MDG,271078.024703914,2200280.8489679,0.123201556215458,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,MDG,292065.498199391,1581488.67935898,0.184677577532692,Not P20 Urban
Completed secondary education,P20,Rural,2004,MDG,68890.796178112,13558958.6942363,0.00508083236564445,P20 Rural
Completed secondary education,P20,Urban,2004,MDG,1376.51620361617,322336.57673885,0.00427043129123815,P20 Urban
Completed secondary education,Not P20,Rural,2005,MDG,278354.589369488,2190921.02783175,0.127049120362391,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,MDG,300821.509457353,1621062.64868712,0.185570563667595,Not P20 Urban
Completed secondary education,P20,Rural,2005,MDG,71806.3659527617,14040774.4531943,0.00511413143143436,P20 Rural
Completed secondary education,P20,Urban,2005,MDG,1417.78362975838,339838.556053586,0.00417193283252657,P20 Urban
Completed secondary education,Not P20,Rural,2006,MDG,283106.458395618,2089306.4504813,0.13550260103318,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,MDG,307563.234384746,1654631.97912567,0.185880146319465,Not P20 Urban
Completed secondary education,P20,Urban,2006,MDG,3635.16484155602,364395.096153889,0.00997588847908326,P20 Urban
Completed secondary education,P20,Rural,2006,MDG,77434.1174335786,14623535.8766354,0.00529517061310035,P20 Rural
Completed secondary education,Not P20,Rural,2007,MDG,270668.263085543,2015823.36210728,0.13427181576197,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,MDG,316575.963102697,1693832.33379157,0.186899232460663,Not P20 Urban
Completed secondary education,P20,Rural,2007,MDG,100437.471509339,15186766.4288164,0.00661348628624207,P20 Rural
Completed secondary education,P20,Urban,2007,MDG,3741.68847929678,384359.626198922,0.00973486345665322,P20 Urban
Completed secondary education,Not P20,Rural,2008,MDG,273543.263256922,1951517.61535003,0.140169507620795,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,MDG,325746.413473624,1708772.0911883,0.190631866679831,Not P20 Urban
Completed secondary education,P20,Rural,2008,MDG,108312.519093054,15749390.1602461,0.00687725162631703,P20 Rural
Completed secondary education,P20,Urban,2008,MDG,3850.07626770171,429620.13177721,0.00896158253053713,P20 Urban
Completed secondary education,Not P20,Rural,2009,MDG,267484.119334099,1498136.72568832,0.178544531181694,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,MDG,331521.637073092,1627881.99883077,0.203652130382428,Not P20 Urban
Completed secondary education,P20,Rural,2009,MDG,125306.962587357,16709676.3742742,0.00749906579760432,P20 Rural
Completed secondary education,P20,Urban,2009,MDG,7513.58980309878,571747.897204777,0.0131414384553612,P20 Urban
Completed secondary education,Not P20,Rural,2010,MDG,251062.231752578,1089239.4029791,0.230493159782796,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,MDG,334727.385555878,1456354.42679259,0.229839233772968,Not P20 Urban
Completed secondary education,P20,Rural,2010,MDG,152852.800672642,17634223.9269096,0.00866796300796606,P20 Rural
Completed secondary education,P20,Urban,2010,MDG,13909.4113568679,805569.587455631,0.017266554712921,P20 Urban
Completed secondary education,Not P20,Rural,2011,MDG,251615.83776392,910550.811463079,0.276333659359022,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,MDG,339610.924847456,1398669.51016991,0.242809986475075,Not P20 Urban
Completed secondary education,P20,Rural,2011,MDG,163610.363885594,18337241.2637997,0.0089222997904589,P20 Rural
Completed secondary education,P20,Urban,2011,MDG,18789.038798694,926597.047048384,0.020277464577019,P20 Urban
Completed secondary education,Not P20,Rural,2012,MDG,256992.539008638,875658.985589435,0.293484727774074,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,MDG,348365.844277518,1396639.46499854,0.249431476775491,Not P20 Urban
Completed secondary education,P20,Rural,2012,MDG,169742.4197988,18905621.0149064,0.00897841015986537,P20 Rural
Completed secondary education,P20,Urban,2012,MDG,19967.8329219353,993076.127536308,0.0201070515827149,P20 Urban
Completed secondary education,Not P20,Rural,2013,MDG,244779.409018669,759096.114126721,0.322461681022129,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,MDG,348608.693903761,1297908.35166996,0.268592688732776,Not P20 Urban
Completed secondary education,P20,Rural,2013,MDG,193692.276865673,19566239.3470383,0.00989931041066366,P20 Rural
Completed secondary education,P20,Urban,2013,MDG,29855.4676942608,1157532.90763329,0.0257923273691664,P20 Urban
Completed secondary education,Not P20,Rural,2014,MDG,245595.476111323,738497.44104428,0.332561038754631,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,MDG,348747.760448891,1274407.32843745,0.273654861100407,Not P20 Urban
Completed secondary education,P20,Rural,2014,MDG,204880.703159518,20143305.7761398,0.0101711558885336,P20 Rural
Completed secondary education,P20,Urban,2014,MDG,40078.0064048205,1248259.088857,0.0321071216405234,P20 Urban
Completed secondary education,Not P20,Rural,2015,MDG,239279.16332411,726780.332432736,0.329231753593519,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,MDG,353492.212025605,1219036.44312543,0.289976738611113,Not P20 Urban
Completed secondary education,P20,Rural,2015,MDG,223498.779204963,20725270.5724284,0.0107838775095314,P20 Rural
Completed secondary education,P20,Urban,2015,MDG,45951.7467606455,1372519.84331877,0.0334798414641013,P20 Urban
Completed secondary education,Not P20,Rural,2016,MDG,244014.508548592,718318.169150137,0.339702542728791,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,MDG,363123.607259575,1223531.85405588,0.296783125061974,Not P20 Urban
Completed secondary education,P20,Rural,2016,MDG,231372.473496571,21318224.200629,0.0108532714225674,P20 Rural
Completed secondary education,P20,Urban,2016,MDG,47203.7670872235,1438635.04845478,0.0328114952697172,P20 Urban
Completed secondary education,Not P20,Rural,2017,MDG,240805.431963848,726124.556444991,0.331631026421691,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,MDG,366626.151338046,1223466.81604674,0.299661704371096,Not P20 Urban
Completed secondary education,P20,Rural,2017,MDG,247493.607412313,21908955.65556,0.0112964584575945,P20 Rural
Completed secondary education,P20,Urban,2017,MDG,54846.1865482477,1511007.60216833,0.0362977568541297,P20 Urban
Completed secondary education,Not P20,Rural,2018,MDG,222113.764407339,711926.581986202,0.311989705157047,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,MDG,375312.72055033,1234926.32639459,0.303915069691703,Not P20 Urban
Completed secondary education,P20,Rural,2018,MDG,279396.530883383,22535560.8092536,0.0123980287532342,P20 Rural
Completed secondary education,P20,Urban,2018,MDG,57562.8323081619,1573531.1194689,0.0365819471861418,P20 Urban
Completed secondary education,Not P20,Rural,2000,MDV,33016.5841436968,339320.326380431,0.0973021112406925,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,MDV,61195.8245152948,180356.765585142,0.339304291229407,Not P20 Urban
Completed secondary education,P20,Rural,2000,MDV,1350.10499246666,34661.8308553311,0.038950769741553,P20 Rural
Completed secondary education,P20,Urban,2000,MDV,231.647240298913,231.647240298913,1,P20 Urban
Completed secondary education,Not P20,Rural,2001,MDV,33790.7433338383,344671.909568177,0.098037415860704,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,MDV,62698.0073865256,184790.997217066,0.339291460789494,Not P20 Urban
Completed secondary education,P20,Rural,2001,MDV,1418.09824407767,38582.3745072676,0.0367550795457274,P20 Rural
Completed secondary education,P20,Urban,2001,MDV,237.315845231456,237.315845231456,1,P20 Urban
Completed secondary education,Not P20,Rural,2002,MDV,34529.6088935664,350167.503741454,0.0986088329860024,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,MDV,64418.4779936672,189865.097466722,0.339285518260975,Not P20 Urban
Completed secondary education,P20,Rural,2002,MDV,1644.69337330798,43647.2557231028,0.0376814841176241,P20 Rural
Completed secondary education,P20,Urban,2002,MDV,243.819522279972,243.819522279972,1,P20 Urban
Completed secondary education,Not P20,Rural,2003,MDV,35325.3390810089,353853.093035645,0.0998305222598422,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,MDV,66240.9181314702,195261.068741254,0.339242832985043,Not P20 Urban
Completed secondary education,P20,Rural,2003,MDV,1867.25385080085,51426.1322782753,0.0363094358466788,P20 Rural
Completed secondary education,P20,Urban,2003,MDV,250.655199746594,250.655199746594,1,P20 Urban
Completed secondary education,Not P20,Rural,2004,MDV,35869.1881048628,356400.310581956,0.100642976562767,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,MDV,68172.9967502713,200921.593677361,0.339301493197108,Not P20 Urban
Completed secondary education,P20,Rural,2004,MDV,2415.43573115981,60242.7947353041,0.0400950145452713,P20 Rural
Completed secondary education,P20,Urban,2004,MDV,258.05404586644,258.05404586644,1,P20 Urban
Completed secondary education,Not P20,Rural,2005,MDV,36152.298210759,354762.516854861,0.101905631212864,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,MDV,70042.1492016475,206403.469684567,0.339345793501865,Not P20 Urban
