sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,P20,2008,PER,1828084.06313658,3577944.02835291,0.510931431193498,P20
5 people per room or more,Not P20,2009,PER,4141232.66296455,25767470.1880153,0.160715531355914,Not P20
5 people per room or more,P20,2009,PER,1635262.02802796,3024005.54267165,0.540760261498476,P20
5 people per room or more,Not P20,2010,PER,4366405.80972991,26462244.4174313,0.165005119779396,Not P20
5 people per room or more,P20,2010,PER,1457239.30923746,2564240.68751257,0.568292717736669,P20
5 people per room or more,Not P20,2011,PER,4304357.01985092,26459089.4819647,0.162679710607007,Not P20
5 people per room or more,P20,2011,PER,1566764.54092617,2804029.93068083,0.558754570977692,P20
5 people per room or more,Not P20,2012,PER,4360609.17853397,26726697.8085147,0.163155553663077,Not P20
5 people per room or more,P20,2012,PER,1559157.65888486,2778881.67321506,0.561073785153642,P20
5 people per room or more,Not P20,2013,PER,4376675.11911781,26908464.0928939,0.162650499263301,Not P20
5 people per room or more,P20,2013,PER,1596698.22332595,2864303.44508709,0.557447300517211,P20
5 people per room or more,Not P20,2014,PER,4409203.45543411,27169635.5496822,0.162284232608549,Not P20
5 people per room or more,P20,2014,PER,1627641.67098992,2919491.03055704,0.557508707495282,P20
5 people per room or more,Not P20,2015,PER,4456976.64572792,27487932.9086736,0.162143026925155,Not P20
5 people per room or more,P20,2015,PER,1656180.79604481,2981553.09243361,0.555475869354047,P20
5 people per room or more,Not P20,2016,PER,4568431.98097886,27995260.6832093,0.163185906095844,Not P20
5 people per room or more,P20,2016,PER,1636069.12048135,2929504.67012292,0.558479778908391,P20
5 people per room or more,Not P20,2017,PER,4689700.94762672,28573291.2585168,0.164128832943908,Not P20
5 people per room or more,P20,2017,PER,1618776.4985307,2869717.86808194,0.564089075283437,P20
5 people per room or more,Not P20,2018,PER,4816577.73199629,29174690.6797009,0.165094388998871,Not P20
5 people per room or more,P20,2018,PER,1601231.51320184,2813255.12685032,0.569173942995549,P20
5 people per room or more,Not P20,2000,PHL,15204746.0305284,68210054.7798797,0.222910626293961,Not P20
5 people per room or more,P20,2000,PHL,4452376.82883455,9781700.22012028,0.45517412399087,P20
5 people per room or more,Not P20,2001,PHL,15419845.5304284,69526988.1215634,0.221782158943341,Not P20
5 people per room or more,P20,2001,PHL,4660988.05408861,10145884.8784367,0.459396899327602,P20
5 people per room or more,Not P20,2002,PHL,15693676.9509217,70781793.5059913,0.221719119756315,Not P20
5 people per room or more,P20,2002,PHL,4813707.1051207,10583464.4940087,0.454832829821061,P20
5 people per room or more,Not P20,2003,PHL,15772572.6759739,71406174.4638873,0.220885277700329,Not P20
5 people per room or more,P20,2003,PHL,5159932.27482827,11645796.5361127,0.443072507649237,P20
5 people per room or more,Not P20,2004,PHL,15689525.6390212,71765454.2565468,0.218622257763943,Not P20
5 people per room or more,P20,2004,PHL,5661007.26765877,12945087.7434532,0.437309300628089,P20
5 people per room or more,Not P20,2005,PHL,15471201.4328329,71969440.9722631,0.21496903718893,Not P20
5 people per room or more,P20,2005,PHL,6286556.19472756,14356809.0277369,0.437879767194934,P20
5 people per room or more,Not P20,2006,PHL,15517603.2403225,72665717.289176,0.213547788685131,Not P20
5 people per room or more,P20,2006,PHL,6633949.60550873,15222957.710824,0.43578585262651,P20
5 people per room or more,Not P20,2007,PHL,15450715.2087339,73133568.903138,0.211267075304333,Not P20
5 people per room or more,P20,2007,PHL,7083135.2473119,16271913.096862,0.435298247056019,P20
5 people per room or more,Not P20,2008,PHL,15559180.8436122,73714376.7809402,0.211073897970405,Not P20
5 people per room or more,P20,2008,PHL,7351844.74059872,17187588.2190598,0.427741498510307,P20
5 people per room or more,Not P20,2009,PHL,15377711.1711315,73766711.6743796,0.208464100162302,Not P20
5 people per room or more,P20,2009,PHL,7914449.10594621,18647446.3256204,0.424425359255346,P20
5 people per room or more,Not P20,2010,PHL,15178681.3134382,73610312.6593051,0.206203190355821,Not P20
5 people per room or more,P20,2010,PHL,8504803.42361803,20356467.3406949,0.417793681058596,P20
5 people per room or more,Not P20,2011,PHL,14271426.4793106,72170820.9430902,0.197745103808147,Not P20
5 people per room or more,P20,2011,PHL,9816147.33607656,23399226.0569098,0.419507350892825,P20
5 people per room or more,Not P20,2012,PHL,13880778.9266661,71750085.4137982,0.193460103170786,Not P20
5 people per room or more,P20,2012,PHL,10620795.2288171,25462552.5862018,0.417114316911515,P20
5 people per room or more,Not P20,2013,PHL,13164585.4254726,70307595.7623006,0.187242719406593,Not P20
5 people per room or more,P20,2013,PHL,11755103.1359643,28563956.2376994,0.411536239523069,P20
5 people per room or more,Not P20,2014,PHL,12971317.7409936,70470907.6902312,0.184066278782893,Not P20
5 people per room or more,P20,2014,PHL,12362117.8592965,30042230.3097688,0.411491348406203,P20
5 people per room or more,Not P20,2015,PHL,12771873.4134992,70536363.9015227,0.18106793017188,Not P20
5 people per room or more,P20,2015,PHL,12964846.4980886,31576848.0984773,0.410580766568457,P20
5 people per room or more,Not P20,2016,PHL,13520790.815763,73143759.1163158,0.184852282397214,Not P20
5 people per room or more,P20,2016,PHL,12606772.9135444,30520167.8836842,0.413063681746125,P20
5 people per room or more,Not P20,2017,PHL,14441364.5287292,75836184.5483714,0.190428416391623,Not P20
5 people per room or more,P20,2017,PHL,12066614.0642414,29337079.4516286,0.411309315371253,P20
5 people per room or more,Not P20,2018,PHL,15081296.9996327,78341771.9734938,0.192506457535008,Not P20
5 people per room or more,P20,2018,PHL,11799364.0900068,28310150.0265061,0.416789175576932,P20
5 people per room or more,Not P20,2000,RWA,299572.213250075,7037380.25571626,0.0425687119872116,Not P20
5 people per room or more,P20,2000,RWA,747767.78250947,8762692.96834783,0.0853353855042645,P20
5 people per room or more,Not P20,2001,RWA,311025.25194455,7364683.69696017,0.042231990502583,Not P20
5 people per room or more,P20,2001,RWA,773579.16231815,9027362.22513142,0.0856927132229801,P20
5 people per room or more,Not P20,2002,RWA,331779.68414016,7629728.78444195,0.0434851216227638,Not P20
5 people per room or more,P20,2002,RWA,782951.35913842,9152200.65834968,0.0855478795063483,P20
5 people per room or more,Not P20,2003,RWA,307219.404413373,7658959.32712926,0.0401124214519788,Not P20
5 people per room or more,P20,2003,RWA,805873.651150409,9381889.85139975,0.0858967291147823,P20
5 people per room or more,Not P20,2004,RWA,323433.234087372,7637838.21812756,0.0423461750367714,Not P20
5 people per room or more,P20,2004,RWA,823504.050738631,9647410.56972516,0.0853601124142985,P20
5 people per room or more,Not P20,2005,RWA,303745.2064634,7604054.90216909,0.0399451622024395,Not P20
5 people per room or more,P20,2005,RWA,849968.829748357,9997109.08771926,0.0850214619336788,P20
5 people per room or more,Not P20,2006,RWA,322840.625917106,7651239.28573763,0.0421945535697597,Not P20
5 people per room or more,P20,2006,RWA,869743.252840561,10353442.577742,0.0840052230270103,P20
5 people per room or more,Not P20,2007,RWA,321029.805573984,7757993.498974,0.0413805200554036,Not P20
5 people per room or more,P20,2007,RWA,887305.564609093,10707019.2122462,0.0828713899751138,P20
5 people per room or more,Not P20,2008,RWA,325754.606075376,7919729.97573913,0.0411320344346682,Not P20
5 people per room or more,P20,2008,RWA,903762.255954911,11045822.6464749,0.0818193705331069,P20
5 people per room or more,Not P20,2009,RWA,334948.28803351,7943151.19210647,0.0421681874022951,Not P20
5 people per room or more,P20,2009,RWA,925505.693810029,11537973.7671591,0.0802138843862104,P20
5 people per room or more,Not P20,2010,RWA,324940.11901472,7957723.87582871,0.0408332990796167,Not P20
5 people per room or more,P20,2010,RWA,989214.061954997,12036500.0416069,0.0821845269418483,P20
5 people per room or more,Not P20,2011,RWA,301545.716482287,7788613.92284851,0.0387162233831721,Not P20
5 people per room or more,P20,2011,RWA,1058436.23488489,12712745.4902271,0.0832578797159558,P20
5 people per room or more,Not P20,2012,RWA,147680.218065942,3547708.59054407,0.0416269302556481,Not P20
5 people per room or more,P20,2012,RWA,748923.631601979,8865075.81618928,0.0844802286106008,P20
5 people per room or more,Not P20,2013,RWA,148972.221501947,3458647.40294135,0.0430723933799253,Not P20
5 people per room or more,P20,2013,RWA,748601.01196828,9321485.15325283,0.0803091996243804,P20
5 people per room or more,Not P20,2014,RWA,159112.884309523,3542342.32838281,0.0449174217394631,Not P20
5 people per room or more,P20,2014,RWA,739030.66583654,9605900.32151754,0.0769350754328656,P20
5 people per room or more,Not P20,2015,RWA,479331.675647304,7975276.24534266,0.0601022034725405,Not P20
5 people per room or more,P20,2015,RWA,1450862.33357341,14671891.2756246,0.098887205903974,P20
5 people per room or more,Not P20,2016,RWA,493311.733329696,8206700.30049795,0.0601108503133426,Not P20
5 people per room or more,P20,2016,RWA,1486335.54260163,15036966.1361131,0.0988454405727505,P20
5 people per room or more,Not P20,2017,RWA,494440.593693093,8416862.05794102,0.0587440533407109,Not P20
5 people per room or more,P20,2017,RWA,1534665.5216759,15447967.4825424,0.0993441709021082,P20
5 people per room or more,Not P20,2018,RWA,500900.344618755,8563780.15412066,0.0584905655684932,Not P20
5 people per room or more,P20,2018,RWA,1639537.3869334,15941211.3616818,0.102848983664716,P20
5 people per room or more,Not P20,2000,SEN,2398649.60274264,27598368.080487,0.0869127332365195,Not P20
5 people per room or more,P20,2000,SEN,1101711.95511478,11576261.3479901,0.0951699276646048,P20
5 people per room or more,Not P20,2001,SEN,2501923.2890315,28047644.0011809,0.0892026185488575,Not P20
5 people per room or more,P20,2001,SEN,1150006.20558671,12079962.0338094,0.0951994884063435,P20
5 people per room or more,Not P20,2002,SEN,2539461.4755351,28429567.5642855,0.0893246606650914,Not P20
5 people per room or more,P20,2002,SEN,1222444.57235579,12687812.8864817,0.0963479350848759,P20
5 people per room or more,Not P20,2003,SEN,2660888.16760865,29295363.3178134,0.0908296694852957,Not P20
5 people per room or more,P20,2003,SEN,1225884.58716118,12852150.6864635,0.0953836145457229,P20
5 people per room or more,Not P20,2004,SEN,2766015.82972254,29984789.8601621,0.0922472974672228,Not P20
5 people per room or more,P20,2004,SEN,1265643.5890391,13235887.8961156,0.0956221145851907,P20
5 people per room or more,Not P20,2005,SEN,2723153.33992596,30662836.1566838,0.0888095714959613,Not P20
5 people per room or more,P20,2005,SEN,1328391.3337736,13676599.9466575,0.0971287702319798,P20
5 people per room or more,Not P20,2006,SEN,2752745.11093396,30905033.3884568,0.0890710932531181,Not P20
5 people per room or more,P20,2006,SEN,1389773.48971175,14601622.1787266,0.095179389844544,P20
5 people per room or more,Not P20,2007,SEN,2785873.70484586,30782051.1299536,0.0905031861939494,Not P20
5 people per room or more,P20,2007,SEN,1524637.72845552,15944141.6980982,0.0956236941018519,P20
5 people per room or more,Not P20,2008,SEN,2802649.04297916,30941383.5395222,0.0905793058477579,Not P20
5 people per room or more,P20,2008,SEN,1569487.32274062,17055197.9763181,0.0920239873450851,P20
5 people per room or more,Not P20,2009,SEN,2691665.45729755,30400302.8438974,0.0885407448445164,Not P20
5 people per room or more,P20,2009,SEN,1903676.87214894,18917816.1269897,0.100628786080281,P20
5 people per room or more,Not P20,2010,SEN,2734722.1718688,29918973.6125581,0.091404277676188,Not P20
5 people per room or more,P20,2010,SEN,2000739.38488022,20771258.3954016,0.096322492686488,P20
5 people per room or more,Not P20,2011,SEN,2586794.70049997,28465814.9973486,0.0908737269858923,Not P20
5 people per room or more,P20,2011,SEN,2144736.19773591,23647216.1035504,0.0906971961665244,P20
5 people per room or more,Not P20,2012,SEN,1681962.50423806,19687900.5976337,0.0854312777483348,Not P20
5 people per room or more,P20,2012,SEN,1711893.33224296,18682685.5698371,0.091629938631884,P20
5 people per room or more,Not P20,2013,SEN,2073656.96681239,23410665.7228623,0.0885774454840604,Not P20
5 people per room or more,P20,2013,SEN,2471857.12341354,24569504.135327,0.10060671594342,P20
5 people per room or more,Not P20,2014,SEN,1826922.23817815,19657774.7087797,0.09293637073591,Not P20
5 people per room or more,P20,2014,SEN,2088873.18412278,20318558.6001846,0.10280616973016,P20
5 people per room or more,Not P20,2015,SEN,2518159.93037021,26051959.9075668,0.0966591357926513,Not P20
5 people per room or more,P20,2015,SEN,2657905.34193888,24650570.7189111,0.107823278099595,P20
5 people per room or more,Not P20,2016,SEN,2218041.0512166,22406028.0642851,0.0989930497655734,Not P20
5 people per room or more,P20,2016,SEN,2365029.4076606,21129829.0406753,0.111928468664269,P20
5 people per room or more,Not P20,2017,SEN,3245270.968406,32797722.7949513,0.098948057726299,Not P20
5 people per room or more,P20,2017,SEN,3306682.27079284,28847875.8114169,0.114624809549554,P20
5 people per room or more,Not P20,2018,SEN,3404886.80780098,34126853.9776304,0.0997714823063628,Not P20
5 people per room or more,P20,2018,SEN,3353024.85539984,29257529.6185735,0.11460382674521,P20
5 people per room or more,Not P20,2000,SLE,605926.234247653,2874504.42023722,0.21079328665553,Not P20
5 people per room or more,P20,2000,SLE,606261.221569694,6281394.26312587,0.0965169827228763,P20
5 people per room or more,Not P20,2001,SLE,642108.596605997,3134262.20587332,0.204867542799305,Not P20
5 people per room or more,P20,2001,SLE,609548.493203986,6360253.53858553,0.0958371375458633,P20
5 people per room or more,Not P20,2002,SLE,672406.382543624,3425667.33843976,0.196284786616168,Not P20
5 people per room or more,P20,2002,SLE,623757.910413518,6491697.98558185,0.0960854789916125,P20
5 people per room or more,Not P20,2003,SLE,702230.025972272,3541189.79046078,0.198303414254704,Not P20
5 people per room or more,P20,2003,SLE,654825.882948953,6846016.34058875,0.0956506456268025,P20
5 people per room or more,Not P20,2004,SLE,727600.033938668,3629214.52668502,0.200484162230903,Not P20
5 people per room or more,P20,2004,SLE,691524.668770865,7223005.79344762,0.0957391823495676,P20
5 people per room or more,Not P20,2005,SLE,754561.159954102,3695121.27643172,0.204204707641629,Not P20
5 people per room or more,P20,2005,SLE,726847.773266064,7579509.70413377,0.0958964104062892,P20
5 people per room or more,Not P20,2006,SLE,786860.859120818,3976410.97000019,0.197882176932225,Not P20
5 people per room or more,P20,2006,SLE,740656.478008981,7664949.43658902,0.0966290102937171,P20
5 people per room or more,Not P20,2007,SLE,822476.205251498,4157773.45708461,0.197816502929001,Not P20
5 people per room or more,P20,2007,SLE,716951.597893661,7804488.6490975,0.0918640067439355,P20
5 people per room or more,Not P20,2008,SLE,845614.60733987,4426980.03973452,0.191013873961487,Not P20
5 people per room or more,P20,2008,SLE,720976.117831036,7823119.52101907,0.092159670562865,P20
5 people per room or more,Not P20,2009,SLE,513822.332058461,2879901.63961127,0.178416625412185,Not P20
5 people per room or more,P20,2009,SLE,511225.442660315,5732727.62595508,0.0891766495840004,P20
5 people per room or more,Not P20,2010,SLE,517965.762078144,2892350.21126406,0.179081274480857,Not P20
5 people per room or more,P20,2010,SLE,539382.49746672,5791326.24389072,0.0931362652960046,P20
5 people per room or more,Not P20,2011,SLE,519621.050549563,2871106.77065701,0.180982837649976,Not P20
5 people per room or more,P20,2011,SLE,570278.988711672,5875958.24836135,0.0970529341100591,P20
5 people per room or more,Not P20,2012,SLE,616792.322504014,3707045.99824629,0.166383779104927,Not P20
5 people per room or more,P20,2012,SLE,507616.722661935,5069210.8444286,0.100137228109152,P20
5 people per room or more,Not P20,2013,SLE,1005045.59660882,6770842.41008256,0.148437304509139,Not P20
5 people per room or more,P20,2013,SLE,754681.444006804,6946790.68166101,0.108637423896923,P20
5 people per room or more,Not P20,2014,SLE,951025.735679516,5820838.18308088,0.163382953754635,Not P20
5 people per room or more,P20,2014,SLE,907211.739068557,8202953.073835,0.110595748982436,P20
5 people per room or more,Not P20,2015,SLE,851427.161935507,4545994.02287908,0.187291746898576,Not P20
5 people per room or more,P20,2015,SLE,1072569.94701274,9786951.75289241,0.109591829416729,P20
5 people per room or more,Not P20,2016,SLE,870613.410273556,4668776.68541498,0.186475702081299,Not P20
5 people per room or more,P20,2016,SLE,1081416.13848338,9977814.52546487,0.108382064601767,P20
5 people per room or more,Not P20,2017,SLE,907736.163910897,4808019.52572848,0.188796272364007,Not P20
5 people per room or more,P20,2017,SLE,1101407.9788479,10157571.771163,0.108432212310305,P20
5 people per room or more,Not P20,2018,SLE,943683.114182476,4983335.02226189,0.189367784820164,Not P20
5 people per room or more,P20,2018,SLE,1134978.43611984,10305464.7392512,0.110133648975282,P20
5 people per room or more,Not P20,2000,STP,12282.0173805898,118992.673542894,0.103216584810681,Not P20
5 people per room or more,P20,2000,STP,7291.68895333554,23269.3264571057,0.313360550713701,P20
5 people per room or more,Not P20,2001,STP,12387.0984585019,118367.401911058,0.104649576306572,Not P20
5 people per room or more,P20,2001,STP,7529.6176031826,26387.5980889417,0.285346835198996,P20
5 people per room or more,Not P20,2002,STP,11661.0794776459,117825.737352792,0.0989688648646475,Not P20
5 people per room or more,P20,2002,STP,8626.02655079665,29621.2626472083,0.291210629794325,P20
5 people per room or more,Not P20,2003,STP,10679.6065007475,116478.157884444,0.0916876322112042,Not P20
5 people per room or more,P20,2003,STP,10015.8640972856,33936.8421155559,0.295132471759787,P20
5 people per room or more,Not P20,2004,STP,9897.66930890342,115703.092674037,0.0855436884196996,Not P20
5 people per room or more,P20,2004,STP,11254.8724145272,38033.9073259631,0.295916807023513,P20
5 people per room or more,Not P20,2005,STP,9371.12925023094,114991.607509179,0.0814940277227006,Not P20
5 people per room or more,P20,2005,STP,12295.3079137053,42480.392490821,0.28943489437773,P20
5 people per room or more,Not P20,2006,STP,9107.03059853961,112254.353755001,0.0811285290405396,Not P20
5 people per room or more,P20,2006,STP,13138.5192585929,49426.646244999,0.26581854640648,P20
5 people per room or more,Not P20,2007,STP,8269.78760447503,111488.590987894,0.0741760886131658,Not P20
5 people per room or more,P20,2007,STP,14611.2864935398,54811.409012106,0.266573816599254,P20
5 people per room or more,Not P20,2008,STP,7302.70836350915,110103.597311999,0.0663257926334196,Not P20
5 people per room or more,P20,2008,STP,16241.5453926682,61016.4026880014,0.26618326674742,P20
5 people per room or more,Not P20,2009,STP,6399.40484061467,107962.800953766,0.0592741646574652,Not P20
5 people per room or more,P20,2009,STP,17799.2228687206,67913.199046234,0.262087828561916,P20
5 people per room or more,Not P20,2010,STP,6321.22361303077,105332.048329202,0.0600123486944315,Not P20
5 people per room or more,P20,2010,STP,18495.8672837403,75038.9516707981,0.246483551167975,P20
5 people per room or more,Not P20,2011,STP,5596.91965515405,100792.57354573,0.0555290876923059,Not P20
5 people per room or more,P20,2011,STP,19791.5789429343,83731.4264542695,0.236369781108932,P20
5 people per room or more,Not P20,2012,STP,4666.84350287707,94427.0229361507,0.0494227537601464,Not P20
5 people per room or more,P20,2012,STP,21255.5009611181,93976.9770638493,0.226177747201602,P20
5 people per room or more,Not P20,2013,STP,4379.85023445037,93177.7463454273,0.0470053248359695,Not P20
5 people per room or more,P20,2013,STP,22049.2350347341,98909.2536545727,0.222923884470285,P20
5 people per room or more,Not P20,2014,STP,4462.84728710568,94247.379266751,0.0473524815419467,Not P20
5 people per room or more,P20,2014,STP,22467.0624542182,101479.620733249,0.221394820870246,P20
5 people per room or more,Not P20,2015,STP,4547.32642998697,94828.2574864922,0.0479532847119406,Not P20
5 people per room or more,P20,2015,STP,22892.3510776216,104603.742513508,0.218848298612885,P20
5 people per room or more,Not P20,2016,STP,4188.03117806626,91656.8969431131,0.0456924827017171,Not P20
5 people per room or more,P20,2016,STP,23773.7971184897,111570.103056887,0.213083939757303,P20
5 people per room or more,Not P20,2017,STP,4119.3302895595,90244.838307237,0.0456461595679889,Not P20
5 people per room or more,P20,2017,STP,24373.8672683707,116844.161692763,0.208601498913235,P20
5 people per room or more,Not P20,2018,STP,4007.51243443359,87567.6627692323,0.0457647527374873,Not P20
5 people per room or more,P20,2018,STP,25027.6487487046,123460.337230768,0.20271813045451,P20
5 people per room or more,Not P20,2000,SWZ,57401.3995065893,521929.62953378,0.109979193091344,Not P20
5 people per room or more,P20,2000,SWZ,107052.830366847,483505.37046622,0.221409806190201,P20
5 people per room or more,Not P20,2001,SWZ,59168.1570883241,534393.438826747,0.110720216210414,Not P20
5 people per room or more,P20,2001,SWZ,106623.055160885,479215.561173254,0.222494976790491,P20
5 people per room or more,Not P20,2002,SWZ,59486.2940189663,547954.535019572,0.1085606381866,Not P20
5 people per room or more,P20,2002,SWZ,107196.348857593,471104.464980428,0.227542629769062,P20
5 people per room or more,Not P20,2003,SWZ,59034.7296991779,534804.632292865,0.110385599029086,Not P20
5 people per room or more,P20,2003,SWZ,108260.137918331,487997.367707134,0.221845741560029,P20
5 people per room or more,Not P20,2004,SWZ,56819.8684400375,522185.208137513,0.108811715756365,Not P20
5 people per room or more,P20,2004,SWZ,111044.860517965,504100.791862487,0.220283051148741,P20
5 people per room or more,Not P20,2005,SWZ,53956.8703000075,510241.6727396,0.105747674450621,Not P20
5 people per room or more,P20,2005,SWZ,114610.044287943,520337.3272604,0.220261046601,P20
5 people per room or more,Not P20,2006,SWZ,52302.9384320263,509234.411702073,0.102708963161402,Not P20
5 people per room or more,P20,2006,SWZ,117165.711394196,526857.588297927,0.222385923628268,P20
5 people per room or more,Not P20,2007,SWZ,51010.1756720084,509286.12980674,0.100160151016415,Not P20
5 people per room or more,P20,2007,SWZ,119531.462212089,533365.87019326,0.224107819588791,P20
5 people per room or more,Not P20,2008,SWZ,50050.4860651224,506213.189740026,0.098872346828471,Not P20
5 people per room or more,P20,2008,SWZ,121684.033207098,543731.810259974,0.223794214189744,P20
5 people per room or more,Not P20,2009,SWZ,51176.7559904002,514657.138782156,0.099438542932681,Not P20
5 people per room or more,P20,2009,SWZ,121788.101112817,542809.861217844,0.224366043829001,P20
5 people per room or more,Not P20,2010,SWZ,53754.01417166,522099.106162316,0.102957491283175,Not P20
5 people per room or more,P20,2010,SWZ,120416.318844139,542737.893837683,0.221868272349069,P20
5 people per room or more,Not P20,2011,SWZ,51103.3651070916,512554.104542707,0.0997033574683501,Not P20
5 people per room or more,P20,2011,SWZ,124243.819902063,559477.895457292,0.222071007471192,P20
5 people per room or more,Not P20,2012,SWZ,61617.7492037454,560744.164881618,0.109885671689074,Not P20
5 people per room or more,P20,2012,SWZ,114916.265279181,518543.835118383,0.221613405649584,P20
5 people per room or more,Not P20,2013,SWZ,62048.8441702766,565591.097710184,0.109706189544856,Not P20
5 people per room or more,P20,2013,SWZ,115720.251535975,521247.902289817,0.222006172164189,P20
5 people per room or more,Not P20,2014,SWZ,60625.3511780131,557568.365667881,0.108731690875958,Not P20
5 people per room or more,P20,2014,SWZ,118482.035426034,537452.63433212,0.220451120447607,P20
5 people per room or more,Not P20,2015,SWZ,58408.1000767794,551303.039212853,0.105945543416873,Not P20
5 people per room or more,P20,2015,SWZ,122175.135802604,552740.960787146,0.221035067907066,P20
5 people per room or more,Not P20,2016,SWZ,56235.00284363,547517.968371073,0.102708963161402,Not P20
5 people per room or more,P20,2016,SWZ,125974.071647839,566466.031628927,0.222385923628268,P20
5 people per room or more,Not P20,2017,SWZ,54433.1027166527,545227.050457197,0.0998356605216271,Not P20
5 people per room or more,P20,2017,SWZ,129537.40598141,579525.949542804,0.223523046868918,P20
5 people per room or more,Not P20,2018,SWZ,54161.800677957,544150.908132598,0.0995345222593269,Not P20
5 people per room or more,P20,2018,SWZ,131679.567380773,592040.091867403,0.222416638990498,P20
5 people per room or more,Not P20,2000,TCD,583169.99512157,2919736.25781352,0.199733792242688,Not P20
5 people per room or more,P20,2000,TCD,1321240.63716835,5346861.9856751,0.247105805369228,P20
5 people per room or more,Not P20,2001,TCD,605671.196932608,3034356.29319641,0.199604508636852,Not P20
5 people per room or more,P20,2001,TCD,1372219.77269756,5551202.79691248,0.24719323413311,P20
5 people per room or more,Not P20,2002,TCD,629636.501046464,3155328.18815871,0.199547071968411,Not P20
5 people per room or more,P20,2002,TCD,1426016.26058059,5767776.5353512,0.247238472544908,P20
5 people per room or more,Not P20,2003,TCD,795406.389484864,3968582.63950589,0.200425809851321,Not P20
5 people per room or more,P20,2003,TCD,1341085.2958569,5305424.82181429,0.252776232045126,P20
5 people per room or more,Not P20,2004,TCD,983462.375768883,4888818.58796266,0.201165651388739,Not P20
5 people per room or more,P20,2004,TCD,1235274.03644554,4742193.8717408,0.260485773010391,P20
5 people per room or more,Not P20,2005,TCD,1196143.777039,5844238.43218212,0.204670598388365,Not P20
5 people per room or more,P20,2005,TCD,1105068.69963001,4144783.20788929,0.266616767199452,P20
5 people per room or more,Not P20,2006,TCD,1198276.83503086,5850774.73616743,0.20480652376232,Not P20
5 people per room or more,P20,2006,TCD,1185098.31774284,4494895.73921878,0.263654239497179,P20
5 people per room or more,Not P20,2007,TCD,1168952.1633799,5795772.78317204,0.201690474611762,Not P20
5 people per room or more,P20,2007,TCD,1296678.88428765,4906951.16834842,0.264253472227662,P20
5 people per room or more,Not P20,2008,TCD,1154943.73158627,5731685.0759588,0.201501603155172,Not P20
5 people per room or more,P20,2008,TCD,1394006.224258,5332706.6421162,0.261406883560505,P20
5 people per room or more,Not P20,2009,TCD,1222893.82914812,6026874.57514855,0.202906799187533,Not P20
5 people per room or more,P20,2009,TCD,1411881.00207808,5410062.72319701,0.260973129946217,P20
5 people per room or more,Not P20,2010,TCD,1284567.93443874,6350504.18525837,0.202278102173471,Not P20
5 people per room or more,P20,2010,TCD,1439548.55925225,5474244.2382088,0.262967543392489,P20
5 people per room or more,Not P20,2011,TCD,1206317.83031421,6020011.29856952,0.200384645557202,Not P20
5 people per room or more,P20,2011,TCD,1610983.94848358,6209232.51109302,0.25944977025832,P20
5 people per room or more,Not P20,2012,TCD,1270288.71873054,6354229.1520242,0.199912324270817,Not P20
5 people per room or more,P20,2012,TCD,1643596.15864334,6294259.15223553,0.26112622929731,P20
5 people per room or more,Not P20,2013,TCD,1250942.46338903,6253972.61873653,0.200023655306913,Not P20
5 people per room or more,P20,2013,TCD,1762240.7092245,6825546.20966095,0.258183104339724,P20
5 people per room or more,Not P20,2014,TCD,1271801.32708522,6370530.16215228,0.199638223933241,Not P20
5 people per room or more,P20,2014,TCD,1842380.6429342,7147400.66997685,0.257769324542452,P20
5 people per room or more,Not P20,2015,TCD,1288607.45266838,6475920.19283576,0.198984455381947,Not P20
5 people per room or more,P20,2015,TCD,1927549.03513943,7484658.01551417,0.257533347701928,P20
5 people per room or more,Not P20,2016,TCD,1200692.58128583,5992916.80678833,0.200351952145535,Not P20
5 people per room or more,P20,2016,TCD,2118184.85838014,8413548.87236353,0.251758786989146,P20
5 people per room or more,Not P20,2017,TCD,1096318.54146996,5491160.27476614,0.199651528386076,Not P20
5 people per room or more,P20,2017,TCD,2326286.33947464,9365561.80882749,0.248387271042513,P20
5 people per room or more,Not P20,2018,TCD,996014.856497456,4961589.4817187,0.200745116089781,Not P20
5 people per room or more,P20,2018,TCD,2531655.57700015,10351197.4323582,0.244576107599504,P20
5 people per room or more,Not P20,2000,TJK,571565.121127025,8338923.58604572,0.0685418345940329,Not P20
5 people per room or more,P20,2000,TJK,501468.793304273,4043084.9653232,0.124031228036333,P20
5 people per room or more,Not P20,2001,TJK,597243.744967149,8880800.73710798,0.0672511142459931,Not P20
5 people per room or more,P20,2001,TJK,499948.453128698,3704718.94367138,0.13494909080289,P20
5 people per room or more,Not P20,2002,TJK,625951.420375658,9429157.99162129,0.0663846571381958,Not P20
5 people per room or more,P20,2002,TJK,482608.195826275,3372186.42505579,0.143114328508185,P20
5 people per room or more,Not P20,2003,TJK,687302.960962582,10040118.2152114,0.0684556641894189,Not P20
5 people per room or more,P20,2003,TJK,463219.362608696,2989651.37001263,0.154940929653192,P20
5 people per room or more,Not P20,2004,TJK,719915.656264585,10560901.8850975,0.0681680091432775,Not P20
5 people per room or more,P20,2004,TJK,420976.899757962,2709566.63819396,0.155366874475012,P20
5 people per room or more,Not P20,2005,TJK,768399.387011308,11142635.8841088,0.0689602886608874,Not P20
5 people per room or more,P20,2005,TJK,421267.891729847,2380661.9336892,0.176954100776933,P20
