sleeping.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Male,2004,STP,4730.08438780435,57950.4969018391,0.0816228443358565,Not P20 Male
5 people per room or more,P20,Male,2004,STP,6267.66971089755,18898.8498368106,0.331642918220852,P20 Male
5 people per room or more,Not P20,Female,2004,STP,5167.58492109908,57752.5957721977,0.0894779680809908,Not P20 Female
5 people per room or more,P20,Female,2004,STP,4987.20270362964,19135.0574891525,0.260631707349552,P20 Female
5 people per room or more,Not P20,Male,2005,STP,4330.93678854625,57306.1970351291,0.075575365538414,Not P20 Male
5 people per room or more,P20,Male,2005,STP,6934.00485484984,21410.1843800713,0.323864789380517,P20 Male
5 people per room or more,Not P20,Female,2005,STP,5040.19246168469,57685.4104740499,0.0873737816939353,Not P20 Female
5 people per room or more,P20,Female,2005,STP,5361.30305885545,21070.2081107497,0.254449459192584,P20 Female
5 people per room or more,Not P20,Male,2006,STP,4048.81316706837,55416.8129510718,0.073061097372076,Not P20 Male
5 people per room or more,P20,Male,2006,STP,7517.22415922407,25403.5440875829,0.295912418098325,P20 Male
5 people per room or more,Not P20,Female,2006,STP,5058.21743147123,56837.5408039293,0.0889943048190703,Not P20 Female
5 people per room or more,P20,Female,2006,STP,5621.29509936886,24023.1021574162,0.233995387545464,P20 Female
5 people per room or more,Not P20,Male,2007,STP,3661.95118621762,54719.6951155125,0.0669219954257291,Not P20 Male
5 people per room or more,P20,Male,2007,STP,8234.51164715447,28409.5864669137,0.28984975394642,P20 Male
5 people per room or more,Not P20,Female,2007,STP,4607.83641825741,56768.8958723815,0.0811683290197504,Not P20 Female
5 people per room or more,P20,Female,2007,STP,6376.77484638535,26401.8225451923,0.241527827689553,P20 Female
5 people per room or more,Not P20,Male,2008,STP,3138.22118588178,54428.5796480403,0.0576575983825947,Not P20 Male
5 people per room or more,P20,Male,2008,STP,9103.04592203543,31110.1014366547,0.292607400865302,P20 Male
5 people per room or more,Not P20,Female,2008,STP,4164.48717762738,55675.0176639584,0.0747999255745776,Not P20 Female
5 people per room or more,P20,Female,2008,STP,7138.49947063281,29906.3012513466,0.238695498003498,P20 Female
5 people per room or more,Not P20,Male,2009,STP,2483.76565184355,53552.8139489097,0.0463797412067479,Not P20 Male
5 people per room or more,P20,Male,2009,STP,10097.7274165999,34363.2746114679,0.293852303971928,P20 Male
5 people per room or more,Not P20,Female,2009,STP,3915.63918877112,54409.9870048563,0.071965449806515,Not P20 Female
5 people per room or more,P20,Female,2009,STP,7701.49545212071,33549.9244347661,0.229553287581776,P20 Female
5 people per room or more,Not P20,Male,2010,STP,2435.00279985002,52191.8536041636,0.0466548442275628,Not P20 Male
5 people per room or more,P20,Male,2010,STP,10468.0452922616,37971.1749484751,0.275683997307594,P20 Male
5 people per room or more,Not P20,Female,2010,STP,3886.22081318075,53140.1947250383,0.0731314748334873,Not P20 Female
5 people per room or more,P20,Female,2010,STP,8027.82199147878,37067.776722323,0.216571445641741,P20 Female
5 people per room or more,Not P20,Male,2011,STP,2128.21585817658,49823.265655499,0.0427153023828677,Not P20 Male
5 people per room or more,P20,Male,2011,STP,11071.9218920649,42415.745497331,0.26103329700433,P20 Male
5 people per room or more,Not P20,Female,2011,STP,3468.70379697747,50969.3078902316,0.0680547557060758,Not P20 Female
5 people per room or more,P20,Female,2011,STP,8719.65705086944,41315.6809569385,0.211049578487102,P20 Female
5 people per room or more,Not P20,Male,2012,STP,1816.99080726184,47392.392012651,0.0383392930826705,Not P20 Male
5 people per room or more,P20,Male,2012,STP,11660.7072303728,46786.1357519638,0.249234245208706,P20 Male
5 people per room or more,Not P20,Female,2012,STP,2849.85269561523,47034.6309234998,0.0605905189359394,Not P20 Female
5 people per room or more,P20,Female,2012,STP,9594.79373074529,47190.8413118855,0.203318980209169,P20 Female
5 people per room or more,Not P20,Male,2013,STP,1474.2874292942,46907.2092084826,0.03142986875944,Not P20 Male
5 people per room or more,P20,Male,2013,STP,12266.8782728943,49112.3597110816,0.24977171418881,P20 Male
5 people per room or more,Not P20,Female,2013,STP,2905.56280515617,46270.5371369447,0.0627950956470791,Not P20 Female
5 people per room or more,P20,Female,2013,STP,9782.35676183983,49796.8939434912,0.196445119106037,P20 Female
5 people per room or more,Not P20,Male,2014,STP,1502.22480268559,47460.9827389414,0.0316517846027032,Not P20 Male
5 people per room or more,P20,Male,2014,STP,12499.3325093254,50378.1326927096,0.248110278036053,P20 Male
5 people per room or more,Not P20,Female,2014,STP,2960.62248442009,46786.3965278096,0.0632795578231872,Not P20 Female
5 people per room or more,P20,Female,2014,STP,9967.7299448928,51101.4880405396,0.195057528207109,P20 Female
5 people per room or more,Not P20,Male,2015,STP,1530.66105774468,47474.3496659569,0.0322418541489214,Not P20 Male
5 people per room or more,P20,Male,2015,STP,12735.9377142641,52216.8041797824,0.243904963436948,P20 Male
5 people per room or more,Not P20,Female,2015,STP,3016.66537224229,47353.9078205353,0.0637046763632483,Not P20 Female
5 people per room or more,P20,Female,2015,STP,10156.4133633574,52386.9383337256,0.193873008929384,P20 Female
5 people per room or more,Not P20,Male,2016,STP,1370.41819023247,46231.1365622337,0.0296427536101712,Not P20 Male
5 people per room or more,P20,Male,2016,STP,13167.6602958632,55357.0444849807,0.237867834498206,P20 Male
5 people per room or more,Not P20,Female,2016,STP,2817.6129878338,45425.7603808794,0.0620267655226699,Not P20 Female
5 people per room or more,P20,Female,2016,STP,10606.1368226265,56213.0585719063,0.188677454884606,P20 Female
5 people per room or more,Not P20,Male,2017,STP,1348.58047260577,45720.1278165439,0.0294964283130851,Not P20 Male
5 people per room or more,P20,Male,2017,STP,13465.7706500653,57798.572084978,0.232977566128577,P20 Male
5 people per room or more,Not P20,Female,2017,STP,2770.74981695372,44524.7104906932,0.062229485299694,Not P20 Female
5 people per room or more,P20,Female,2017,STP,10908.0966183055,59045.5896077851,0.184740243780499,P20 Female
5 people per room or more,Not P20,Male,2018,STP,1221.89323125739,44589.3515355195,0.0274032518791855,Not P20 Male
5 people per room or more,P20,Male,2018,STP,13874.2388120429,60898.3576272961,0.227826157430298,P20 Male
5 people per room or more,Not P20,Female,2018,STP,2785.6192031762,42978.3112337128,0.0648145337314026,Not P20 Female
5 people per room or more,P20,Female,2018,STP,11153.4099366616,62561.9796034715,0.178277765623049,P20 Female
5 people per room or more,Not P20,Male,2000,SWZ,26891.8810553373,251762.977219544,0.106814279654339,Not P20 Male
5 people per room or more,P20,Male,2000,SWZ,55582.9677183022,246853.588541553,0.22516572696672,P20 Male
5 people per room or more,Not P20,Female,2000,SWZ,30509.518451252,270166.652314236,0.112928513530107,Not P20 Female
5 people per room or more,P20,Female,2000,SWZ,51469.8626485446,236651.781924667,0.217491971663788,P20 Female
5 people per room or more,Not P20,Male,2001,SWZ,27442.5244338667,257616.849174186,0.106524571361835,Not P20 Male
5 people per room or more,P20,Male,2001,SWZ,55702.8295577886,245053.376752443,0.227308965483306,P20 Male
5 people per room or more,Not P20,Female,2001,SWZ,31725.6326544573,276776.58965256,0.114625419347361,Not P20 Female
5 people per room or more,P20,Female,2001,SWZ,50920.2256030966,234162.184420811,0.217457083128283,P20 Female
5 people per room or more,Not P20,Male,2002,SWZ,27590.0781337299,262737.525363893,0.105010040326434,Not P20 Male
5 people per room or more,P20,Male,2002,SWZ,56002.3340226167,242635.471287246,0.23080851998065,P20 Male
5 people per room or more,Not P20,Female,2002,SWZ,31896.2158852365,285217.009655679,0.111831394360884,Not P20 Female
5 people per room or more,P20,Female,2002,SWZ,51194.0148349768,228468.993693182,0.224074234352022,P20 Female
5 people per room or more,Not P20,Male,2003,SWZ,27356.3877596872,257993.070697386,0.106035358568894,Not P20 Male
5 people per room or more,P20,Male,2003,SWZ,56543.0590224281,249236.159132073,0.226865392322409,P20 Male
5 people per room or more,Not P20,Female,2003,SWZ,31678.3419394907,276811.56159548,0.114440096926963,Not P20 Female
5 people per room or more,P20,Female,2003,SWZ,51717.0788959031,238761.208575062,0.216605868283852,P20 Female
5 people per room or more,Not P20,Male,2004,SWZ,25849.0918130453,252726.723057334,0.102280801572302,Not P20 Male
5 people per room or more,P20,Male,2004,SWZ,58336.1440783881,256230.296350876,0.227670751309221,P20 Male
5 people per room or more,Not P20,Female,2004,SWZ,30970.7766269922,269458.485080179,0.114937099189052,Not P20 Female
5 people per room or more,P20,Female,2004,SWZ,52708.7164395768,247870.495511612,0.212646189820957,P20 Female
5 people per room or more,Not P20,Male,2005,SWZ,24672.2239289817,247107.480252126,0.0998440998378862,Not P20 Male
5 people per room or more,P20,Male,2005,SWZ,59865.1625497947,263978.529013024,0.22678042329284,P20 Male
5 people per room or more,Not P20,Female,2005,SWZ,29284.6463710258,263134.192487474,0.111291680089884,Not P20 Female
5 people per room or more,P20,Female,2005,SWZ,54744.8817381481,256358.798247377,0.213547895030002,P20 Female
5 people per room or more,Not P20,Male,2006,SWZ,23948.2314868353,246454.157080385,0.0971711403473072,Not P20 Male
5 people per room or more,P20,Male,2006,SWZ,61041.3809849582,267365.865947008,0.228306559510691,P20 Male
5 people per room or more,Not P20,Female,2006,SWZ,28354.7069451909,262780.254621688,0.107902730309824,Not P20 Female
5 people per room or more,P20,Female,2006,SWZ,56124.3304092382,259491.722350919,0.216285629078139,P20 Female
5 people per room or more,Not P20,Male,2007,SWZ,23558.5533392044,246357.539429154,0.095627490815962,Not P20 Male
5 people per room or more,P20,Male,2007,SWZ,61969.1695106394,270715.726892328,0.228908642368186,P20 Male
5 people per room or more,Not P20,Female,2007,SWZ,27451.622332804,262928.590377586,0.104407140712166,Not P20 Female
5 people per room or more,P20,Female,2007,SWZ,57562.2927014499,262650.143300932,0.219159570895409,P20 Female
5 people per room or more,Not P20,Male,2008,SWZ,22683.9740922169,243174.814054085,0.0932825801901169,Not P20 Male
5 people per room or more,P20,Male,2008,SWZ,63441.9864081028,277515.205825903,0.228607244130265,P20 Male
5 people per room or more,Not P20,Female,2008,SWZ,27366.5119729055,263038.375685942,0.104039997591759,Not P20 Female
5 people per room or more,P20,Female,2008,SWZ,58242.0467989951,266216.604434071,0.218776912592689,P20 Female
5 people per room or more,Not P20,Male,2009,SWZ,23614.1852686457,248271.717322656,0.09511427851428,Not P20 Male
5 people per room or more,P20,Male,2009,SWZ,63128.7975279689,276148.622078389,0.228604427039469,P20 Male
5 people per room or more,Not P20,Female,2009,SWZ,27562.5707217545,266385.4214595,0.1034687655606,Not P20 Female
5 people per room or more,P20,Female,2009,SWZ,58659.3035848478,266661.239139455,0.219976865682271,P20 Female
5 people per room or more,Not P20,Male,2010,SWZ,24612.6434445467,252470.412510679,0.0974872389987704,Not P20 Male
5 people per room or more,P20,Male,2010,SWZ,62734.8932371641,275604.866383879,0.227626217418757,P20 Male
5 people per room or more,Not P20,Female,2010,SWZ,29141.3707271133,269628.693651638,0.108079634746753,Not P20 Female
5 people per room or more,P20,Female,2010,SWZ,57681.425606975,267133.027453805,0.215927720195324,P20 Female
5 people per room or more,Not P20,Male,2011,SWZ,23161.1618837439,245392.710475774,0.0943840664167995,Not P20 Male
5 people per room or more,P20,Male,2011,SWZ,64776.5736043805,286250.721696371,0.226293136382341,P20 Male
5 people per room or more,Not P20,Female,2011,SWZ,27942.2032233478,267161.394066934,0.104589225254406,Not P20 Female
5 people per room or more,P20,Female,2011,SWZ,59467.2462976826,273227.173760922,0.217647628085914,P20 Female
5 people per room or more,Not P20,Male,2012,SWZ,28867.1913355442,270255.919236278,0.106814279654339,Not P20 Male
5 people per room or more,P20,Male,2012,SWZ,59665.7467292774,264985.917408719,0.22516572696672,P20 Male
5 people per room or more,Not P20,Female,2012,SWZ,32750.5578682012,290488.245645339,0.112743143170711,Not P20 Female
5 people per room or more,P20,Female,2012,SWZ,55250.5185499037,253557.917709664,0.217900979188385,P20 Female
5 people per room or more,Not P20,Male,2013,SWZ,29069.1542608938,272816.50820268,0.106552035477625,Not P20 Male
5 people per room or more,P20,Male,2013,SWZ,60083.184941833,266170.029679158,0.225732344900955,P20 Male
5 people per room or more,Not P20,Female,2013,SWZ,32979.6899093828,292774.589507504,0.112645328834241,Not P20 Female
5 people per room or more,P20,Female,2013,SWZ,55637.0665941424,255077.872610659,0.218117965406842,P20 Female
5 people per room or more,Not P20,Male,2014,SWZ,27580.3220215541,269652.971012919,0.102280801572302,Not P20 Male
5 people per room or more,P20,Male,2014,SWZ,62243.1786313568,273391.19440432,0.227670751309221,P20 Male
5 people per room or more,Not P20,Female,2014,SWZ,33045.029156459,287915.394654961,0.114773401387794,Not P20 Female
5 people per room or more,P20,Female,2014,SWZ,56238.856794677,264061.4399278,0.212976407346919,P20 Female
5 people per room or more,Not P20,Male,2015,SWZ,26430.9876248679,266791.067834281,0.0990699870105309,Not P20 Male
5 people per room or more,P20,Male,2015,SWZ,64132.6608849254,280727.794876033,0.228451411137418,P20 Male
5 people per room or more,Not P20,Female,2015,SWZ,31977.1124519115,284511.971378572,0.112392853970151,Not P20 Female
5 people per room or more,P20,Female,2015,SWZ,58042.4749176786,272013.165911114,0.213381123385201,P20 Female
5 people per room or more,Not P20,Male,2016,SWZ,25748.6272499264,264982.248411372,0.0971711403473072,Not P20 Male
5 people per room or more,P20,Male,2016,SWZ,65630.3897290469,287466.071363462,0.228306559510691,P20 Male
5 people per room or more,Not P20,Female,2016,SWZ,30486.3755937036,282535.719959701,0.107902730309824,Not P20 Female
5 people per room or more,P20,Female,2016,SWZ,60343.6819187918,278999.960265465,0.216285629078139,P20 Female
5 people per room or more,Not P20,Male,2017,SWZ,25116.7419157904,262646.910933489,0.095629306381413,Not P20 Male
5 people per room or more,P20,Male,2017,SWZ,67145.6455908086,295141.98460873,0.227502859953401,P20 Male
5 people per room or more,Not P20,Female,2017,SWZ,29316.3608008623,282580.139523707,0.103745298060492,Not P20 Female
5 people per room or more,P20,Female,2017,SWZ,62391.7603906016,284383.964934073,0.219392680614272,P20 Female
5 people per room or more,Not P20,Male,2018,SWZ,24547.3117237665,260741.040305967,0.0941444112325448,Not P20 Male
5 people per room or more,P20,Male,2018,SWZ,68653.3237255368,302720.202309087,0.226788047847034,P20 Male
5 people per room or more,Not P20,Female,2018,SWZ,29614.4889541905,283409.86782663,0.10449349975459,Not P20 Female
5 people per room or more,P20,Female,2018,SWZ,63026.2436552363,289319.889558316,0.217842761351299,P20 Female
5 people per room or more,Not P20,Male,2000,TCD,296615.369099603,1510358.54208681,0.196387388050111,Not P20 Male
5 people per room or more,P20,Male,2000,TCD,662548.837470426,2669578.63660166,0.248184799048978,P20 Male
5 people per room or more,Not P20,Female,2000,TCD,286554.626021967,1409377.7157267,0.203319963714776,Not P20 Female
5 people per room or more,P20,Female,2000,TCD,658691.799697928,2677283.34907344,0.246029916828149,P20 Female
5 people per room or more,Not P20,Male,2001,TCD,308060.063333185,1569616.69666114,0.196264517310809,Not P20 Male
5 people per room or more,P20,Male,2001,TCD,688112.815772299,2771600.40177959,0.248272736333303,P20 Male
5 people per room or more,Not P20,Female,2001,TCD,297611.133599424,1464739.59653527,0.203183647320931,Not P20 Female
5 people per room or more,P20,Female,2001,TCD,684106.956925263,2779602.39513289,0.246116839632582,P20 Female
5 people per room or more,Not P20,Male,2002,TCD,320248.117890306,1631887.81157171,0.196243954773991,Not P20 Male
5 people per room or more,P20,Male,2002,TCD,715089.805905393,2880006.45067921,0.248294515360113,P20 Male
5 people per room or more,Not P20,Female,2002,TCD,309388.383156157,1523440.376587,0.203085324447871,Not P20 Female
5 people per room or more,P20,Female,2002,TCD,710926.4546752,2887770.08467201,0.24618526885112,P20 Female
5 people per room or more,Not P20,Male,2003,TCD,399273.935546547,2044433.27585794,0.195298100584374,Not P20 Male
5 people per room or more,P20,Male,2003,TCD,676778.842918682,2644892.05981329,0.25588146042015,P20 Male
5 people per room or more,Not P20,Female,2003,TCD,396132.453938318,1924149.36364795,0.20587406644321,Not P20 Female
5 people per room or more,P20,Female,2003,TCD,664306.452938216,2660532.762001,0.249689258642539,P20 Female
5 people per room or more,Not P20,Male,2004,TCD,495742.960256678,2524459.26536119,0.196375900003183,Not P20 Male
5 people per room or more,P20,Male,2004,TCD,621732.711390222,2345382.70142796,0.265087958145034,P20 Male
5 people per room or more,Not P20,Female,2004,TCD,487719.415512202,2364359.32260145,0.206279735423453,Not P20 Female
5 people per room or more,P20,Female,2004,TCD,613541.32505532,2396811.17031284,0.255982337138072,P20 Female
5 people per room or more,Not P20,Male,2005,TCD,602232.75307747,3001580.8287505,0.200638525975717,Not P20 Male
5 people per room or more,P20,Male,2005,TCD,556782.325870723,2049285.52548975,0.271695827128658,P20 Male
5 people per room or more,Not P20,Female,2005,TCD,593911.023961525,2842657.60343163,0.208928090124031,Not P20 Female
5 people per room or more,P20,Female,2005,TCD,548286.373759292,2095497.68239954,0.261649716133999,P20 Female
5 people per room or more,Not P20,Male,2006,TCD,603583.398412949,2996579.22745489,0.201424141528738,Not P20 Male
5 people per room or more,P20,Male,2006,TCD,596813.248511925,2234623.66698707,0.267075506864476,P20 Male
5 people per room or more,Not P20,Female,2006,TCD,594693.43661791,2854195.50871255,0.208357638712058,Not P20 Female
5 people per room or more,P20,Female,2006,TCD,588285.069230912,2260272.07223171,0.260271794912751,P20 Female
5 people per room or more,Not P20,Male,2007,TCD,588670.967915281,2983467.84239227,0.197310981385762,Not P20 Male
5 people per room or more,P20,Male,2007,TCD,653154.197010831,2428276.1955423,0.268978544619371,P20 Male
5 people per room or more,Not P20,Female,2007,TCD,580281.195464619,2812304.94077977,0.206336513174749,Not P20 Female
5 people per room or more,P20,Female,2007,TCD,643524.68727682,2478674.97280611,0.259624474502312,P20 Female
5 people per room or more,Not P20,Male,2008,TCD,583639.477476411,2955238.68303304,0.197493177396218,Not P20 Male
5 people per room or more,P20,Male,2008,TCD,700149.596440018,2639379.67626405,0.26527051137677,P20 Male
5 people per room or more,Not P20,Female,2008,TCD,571304.25410986,2776446.39292577,0.205768155857614,Not P20 Female
5 people per room or more,P20,Female,2008,TCD,693856.627817983,2693326.96585215,0.257620644138337,P20 Female
5 people per room or more,Not P20,Male,2009,TCD,614107.12931775,3102883.2023774,0.197915000102881,Not P20 Male
5 people per room or more,P20,Male,2009,TCD,712907.994224692,2680109.75501457,0.265999552029845,P20 Male
5 people per room or more,Not P20,Female,2009,TCD,608786.699830366,2923991.37277115,0.208204000018441,Not P20 Female
5 people per room or more,P20,Female,2009,TCD,698973.007853385,2729952.96818245,0.256038479783316,P20 Female
5 people per room or more,Not P20,Male,2010,TCD,646637.61825555,3271691.67719478,0.197646258283724,Not P20 Male
5 people per room or more,P20,Male,2010,TCD,725374.79911562,2707394.77506149,0.267923542512984,P20 Male
5 people per room or more,Not P20,Female,2010,TCD,637930.316183196,3078812.5080636,0.207200118393834,Not P20 Female
5 people per room or more,P20,Female,2010,TCD,714173.760136633,2766849.4631473,0.258118039903862,P20 Female
5 people per room or more,Not P20,Male,2011,TCD,606676.497999374,3110189.86449399,0.195060920532605,Not P20 Male
5 people per room or more,P20,Male,2011,TCD,812269.069469775,3073426.34154557,0.264287794533998,P20 Male
5 people per room or more,Not P20,Female,2011,TCD,599641.332314833,2909821.43407555,0.206074958859233,Not P20 Female
5 people per room or more,P20,Female,2011,TCD,798714.879013801,3135806.16954746,0.254707987620634,P20 Female
5 people per room or more,Not P20,Male,2012,TCD,639548.536704779,3283022.56305384,0.194804794795524,Not P20 Male
5 people per room or more,P20,Male,2012,TCD,828041.503517827,3112581.16170995,0.266030493824273,P20 Male
5 people per room or more,Not P20,Female,2012,TCD,630740.182025761,3071206.58897038,0.205372111498764,Not P20 Female
5 people per room or more,P20,Female,2012,TCD,815554.655125517,3181677.99052558,0.256328471188498,P20 Female
5 people per room or more,Not P20,Male,2013,TCD,628111.901990146,3237501.71796253,0.19401129534703,Not P20 Male
5 people per room or more,P20,Male,2013,TCD,889490.130894338,3376049.03409414,0.263470738105854,P20 Male
5 people per room or more,Not P20,Female,2013,TCD,622830.561398881,3016470.90077402,0.206476568774148,Not P20 Female
5 people per room or more,P20,Female,2013,TCD,872750.578330159,3449497.1755668,0.253008057090742,P20 Female
5 people per room or more,Not P20,Male,2014,TCD,638915.467054312,3298798.80877188,0.19368124705131,Not P20 Male
5 people per room or more,P20,Male,2014,TCD,929555.023365443,3536431.35481597,0.26285114289001,P20 Male
5 people per room or more,Not P20,Female,2014,TCD,632885.860030909,3071731.3533804,0.206035550385754,Not P20 Female
5 people per room or more,P20,Female,2014,TCD,912825.619568761,3610969.31516089,0.252792405556094,P20 Female
5 people per room or more,Not P20,Male,2015,TCD,645379.947173738,3350821.99375413,0.192603471141324,Not P20 Male
5 people per room or more,P20,Male,2015,TCD,974450.426343944,3708229.16251006,0.262780530447139,P20 Male
5 people per room or more,Not P20,Female,2015,TCD,643227.50549464,3125098.19908162,0.205826333932056,Not P20 Female
5 people per room or more,P20,Female,2015,TCD,953098.608795491,3776428.8530041,0.252380925444236,P20 Female
5 people per room or more,Not P20,Male,2016,TCD,602383.531728495,3096200.7847066,0.194555706691864,Not P20 Male
5 people per room or more,P20,Male,2016,TCD,1069182.66946028,4188309.69131883,0.255277844347659,P20 Male
5 people per room or more,Not P20,Female,2016,TCD,598309.049557335,2896716.02208172,0.206547360872248,Not P20 Female
5 people per room or more,P20,Female,2016,TCD,1049002.18891986,4225239.1810447,0.248270486940929,P20 Female
5 people per room or more,Not P20,Male,2017,TCD,555940.426163792,2837479.23297162,0.195927575329448,Not P20 Male
5 people per room or more,P20,Male,2017,TCD,1167868.5252106,4674699.6780538,0.249827498158516,P20 Male
5 people per room or more,Not P20,Female,2017,TCD,540378.115306172,2653681.04179451,0.203633408384585,Not P20 Female
5 people per room or more,P20,Female,2017,TCD,1158417.81426404,4690862.13077369,0.246952006255825,P20 Female
5 people per room or more,Not P20,Male,2018,TCD,504901.55913261,2565293.08779264,0.196820223597555,Not P20 Male
5 people per room or more,P20,Male,2018,TCD,1271824.08764543,5177491.2409245,0.245644855483778,P20 Male
5 people per room or more,Not P20,Female,2018,TCD,491113.297364844,2396296.39392606,0.204946808170174,Not P20 Female
5 people per room or more,P20,Female,2018,TCD,1259831.48935473,5173706.1914337,0.243506577826294,P20 Female
5 people per room or more,Not P20,Male,2000,TJK,266965.824779218,4217339.10551354,0.0633019584387227,Not P20 Male
5 people per room or more,P20,Male,2000,TJK,231579.083285754,2052629.51421495,0.112820692522451,P20 Male
5 people per room or more,Not P20,Female,2000,TJK,304599.296347807,4121584.48053218,0.073903446062199,Not P20 Female
5 people per room or more,P20,Female,2000,TJK,269889.710018519,1990455.45110825,0.135591936945009,P20 Female
5 people per room or more,Not P20,Male,2001,TJK,262767.899698341,4477080.8041442,0.0586917929770466,Not P20 Male
5 people per room or more,P20,Male,2001,TJK,238314.297557619,1835264.98957919,0.12985279995575,P20 Male
5 people per room or more,Not P20,Female,2001,TJK,334475.845268808,4403719.93296377,0.0759530238889875,Not P20 Female
5 people per room or more,P20,Female,2001,TJK,261634.155571079,1869453.95409218,0.139952179618209,P20 Female
5 people per room or more,Not P20,Male,2002,TJK,300799.666401054,4776060.53197529,0.0629807064603196,Not P20 Male
5 people per room or more,P20,Male,2002,TJK,230401.385064519,1647067.86392085,0.139885787411362,P20 Male
5 people per room or more,Not P20,Female,2002,TJK,325151.753974604,4653097.459646,0.0698785608499464,Not P20 Female
5 people per room or more,P20,Female,2002,TJK,252206.810761756,1725118.56113493,0.146196798552694,P20 Female
5 people per room or more,Not P20,Male,2003,TJK,327131.323095103,5078835.23126043,0.0644106981619717,Not P20 Male
5 people per room or more,P20,Male,2003,TJK,225782.765338897,1451971.44149797,0.155500830722925,P20 Male
5 people per room or more,Not P20,Female,2003,TJK,360171.637867479,4961282.98395104,0.0725964713225543,Not P20 Female
5 people per room or more,P20,Female,2003,TJK,237436.597269799,1537679.92851467,0.154412236816508,P20 Female
5 people per room or more,Not P20,Male,2004,TJK,345415.963274001,5353748.41353138,0.0645185273183506,Not P20 Male
5 people per room or more,P20,Male,2004,TJK,218792.654381573,1345142.21021715,0.162653920693079,P20 Male
5 people per room or more,Not P20,Female,2004,TJK,374499.692990584,5207153.47156612,0.0719202333934567,Not P20 Female
5 people per room or more,P20,Female,2004,TJK,202184.245376388,1364424.42797681,0.148182809711337,P20 Female
5 people per room or more,Not P20,Male,2005,TJK,375658.004355697,5664058.44293037,0.0663231158613091,Not P20 Male
5 people per room or more,P20,Male,2005,TJK,194915.312424433,1154761.1647488,0.168792749855624,P20 Male
5 people per room or more,Not P20,Female,2005,TJK,392741.382655611,5478577.44117846,0.0716867447567065,Not P20 Female
5 people per room or more,P20,Female,2005,TJK,226352.579305413,1225900.7689404,0.184641844625858,P20 Female
5 people per room or more,Not P20,Male,2006,TJK,389775.424848161,5846128.73258347,0.0666723985525229,Not P20 Male
5 people per room or more,P20,Male,2006,TJK,178246.45822647,1048801.17035684,0.169952573723601,P20 Male
5 people per room or more,Not P20,Female,2006,TJK,418655.897713211,5732413.44869468,0.0730330953027373,Not P20 Female
5 people per room or more,P20,Female,2006,TJK,223168.695481139,1161400.12810582,0.192154874173395,P20 Female
5 people per room or more,Not P20,Male,2007,TJK,407452.436535689,6044185.37607696,0.0674122997862369,Not P20 Male
5 people per room or more,P20,Male,2007,TJK,182938.977304299,1010752.76606086,0.180992804023931,P20 Male
5 people per room or more,Not P20,Female,2007,TJK,454756.677874981,5948348.04739734,0.0764509195244479,Not P20 Female
5 people per room or more,P20,Female,2007,TJK,198638.426667027,1064485.36603327,0.186605126763968,P20 Female
5 people per room or more,Not P20,Male,2008,TJK,442489.276142397,6292402.86871227,0.0703211929329235,Not P20 Male
5 people per room or more,P20,Male,2008,TJK,156094.055641348,906510.040992596,0.172192307401725,P20 Male
5 people per room or more,Not P20,Female,2008,TJK,474754.602461062,6163842.70981617,0.0770225044362336,Not P20 Female
5 people per room or more,P20,Female,2008,TJK,188122.974175293,998331.540075115,0.188437374382802,P20 Female
5 people per room or more,Not P20,Male,2009,TJK,453374.370291893,6474079.86930591,0.0700291592696244,Not P20 Male
5 people per room or more,P20,Male,2009,TJK,167944.006792235,850328.917357352,0.19750475770502,P20 Male
5 people per room or more,Not P20,Female,2009,TJK,486221.470341619,6332664.27957633,0.0767799221426828,Not P20 Female
5 people per room or more,P20,Female,2009,TJK,201008.588566743,1012398.03013686,0.198546996915403,P20 Female
5 people per room or more,Not P20,Male,2010,TJK,462883.093697329,6675500.27250221,0.0693405849452275,Not P20 Male
5 people per room or more,P20,Male,2010,TJK,182120.994385847,813638.342613439,0.223835314595508,P20 Male
5 people per room or more,Not P20,Female,2010,TJK,496496.007888506,6491763.70136189,0.0764809119260375,Not P20 Female
5 people per room or more,P20,Female,2010,TJK,202668.136781176,1012524.98706374,0.200161121325905,P20 Female
5 people per room or more,Not P20,Male,2011,TJK,462542.270607738,6637587.56691008,0.0696852984529528,Not P20 Male
5 people per room or more,P20,Male,2011,TJK,180836.488534469,1036627.05534679,0.174447008306157,P20 Male
5 people per room or more,Not P20,Female,2011,TJK,499776.994150424,6504123.81172071,0.0768400185202202,Not P20 Female
5 people per room or more,P20,Female,2011,TJK,204844.746348454,1153934.1431297,0.17751857640062,P20 Female
5 people per room or more,Not P20,Male,2012,TJK,454586.640511564,6692056.05238817,0.0679292936211042,Not P20 Male
5 people per room or more,P20,Male,2012,TJK,202877.395709444,1155996.0148957,0.175500082262609,P20 Male
5 people per room or more,Not P20,Female,2012,TJK,502424.864132577,6565899.6706933,0.076520338313291,Not P20 Female
5 people per room or more,P20,Female,2012,TJK,221934.091954607,1271525.34743678,0.174541618381415,P20 Female
5 people per room or more,Not P20,Male,2013,TJK,315560.173735441,4619539.67444398,0.0683098741377132,Not P20 Male
5 people per room or more,P20,Male,2013,TJK,129111.311909412,751060.955374127,0.171905237498463,P20 Male
