handwashing,p20,urban,povcal_year,iso3,value,total,percentage,demographic
no soap and water,P20,Urban,2005,PAK,2290333.94098265,3321875.19086376,0.689470196617205,P20 Urban
no soap and water,Not P20,Rural,2006,PAK,51400515.1764049,148935216.43129,0.345119954890709,Not P20 Rural
no soap and water,Not P20,Urban,2006,PAK,15274407.8573035,95744928.5122646,0.159532291627821,Not P20 Urban
no soap and water,P20,Rural,2006,PAK,30683839.7396364,40577700.3862675,0.756174929765626,P20 Rural
no soap and water,P20,Urban,2006,PAK,2539364.71057185,3621960.56150413,0.701102253172328,P20 Urban
no soap and water,Not P20,Rural,2007,PAK,52027004.4279401,150522454.591842,0.345642811692229,Not P20 Rural
no soap and water,Not P20,Urban,2007,PAK,15425351.7720198,96667056.1652718,0.159571961575483,Not P20 Urban
no soap and water,P20,Rural,2007,PAK,32824383.2951494,44390351.7668995,0.739448596116454,P20 Rural
no soap and water,P20,Urban,2007,PAK,2502284.51875046,3745808.92959108,0.66802246611752,P20 Urban
no soap and water,Not P20,Rural,2008,PAK,51905739.0730775,150034467.749875,0.345958764352805,Not P20 Rural
no soap and water,Not P20,Urban,2008,PAK,15413825.5170673,96403273.049643,0.159889026891545,Not P20 Urban
no soap and water,P20,Rural,2008,PAK,34871807.2601507,46701234.5923951,0.746699901287605,P20 Rural
no soap and water,P20,Urban,2008,PAK,2522180.24912587,3805774.79268818,0.662724513802443,P20 Urban
no soap and water,Not P20,Rural,2009,PAK,52305196.5806817,151928126.448733,0.344275927066945,Not P20 Rural
no soap and water,Not P20,Urban,2009,PAK,15614474.3252063,98070748.8794606,0.159216427972812,Not P20 Urban
no soap and water,P20,Rural,2009,PAK,37212492.6879396,49617290.9880933,0.749990415576487,P20 Rural
no soap and water,P20,Urban,2009,PAK,2765836.83986153,4174939.73216534,0.662485453035994,P20 Urban
no soap and water,Not P20,Rural,2010,PAK,52752694.7386105,154045822.984811,0.342448069778639,Not P20 Rural
no soap and water,Not P20,Urban,2010,PAK,15708531.867661,99571505.9145138,0.157761316587372,Not P20 Urban
no soap and water,P20,Rural,2010,PAK,37815493.8613062,52036026.1120778,0.726717558713214,P20 Rural
no soap and water,P20,Urban,2010,PAK,3165260.22009039,4625550.19957329,0.684299182480472,P20 Urban
no soap and water,Not P20,Rural,2011,PAK,49911395.7079949,151589671.56498,0.329253274268095,Not P20 Rural
no soap and water,Not P20,Urban,2011,PAK,15876261.4991192,100926131.893768,0.157305756212178,Not P20 Urban
no soap and water,P20,Rural,2011,PAK,42540488.2778766,59154535.9881415,0.71914161048283,P20 Rural
no soap and water,P20,Urban,2011,PAK,3735365.05504216,5523904.16425657,0.676218294881458,P20 Urban
no soap and water,Not P20,Rural,2012,PAK,51087628.956694,155312160.774688,0.328935150357009,Not P20 Rural
no soap and water,Not P20,Urban,2012,PAK,16286302.1987352,103397265.975672,0.157511923019001,Not P20 Urban
no soap and water,P20,Rural,2012,PAK,43307200.9447553,59810541.8880238,0.724073040933724,P20 Rural
no soap and water,P20,Urban,2012,PAK,3949191.68903938,5586816.3109239,0.706876952678312,P20 Urban
no soap and water,Not P20,Rural,2013,PAK,45868039.1623459,149022240.948396,0.307793245293026,Not P20 Rural
no soap and water,Not P20,Urban,2013,PAK,15973259.5126438,103884612.574698,0.15375962923439,Not P20 Urban
no soap and water,P20,Rural,2013,PAK,50690828.7593162,70503168.1450862,0.718986537668791,P20 Rural
no soap and water,P20,Urban,2013,PAK,4720734.78959612,7660979.61317401,0.616205110568135,P20 Urban
no soap and water,Not P20,Rural,2014,PAK,30657469.7004547,99595614.8642027,0.307819473199254,Not P20 Rural
no soap and water,Not P20,Urban,2014,PAK,8908239.09137079,71429537.3160147,0.124713660848165,Not P20 Urban
no soap and water,P20,Rural,2014,PAK,37804858.6463388,48668337.054102,0.77678550233416,P20 Rural
no soap and water,P20,Urban,2014,PAK,1903855.99650433,3109325.39058861,0.612305165058303,P20 Urban
no soap and water,Not P20,Rural,2015,PAK,31998792.8122499,106322094.002605,0.300960897285055,Not P20 Rural
no soap and water,Not P20,Urban,2015,PAK,9321971.89251,77809604.4825694,0.119804900108421,Not P20 Urban
no soap and water,P20,Rural,2015,PAK,41973326.3441614,54346316.8034875,0.772330652984894,P20 Rural
no soap and water,P20,Urban,2015,PAK,2126232.35182553,3483935.01573564,0.610296214545372,P20 Urban
no soap and water,Not P20,Rural,2016,PAK,37753149.3820466,119752132.149875,0.315260769927643,Not P20 Rural
no soap and water,Not P20,Urban,2016,PAK,10005106.5864429,84968979.0121209,0.117750109543104,Not P20 Urban
no soap and water,P20,Rural,2016,PAK,41655974.2277272,52912543.5583266,0.787260853975181,P20 Rural
no soap and water,P20,Urban,2016,PAK,2058790.17006877,3079374.95903232,0.668574044232579,P20 Urban
no soap and water,Not P20,Rural,2017,PAK,44237180.7910364,134646281.559293,0.328543649915472,Not P20 Rural
no soap and water,Not P20,Urban,2017,PAK,10638822.4212679,92185535.4336572,0.115406634796022,Not P20 Urban
no soap and water,P20,Rural,2017,PAK,40913146.9174532,50794598.6440648,0.805462549357771,P20 Rural
no soap and water,P20,Urban,2017,PAK,1984576.75306015,2824263.02503045,0.70268835992666,P20 Urban
no soap and water,Not P20,Rural,2018,PAK,62542306.5914991,183929843.815519,0.340033489367984,Not P20 Rural
no soap and water,Not P20,Urban,2018,PAK,14251455.539287,122592694.304941,0.116250447223531,Not P20 Urban
no soap and water,P20,Rural,2018,PAK,47789685.5450361,57899672.9725059,0.825387831943875,P20 Rural
no soap and water,P20,Urban,2018,PAK,1976265.46852002,2731592.58639187,0.723484709383563,P20 Urban
no soap and water,Not P20,Rural,2000,PHL,4625767.90077247,34233544.4330462,0.135123837668037,Not P20 Rural
no soap and water,Not P20,Urban,2000,PHL,2404006.09176245,29833134.4355756,0.080581747015349,Not P20 Urban
no soap and water,P20,Rural,2000,PHL,1958638.27659487,6950757.01850189,0.281787763747354,P20 Rural
no soap and water,P20,Urban,2000,PHL,321802.123516851,1343878.92622453,0.239457675269093,P20 Urban
no soap and water,Not P20,Rural,2001,PHL,4673520.39233982,34865207.2892333,0.134045392404222,Not P20 Rural
no soap and water,Not P20,Urban,2001,PHL,2451889.21833592,30438658.684765,0.0805518154964931,Not P20 Urban
no soap and water,P20,Rural,2001,PHL,2052813.14317048,7206824.80111918,0.284842937052069,P20 Rural
no soap and water,P20,Urban,2001,PHL,332673.992971541,1410377.48699448,0.235875853123882,P20 Urban
no soap and water,Not P20,Rural,2002,PHL,4745008.826086,35505207.6695821,0.133642615760592,Not P20 Rural
no soap and water,Not P20,Urban,2002,PHL,2496237.39575409,31010872.4611626,0.0804955551921451,Not P20 Urban
no soap and water,P20,Rural,2002,PHL,2124203.27714578,7460504.70802744,0.284726484370441,P20 Rural
no soap and water,P20,Urban,2002,PHL,347474.592708288,1514690.47625711,0.22940303524382,P20 Urban
no soap and water,Not P20,Rural,2003,PHL,4641717.02421678,35568017.7987715,0.130502550085237,Not P20 Rural
no soap and water,Not P20,Urban,2003,PHL,2510909.31270979,31539955.3161334,0.0796104270770922,Not P20 Urban
no soap and water,P20,Rural,2003,PHL,2369894.79160828,8288379.7115709,0.285929804627533,P20 Rural
no soap and water,P20,Urban,2003,PHL,391753.216770908,1659867.01881519,0.23601482066349,P20 Urban
no soap and water,Not P20,Rural,2004,PHL,4519312.15193075,35443331.4745596,0.127508108406079,Not P20 Rural
no soap and water,Not P20,Urban,2004,PHL,2506047.93350003,31981278.3514252,0.0783598424666583,Not P20 Urban
no soap and water,P20,Rural,2004,PHL,2632323.50536322,9288890.51290599,0.283384059883779,P20 Rural
no soap and water,P20,Urban,2004,PHL,454581.575405915,1881553.685363,0.241599046012984,P20 Urban
no soap and water,Not P20,Rural,2005,PHL,4419573.71540327,35145368.4489093,0.125751241499374,Not P20 Rural
no soap and water,Not P20,Urban,2005,PHL,2546735.73233871,32521360.9330494,0.0783096297101955,Not P20 Urban
no soap and water,P20,Rural,2005,PHL,2868467.10082092,10440043.7934707,0.274756232595009,P20 Rural
no soap and water,P20,Urban,2005,PHL,470362.696133055,1987346.42613369,0.236678764179091,P20 Urban
no soap and water,Not P20,Rural,2006,PHL,4380815.64131616,35402138.2026509,0.123744379964827,Not P20 Rural
no soap and water,Not P20,Urban,2006,PHL,2575577.61169284,32941956.1047626,0.0781853270492481,Not P20 Urban
no soap and water,P20,Rural,2006,PHL,3039131.94917761,11008327.6905341,0.276075716004613,P20 Rural
no soap and water,P20,Urban,2006,PHL,496127.49796924,2191326.82784885,0.226405067315436,P20 Urban
no soap and water,Not P20,Rural,2007,PHL,4272547.01058611,35441291.6676187,0.120552801818162,Not P20 Rural
no soap and water,Not P20,Urban,2007,PHL,2606292.93675483,33349370.928376,0.0781511873897813,Not P20 Urban
no soap and water,P20,Rural,2007,PHL,3275456.08244986,11770138.8497348,0.278285254257952,P20 Rural
no soap and water,P20,Urban,2007,PHL,518424.507116073,2390251.89370546,0.216891160501244,P20 Urban
no soap and water,Not P20,Rural,2008,PHL,4214283.2112765,35492895.9093944,0.118735964009098,Not P20 Rural
no soap and water,Not P20,Urban,2008,PHL,2606217.40746806,33856687.5216766,0.0769779207076721,Not P20 Urban
no soap and water,P20,Rural,2008,PHL,3460059.54304194,12508766.9471226,0.276610760890214,P20 Rural
no soap and water,P20,Urban,2008,PHL,570802.047755537,2481150.7205695,0.230055370285816,P20 Urban
no soap and water,Not P20,Rural,2009,PHL,4133647.75722839,35439971.0955212,0.116638011529044,Not P20 Rural
no soap and water,Not P20,Urban,2009,PHL,2621918.72329994,34146289.9499712,0.0767848784492075,Not P20 Urban
no soap and water,P20,Rural,2009,PHL,3668360.96550648,13360219.9177852,0.274573396851284,P20 Rural
no soap and water,P20,Urban,2009,PHL,607951.807046763,2796043.74652673,0.217432866635926,P20 Urban
no soap and water,Not P20,Rural,2010,PHL,4013928.72956515,35020065.5587765,0.114617967314433,Not P20 Rural
no soap and water,Not P20,Urban,2010,PHL,2580791.44429269,34463876.4518202,0.0748839570586491,Not P20 Urban
no soap and water,P20,Rural,2010,PHL,3919159.15516469,14600002.5362587,0.268435511941286,P20 Rural
no soap and water,P20,Urban,2010,PHL,703343.152849568,3099114.09282563,0.226949744921554,P20 Urban
no soap and water,Not P20,Rural,2011,PHL,3633965.15444591,33815970.0332993,0.107462987188227,Not P20 Rural
no soap and water,Not P20,Urban,2011,PHL,2402359.6993872,34388198.8330345,0.0698600037487107,Not P20 Urban
no soap and water,P20,Rural,2011,PHL,4434477.56540424,16650718.7261295,0.266323492597671,P20 Rural
no soap and water,P20,Urban,2011,PHL,937809.004948652,3815693.77467599,0.245776799797905,P20 Urban
no soap and water,Not P20,Rural,2012,PHL,3531484.15525797,33325562.2799326,0.105969229433962,Not P20 Rural
no soap and water,Not P20,Urban,2012,PHL,2405823.69852055,34475491.623008,0.0697835936562822,Not P20 Urban
no soap and water,P20,Rural,2012,PHL,4675633.30434241,18008512.5628789,0.259634619351091,P20 Rural
no soap and water,P20,Urban,2012,PHL,991753.48498267,4385022.72061516,0.226168379999532,P20 Urban
no soap and water,Not P20,Rural,2013,PHL,3157524.59353521,32114666.2456771,0.0983203303244741,Not P20 Rural
no soap and water,Not P20,Urban,2013,PHL,2316974.1432527,34308588.8884302,0.0675333558831983,Not P20 Urban
no soap and water,P20,Rural,2013,PHL,5189645.66509912,20095414.198729,0.258250246239132,P20 Rural
no soap and water,P20,Urban,2013,PHL,1138582.00750984,5215072.27044381,0.218325259644569,P20 Urban
no soap and water,Not P20,Rural,2014,PHL,3093977.92719507,31943872.5985575,0.0968566950562776,Not P20 Rural
no soap and water,Not P20,Urban,2014,PHL,2265588.04015633,34654872.5714736,0.0653757429199514,Not P20 Urban
no soap and water,P20,Rural,2014,PHL,5391782.22467965,21133063.2292496,0.255134911876715,P20 Rural
no soap and water,P20,Urban,2014,PHL,1247341.46507024,5525008.57702042,0.225762810624074,P20 Urban
no soap and water,Not P20,Rural,2015,PHL,3003987.83847296,31713357.7602979,0.0947231088293547,Not P20 Rural
no soap and water,Not P20,Urban,2015,PHL,2260815.64748605,34929706.1853947,0.064724725581327,Not P20 Urban
no soap and water,P20,Rural,2015,PHL,5616857.5814515,22208512.6373338,0.252914622116983,P20 Rural
no soap and water,P20,Urban,2015,PHL,1308036.3697324,5889800.63222124,0.222084999376133,P20 Urban
no soap and water,Not P20,Rural,2016,PHL,3250795.78630954,33293664.1199114,0.0976400727358029,Not P20 Rural
no soap and water,Not P20,Urban,2016,PHL,2336607.5110185,35816725.0096725,0.065237888455393,Not P20 Urban
no soap and water,P20,Rural,2016,PHL,5500967.79830215,21447076.3496329,0.25649033502864,P20 Rural
no soap and water,P20,Urban,2016,PHL,1286441.92343408,5622676.33750417,0.228795300709966,P20 Urban
no soap and water,Not P20,Rural,2017,PHL,3528574.63807248,34862440.6045894,0.101214217274506,Not P20 Rural
no soap and water,Not P20,Urban,2017,PHL,2517141.64446809,36767903.831275,0.0684602977645679,Not P20 Urban
no soap and water,P20,Rural,2017,PHL,5350613.79890379,20675319.8832885,0.258792310305612,P20 Rural
no soap and water,P20,Urban,2017,PHL,1158659.04804023,5274851.29113677,0.219657196779577,P20 Urban
no soap and water,Not P20,Rural,2018,PHL,3831798.71196909,36305017.982791,0.10554460305695,Not P20 Rural
no soap and water,Not P20,Urban,2018,PHL,2607230.87599944,37714759.5808975,0.0691302531150166,Not P20 Urban
no soap and water,P20,Rural,2018,PHL,5172224.52157527,20013562.1803942,0.258435978310854,P20 Rural
no soap and water,P20,Urban,2018,PHL,1120248.84493936,4919085.46151332,0.227735186490281,P20 Urban
no soap and water,Not P20,Rural,2000,RWA,441298.495990746,744049.954104065,0.593103317266014,Not P20 Rural
no soap and water,Not P20,Urban,2000,RWA,244430.612315577,973274.600722793,0.251142495791068,Not P20 Urban
no soap and water,P20,Rural,2000,RWA,990284.785650502,1444566.32471196,0.685523931099503,P20 Rural
no soap and water,P20,Urban,2000,RWA,200290.414172787,218770.148882382,0.915528993311009,P20 Urban
no soap and water,Not P20,Rural,2001,RWA,479923.115514179,792884.633502406,0.605287446919253,Not P20 Rural
no soap and water,Not P20,Urban,2001,RWA,255488.039097047,1011871.04909859,0.252490709487779,Not P20 Urban
no soap and water,P20,Rural,2001,RWA,1006492.60843276,1477907.27128889,0.681025547397832,P20 Rural
no soap and water,P20,Urban,2001,RWA,208229.968239372,227546.708526608,0.915108680708615,P20 Urban
no soap and water,Not P20,Rural,2002,RWA,490686.364407844,818681.705815482,0.599361584511133,Not P20 Rural
no soap and water,Not P20,Urban,2002,RWA,263396.521821769,1040870.32500603,0.25305411778383,Not P20 Urban
no soap and water,P20,Rural,2002,RWA,1024936.69278586,1499516.07543501,0.683511640572795,P20 Rural
no soap and water,P20,Urban,2002,RWA,218234.770371482,238091.229982269,0.916601465697557,P20 Urban
no soap and water,Not P20,Rural,2003,RWA,507138.09293052,840945.661232626,0.603056911176848,Not P20 Rural
no soap and water,Not P20,Urban,2003,RWA,267207.472658392,1058739.3239514,0.252382684399714,Not P20 Urban
no soap and water,P20,Rural,2003,RWA,1045199.39069757,1531915.56493811,0.682282636601968,P20 Rural
no soap and water,P20,Urban,2003,RWA,217868.109564029,238084.334185783,0.915087967921572,P20 Urban
no soap and water,Not P20,Rural,2004,RWA,492628.488216715,826378.605556133,0.596129286146255,Not P20 Rural
no soap and water,Not P20,Urban,2004,RWA,275845.589948608,1094311.97248744,0.252072166698126,Not P20 Urban
no soap and water,P20,Rural,2004,RWA,1083443.56824087,1597240.80308671,0.678321995122518,P20 Rural
no soap and water,P20,Urban,2004,RWA,225168.239306165,246077.862303167,0.915028427176268,P20 Urban
no soap and water,Not P20,Rural,2005,RWA,458554.251841307,807341.120104935,0.567980795752985,Not P20 Rural
no soap and water,Not P20,Urban,2005,RWA,287607.127232871,1146517.73853746,0.250852749648472,Not P20 Urban
no soap and water,P20,Rural,2005,RWA,1145630.01551341,1684831.8638964,0.679966968848742,P20 Rural
no soap and water,P20,Urban,2005,RWA,237252.702030842,259204.348169678,0.915311427860515,P20 Urban
no soap and water,Not P20,Rural,2006,RWA,480275.260606579,840960.770414593,0.571103049634293,Not P20 Rural
no soap and water,Not P20,Urban,2006,RWA,292277.308627791,1182007.69195048,0.247271917617975,Not P20 Urban
no soap and water,P20,Rural,2006,RWA,1158853.7532593,1717410.02581714,0.674768247441624,P20 Rural
no soap and water,P20,Urban,2006,RWA,244507.732784496,267250.777428021,0.914899986962059,P20 Urban
no soap and water,Not P20,Rural,2007,RWA,485691.32280402,848783.906158785,0.572220230944341,Not P20 Rural
no soap and water,Not P20,Urban,2007,RWA,293908.565307186,1186953.53591817,0.247615897685358,Not P20 Urban
no soap and water,P20,Rural,2007,RWA,1178236.59241677,1734837.86374882,0.679162368447917,P20 Rural
no soap and water,P20,Urban,2007,RWA,251424.066760883,274245.421811058,0.916784918780166,P20 Urban
no soap and water,Not P20,Rural,2008,RWA,499385.462787187,874616.19730866,0.570976691632145,Not P20 Rural
no soap and water,Not P20,Urban,2008,RWA,297377.021909846,1199664.06287005,0.247883579340043,Not P20 Urban
no soap and water,P20,Rural,2008,RWA,1202811.35120595,1766016.5512103,0.681087247105148,P20 Rural
no soap and water,P20,Urban,2008,RWA,254124.002143369,277176.485298789,0.916831028683513,P20 Urban
no soap and water,Not P20,Rural,2009,RWA,504128.73671963,875925.994367226,0.575538047690679,Not P20 Rural
no soap and water,Not P20,Urban,2009,RWA,300416.414918485,1210449.14242481,0.248185904214596,Not P20 Urban
no soap and water,P20,Rural,2009,RWA,1239475.19681061,1826945.99255165,0.678441071528046,P20 Rural
no soap and water,P20,Urban,2009,RWA,256417.205617936,279661.827415317,0.916883108387685,P20 Urban
no soap and water,Not P20,Rural,2010,RWA,487752.669037645,859955.268337312,0.567183767570486,Not P20 Rural
no soap and water,Not P20,Urban,2010,RWA,305597.749748021,1231686.64901194,0.248113227494325,Not P20 Urban
no soap and water,P20,Rural,2010,RWA,1299806.98768912,1906101.42001142,0.681919111985829,P20 Rural
no soap and water,P20,Urban,2010,RWA,257104.185310599,280267.92153879,0.917351453919475,P20 Urban
no soap and water,Not P20,Rural,2011,RWA,473467.241627102,821820.586532578,0.57611995779365,Not P20 Rural
no soap and water,Not P20,Urban,2011,RWA,306075.083779833,1239486.58042538,0.246936988760936,Not P20 Urban
no soap and water,P20,Rural,2011,RWA,1408032.11931461,2050609.12300466,0.686640912457995,P20 Rural
no soap and water,P20,Urban,2011,RWA,261673.420509915,285015.234062777,0.918103277427897,P20 Urban
no soap and water,Not P20,Rural,2012,RWA,238463.791660388,365537.93489254,0.65236400629798,Not P20 Rural
no soap and water,Not P20,Urban,2012,RWA,92261.6814467759,315773.855459491,0.292176441626314,Not P20 Urban
no soap and water,P20,Rural,2012,RWA,756785.390103952,906488.214177889,0.834854086647222,P20 Rural
no soap and water,P20,Urban,2012,RWA,70837.2225925027,76135.4387447576,0.930410643983847,P20 Urban
no soap and water,Not P20,Rural,2013,RWA,223760.410887525,354549.069068815,0.631112673558015,Not P20 Rural
no soap and water,Not P20,Urban,2013,RWA,93271.077698025,323996.01134498,0.287877240558722,Not P20 Urban
no soap and water,P20,Rural,2013,RWA,807573.221429729,962415.58595698,0.839110705617591,P20 Rural
no soap and water,P20,Urban,2013,RWA,73929.1763425609,79358.9052644673,0.931580092948466,P20 Urban
no soap and water,Not P20,Rural,2014,RWA,223932.936875081,358587.497795008,0.624486180505645,Not P20 Rural
no soap and water,Not P20,Urban,2014,RWA,96225.8403620977,335342.513714349,0.286947930628517,Not P20 Urban
no soap and water,P20,Rural,2014,RWA,840576.109670254,999580.726482368,0.840928688799684,P20 Rural
no soap and water,P20,Urban,2014,RWA,77472.2638488491,83038.6417025332,0.932966414917715,P20 Urban
no soap and water,Not P20,Rural,2015,RWA,879912.841980134,1356512.99234018,0.648657880129964,Not P20 Rural
no soap and water,Not P20,Urban,2015,RWA,267532.967968426,733887.556143611,0.364542177788437,Not P20 Urban
no soap and water,P20,Rural,2015,RWA,2087943.17845696,2426806.69852551,0.860366497144401,P20 Rural
no soap and water,P20,Urban,2015,RWA,201555.111205737,213364.873147648,0.944649924011913,P20 Urban
no soap and water,Not P20,Rural,2016,RWA,894809.862654186,1387265.39840229,0.645017070046391,Not P20 Rural
no soap and water,Not P20,Urban,2016,RWA,274529.712201109,755306.466055773,0.363467975634724,Not P20 Urban
no soap and water,P20,Rural,2016,RWA,2145000.67478455,2487670.10143029,0.862252866065831,P20 Rural
no soap and water,P20,Urban,2016,RWA,209751.378775873,221931.89792103,0.94511596007938,P20 Urban
no soap and water,Not P20,Rural,2017,RWA,898883.088538265,1407606.83452382,0.638589602218256,Not P20 Rural
no soap and water,Not P20,Urban,2017,RWA,283414.075764211,779052.082984909,0.36379348949087,Not P20 Urban
no soap and water,P20,Rural,2017,RWA,2226841.08772692,2580223.78435066,0.863041842042136,P20 Rural
no soap and water,P20,Urban,2017,RWA,216479.612380942,229041.829907876,0.945153173409473,P20 Urban
no soap and water,Not P20,Rural,2018,RWA,915289.593310053,1433462.8621694,0.638516432804444,Not P20 Rural
no soap and water,Not P20,Urban,2018,RWA,288926.360701371,795141.328828777,0.363364788404285,Not P20 Urban
no soap and water,P20,Rural,2018,RWA,2294409.78443935,2655170.91346277,0.864128848657457,P20 Rural
no soap and water,P20,Urban,2018,RWA,214138.628423031,226961.94852795,0.943500132123072,P20 Urban
no soap and water,Not P20,Rural,2000,SEN,2354642.77690943,4921216.61269058,0.478467615271679,Not P20 Rural
no soap and water,Not P20,Urban,2000,SEN,3304910.39898925,8934892.98700476,0.369888078547335,Not P20 Urban
no soap and water,P20,Rural,2000,SEN,2080721.55466409,3579603.15442012,0.581271572547028,P20 Rural
no soap and water,P20,Urban,2000,SEN,253793.824035935,431102.73741524,0.588708449307479,P20 Urban
no soap and water,Not P20,Rural,2001,SEN,2381009.36703462,4973173.51446377,0.478770620029603,Not P20 Rural
no soap and water,Not P20,Urban,2001,SEN,3385921.3216502,9147009.52031906,0.370167027171969,Not P20 Urban
no soap and water,P20,Rural,2001,SEN,2184129.34828499,3735637.83139151,0.584673741638226,P20 Rural
no soap and water,P20,Urban,2001,SEN,266673.808617651,465474.067701187,0.572907981608212,P20 Urban
no soap and water,Not P20,Rural,2002,SEN,2386076.69166484,5036417.09015681,0.473764711887781,Not P20 Rural
no soap and water,Not P20,Urban,2002,SEN,3502287.29092631,9415741.49658097,0.371960858547153,Not P20 Urban
no soap and water,P20,Rural,2002,SEN,2289087.13341378,3892758.15149198,0.588037336081728,P20 Rural
no soap and water,P20,Urban,2002,SEN,278507.52216178,497481.029407206,0.559835462457025,P20 Urban
no soap and water,Not P20,Rural,2003,SEN,2465779.2852785,5182242.15308903,0.47581321220366,Not P20 Rural
no soap and water,Not P20,Urban,2003,SEN,3549636.7610011,9634346.49610819,0.368435654918056,Not P20 Urban
no soap and water,P20,Rural,2003,SEN,2326593.29648066,3980805.10140073,0.584452952911963,P20 Rural
no soap and water,P20,Urban,2003,SEN,285146.090182966,494819.563683213,0.576262765482567,P20 Urban
no soap and water,Not P20,Rural,2004,SEN,2419239.19708001,5257379.16207941,0.460160685105153,Not P20 Rural
no soap and water,Not P20,Urban,2004,SEN,3652351.67547038,9958593.97839182,0.366753748912272,Not P20 Urban
no soap and water,P20,Rural,2004,SEN,2374522.83288366,4109968.53713067,0.577747204493543,P20 Rural
no soap and water,P20,Urban,2004,SEN,285610.297208292,491023.110713372,0.581663654880418,P20 Urban
no soap and water,Not P20,Rural,2005,SEN,2464090.83748963,5268625.82287841,0.467691371588697,Not P20 Rural
no soap and water,Not P20,Urban,2005,SEN,3791952.16387038,10360881.7769399,0.365987398129578,Not P20 Urban
no soap and water,P20,Rural,2005,SEN,2477097.08778988,4285610.12960497,0.578003367753428,P20 Rural
no soap and water,P20,Urban,2005,SEN,290519.515180447,502397.159582486,0.578266635547626,P20 Urban
no soap and water,Not P20,Rural,2006,SEN,2472805.85280359,5358504.53737338,0.461473128473958,Not P20 Rural
no soap and water,Not P20,Urban,2006,SEN,3922500.62475981,10785626.495759,0.363678514762419,Not P20 Urban
no soap and water,P20,Rural,2006,SEN,2610604.16347351,4532857.16314342,0.575929059644828,P20 Rural
no soap and water,P20,Urban,2006,SEN,317624.284618481,544432.665911652,0.58340416456573,P20 Urban
no soap and water,Not P20,Rural,2007,SEN,2442663.76126892,5292592.86846066,0.461524969325549,Not P20 Rural
no soap and water,Not P20,Urban,2007,SEN,3937894.94680673,10817733.382405,0.364022185387904,Not P20 Urban
no soap and water,P20,Rural,2007,SEN,2762467.81108005,4772079.10176136,0.578881395754826,P20 Rural
no soap and water,P20,Urban,2007,SEN,362222.732594362,623051.798669339,0.581368568982493,P20 Urban
no soap and water,Not P20,Rural,2008,SEN,2422646.2118738,5257884.9443542,0.460764401943633,Not P20 Rural
no soap and water,Not P20,Urban,2008,SEN,3974014.42725285,10914049.536095,0.36411914881914,Not P20 Urban
no soap and water,P20,Rural,2008,SEN,2966778.62067941,5123116.44082051,0.579096465003293,P20 Rural
no soap and water,P20,Urban,2008,SEN,374007.448091238,661618.61454551,0.565291604360554,P20 Urban
no soap and water,Not P20,Rural,2009,SEN,2228904.28237038,5041689.50165425,0.442094714805235,Not P20 Rural
no soap and water,Not P20,Urban,2009,SEN,3970212.48331515,10887356.7352188,0.364662661458695,Not P20 Urban
no soap and water,P20,Rural,2009,SEN,3310961.56422987,5708315.455489,0.580024280376116,P20 Rural
no soap and water,P20,Urban,2009,SEN,508451.013540465,911518.828628039,0.557806374999136,P20 Urban
no soap and water,Not P20,Rural,2010,SEN,2070084.09685651,4798806.63390302,0.431374767683198,Not P20 Rural
no soap and water,Not P20,Urban,2010,SEN,4050352.259029,11057651.5780287,0.366294075233566,Not P20 Urban
no soap and water,P20,Rural,2010,SEN,3601450.09838437,6190911.56313255,0.581731795335494,P20 Rural
no soap and water,P20,Urban,2010,SEN,571137.804079253,1034923.9924803,0.551864492686526,P20 Urban
no soap and water,Not P20,Rural,2011,SEN,1834492.30609642,4215760.74295115,0.435150953280196,Not P20 Rural
no soap and water,Not P20,Urban,2011,SEN,4001918.22503319,11014690.9499303,0.36332551164847,Not P20 Urban
no soap and water,P20,Rural,2011,SEN,4115681.43255475,7196640.84123258,0.571889236013319,P20 Rural
no soap and water,P20,Urban,2011,SEN,777627.03469944,1381643.49358939,0.562827558851112,P20 Urban
no soap and water,Not P20,Rural,2012,SEN,1344575.43620416,2952177.91712097,0.455452033702433,Not P20 Rural
no soap and water,Not P20,Urban,2012,SEN,2936788.72851613,7895172.35929338,0.371972718880449,Not P20 Urban
no soap and water,P20,Rural,2012,SEN,3158593.46879025,5331234.29607001,0.592469453296894,P20 Rural
no soap and water,P20,Urban,2012,SEN,559131.867786894,1013771.11750696,0.551536592561343,P20 Urban
no soap and water,Not P20,Rural,2013,SEN,1632949.89310341,3392118.292691,0.481395326519693,Not P20 Rural
no soap and water,Not P20,Urban,2013,SEN,3790007.3794626,9822625.28334595,0.385844646429552,Not P20 Urban
no soap and water,P20,Rural,2013,SEN,4090300.56770625,6856356.12116213,0.596570612060472,P20 Rural
no soap and water,P20,Urban,2013,SEN,881478.396136818,1565228.75525722,0.563162664355703,P20 Urban
no soap and water,Not P20,Rural,2014,SEN,1533227.20730805,2826921.76357438,0.542366338914673,Not P20 Rural
no soap and water,Not P20,Urban,2014,SEN,3306179.13506515,8295146.23514585,0.398567914457872,Not P20 Urban
no soap and water,P20,Rural,2014,SEN,3719485.5135349,5783085.47590093,0.643166269811264,P20 Rural
no soap and water,P20,Urban,2014,SEN,724731.394355185,1232437.46634189,0.588047194399507,P20 Urban
no soap and water,Not P20,Rural,2015,SEN,2015234.1541229,3657456.40905518,0.550993348583337,Not P20 Rural
