handwashing,p20,sex,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Male,2013,AGO,1002082.53251722,3219808.59651954,0.311224255255554,Not P20 Male
no soap and water,P20,Male,2013,AGO,903070.279118237,1703767.60494845,0.530043109456563,P20 Male
no soap and water,Not P20,Female,2013,AGO,1003171.88626405,3374655.61332896,0.29726644766411,Not P20 Female
no soap and water,P20,Female,2013,AGO,913141.994399938,1721791.00894245,0.530344269227427,P20 Female
no soap and water,Not P20,Male,2014,AGO,955040.728287547,3179926.55087317,0.300334209928623,Not P20 Male
no soap and water,P20,Male,2014,AGO,1017923.60383362,1918898.15896101,0.53047296912556,P20 Male
no soap and water,Not P20,Female,2014,AGO,950538.754701494,3323823.66807718,0.285977491474865,Not P20 Female
no soap and water,P20,Female,2014,AGO,1033983.91067627,1954024.56797542,0.529156044208586,P20 Female
no soap and water,Not P20,Male,2015,AGO,891237.774729539,3119208.06889532,0.285725656975867,Not P20 Male
no soap and water,P20,Male,2015,AGO,1150753.92657115,2158007.32438777,0.533248387791094,P20 Male
no soap and water,Not P20,Female,2015,AGO,900266.295741313,3283877.62447553,0.274147333941865,Not P20 Female
no soap and water,P20,Female,2015,AGO,1153688.12592212,2178624.72454414,0.529548807981844,P20 Female
no soap and water,Not P20,Male,2016,AGO,782367.074943263,2967034.48915937,0.263686545539592,Not P20 Male
no soap and water,P20,Male,2016,AGO,1329787.1440404,2491505.20534993,0.53372842295693,P20 Male
no soap and water,Not P20,Female,2016,AGO,795278.614618689,3134695.15209426,0.253702059062225,Not P20 Female
no soap and water,P20,Female,2016,AGO,1329249.36194126,2515497.92917092,0.528423953972154,P20 Female
no soap and water,Not P20,Male,2017,AGO,717993.159340628,2841199.32317804,0.252707775017175,Not P20 Male
no soap and water,P20,Male,2017,AGO,1465507.05806688,2801723.19761388,0.523073463972099,P20 Male
no soap and water,Not P20,Female,2017,AGO,709245.148001585,2973192.93869108,0.238546627355379,Not P20 Female
no soap and water,P20,Female,2017,AGO,1487046.79745075,2867856.78696456,0.51852198624768,P20 Female
no soap and water,Not P20,Male,2018,AGO,631638.641183558,2673320.32535194,0.236274955602413,Not P20 Male
no soap and water,P20,Male,2018,AGO,1624580.64957456,3157533.52396922,0.514509390713408,P20 Male
no soap and water,Not P20,Female,2018,AGO,614489.337190118,2794390.41017201,0.21990103278099,Not P20 Female
no soap and water,P20,Female,2018,AGO,1654947.69604716,3241189.05267269,0.510598940435915,P20 Female
no soap and water,Not P20,Male,2000,ARM,253794.409868384,2578253.34346269,0.0984365677298139,Not P20 Male
no soap and water,P20,Male,2000,ARM,112352.575318745,424831.025150303,0.264464148490556,P20 Male
no soap and water,Not P20,Female,2000,ARM,206129.53424056,2261344.44473025,0.0911535324576121,Not P20 Female
no soap and water,P20,Female,2000,ARM,125695.2032996,395888.836887541,0.31750125688769,P20 Female
no soap and water,Not P20,Male,2001,ARM,252862.589895154,2556516.80928974,0.0989090269136175,Not P20 Male
no soap and water,P20,Male,2001,ARM,111851.402278456,424175.728617625,0.263691189128092,P20 Male
no soap and water,Not P20,Female,2001,ARM,205266.80082442,2246161.44325454,0.0913855953857894,Not P20 Female
no soap and water,P20,Female,2001,ARM,125295.919195499,395334.483166636,0.316936479185616,P20 Female
no soap and water,Not P20,Male,2002,ARM,249318.392907779,2539381.55153002,0.0981807530095508,Not P20 Male
no soap and water,P20,Male,2002,ARM,111890.567542765,428553.306997437,0.261089030736225,P20 Male
no soap and water,Not P20,Female,2002,ARM,197442.514261498,2212679.69212442,0.0892323073078555,Not P20 Female
no soap and water,P20,Female,2002,ARM,125890.382526316,399605.902903803,0.315036343586301,P20 Female
no soap and water,Not P20,Male,2003,ARM,255140.459679608,2579157.67245045,0.0989239480799944,Not P20 Male
no soap and water,P20,Male,2003,ARM,105880.491903803,351832.266255087,0.300940254942498,P20 Male
no soap and water,Not P20,Female,2003,ARM,201863.057601535,2243895.50721125,0.0899609883583276,Not P20 Female
no soap and water,P20,Female,2003,ARM,119333.667594919,332572.082700402,0.358820459690901,P20 Female
no soap and water,Not P20,Male,2004,ARM,283825.587323022,2581078.66996021,0.109963942837665,Not P20 Male
no soap and water,P20,Male,2004,ARM,81889.9175463985,297843.784702406,0.274942509303056,P20 Male
no soap and water,Not P20,Female,2004,ARM,227215.447234157,2305960.67307373,0.0985339645585935,Not P20 Female
no soap and water,P20,Female,2004,ARM,104529.792087002,261264.914279423,0.400091196230074,P20 Female
no soap and water,Not P20,Male,2005,ARM,287937.062912713,2644704.92842651,0.108873039036541,Not P20 Male
no soap and water,P20,Male,2005,ARM,80380.6894526813,206414.322603579,0.389414302451548,P20 Male
no soap and water,Not P20,Female,2005,ARM,239309.200677774,2355312.1297687,0.101604028465338,Not P20 Female
no soap and water,P20,Female,2005,ARM,95012.659162779,182398.423108225,0.520907240006147,P20 Female
no soap and water,Not P20,Male,2006,ARM,343897.305757489,2652705.56431473,0.129640209748015,Not P20 Male
no soap and water,P20,Male,2006,ARM,44872.6180375043,171083.856424288,0.262284349764833,P20 Male
no soap and water,Not P20,Female,2006,ARM,253275.455406419,2361526.19899375,0.107250749754265,Not P20 Female
no soap and water,P20,Female,2006,ARM,62500.7098125686,141760.579152864,0.440889210428326,P20 Female
no soap and water,Not P20,Male,2007,ARM,347552.172035008,2663688.01560657,0.130477807460445,Not P20 Male
no soap and water,P20,Male,2007,ARM,35908.6084827861,101723.666617343,0.353001515545685,P20 Male
no soap and water,Not P20,Female,2007,ARM,253122.976674347,2355957.88884552,0.10743951658592,Not P20 Female
no soap and water,P20,Female,2007,ARM,63402.9042600606,140073.609109309,0.452639898859055,P20 Female
no soap and water,Not P20,Male,2008,ARM,356749.863265857,2718623.13760629,0.131224463711425,Not P20 Male
no soap and water,P20,Male,2008,ARM,20030.2441307776,68726.1857518504,0.291449960617643,P20 Male
no soap and water,Not P20,Female,2008,ARM,265885.574431441,2342095.53112132,0.11352464957061,Not P20 Female
no soap and water,P20,Female,2008,ARM,41737.0716431651,101005.088017555,0.41321751668501,P20 Female
no soap and water,Not P20,Male,2009,ARM,344015.074822517,2664616.01507487,0.129104934022867,Not P20 Male
no soap and water,P20,Male,2009,ARM,35519.6729388079,117830.532821218,0.301447104484379,P20 Male
no soap and water,Not P20,Female,2009,ARM,250093.553993904,2247923.33055736,0.111255375392138,Not P20 Female
no soap and water,P20,Female,2009,ARM,63014.6956570522,143486.32585568,0.439168647473996,P20 Female
no soap and water,Not P20,Male,2010,ARM,294869.866680566,2562024.35862557,0.11509253051706,Not P20 Male
no soap and water,P20,Male,2010,ARM,83509.1151041164,211692.824532098,0.394482502128711,P20 Male
no soap and water,Not P20,Female,2010,ARM,235834.895026055,2192136.65553701,0.107582204982692,Not P20 Female
no soap and water,P20,Female,2010,ARM,97014.2935184809,187647.125211896,0.517003889129289,P20 Female
no soap and water,Not P20,Male,2011,ARM,203876.039210269,1671332.28660138,0.121984144532292,Not P20 Male
no soap and water,P20,Male,2011,ARM,54671.2163963597,117378.177086347,0.465769853932403,P20 Male
no soap and water,Not P20,Female,2011,ARM,178374.684172352,1506604.99911972,0.118395122992803,Not P20 Female
no soap and water,P20,Female,2011,ARM,48326.3669071164,86645.1968631794,0.557750096447102,P20 Female
no soap and water,Not P20,Male,2012,ARM,196894.642237888,1679999.00484967,0.117199261231412,Not P20 Male
no soap and water,P20,Male,2012,ARM,61751.1247332237,128551.419692436,0.480361281742088,P20 Male
no soap and water,Not P20,Female,2012,ARM,166093.380562231,1502461.52605562,0.110547509990671,Not P20 Female
no soap and water,P20,Female,2012,ARM,58319.5349237994,105963.712858504,0.550372701659432,P20 Female
no soap and water,Not P20,Male,2013,ARM,180227.200596723,1658527.93672832,0.108666967016695,Not P20 Male
no soap and water,P20,Male,2013,ARM,81411.8859675119,177494.871566372,0.458671764705432,P20 Male
no soap and water,Not P20,Female,2013,ARM,150834.007138053,1499072.52066679,0.100618218971129,Not P20 Female
no soap and water,P20,Female,2013,ARM,71710.3517915796,140323.683105904,0.511035273621339,P20 Female
no soap and water,Not P20,Male,2014,ARM,179129.501959175,1676180.3778258,0.106867676253033,Not P20 Male
no soap and water,P20,Male,2014,ARM,83762.5019397362,187039.71923851,0.447832697144522,P20 Male
no soap and water,Not P20,Female,2014,ARM,147521.542662404,1522445.08664268,0.0968977757928336,Not P20 Female
no soap and water,P20,Female,2014,ARM,73238.4278701573,148402.361850266,0.493512548971781,P20 Female
no soap and water,Not P20,Male,2015,ARM,176438.553779025,1682398.39799182,0.104873229782927,Not P20 Male
no soap and water,P20,Male,2015,ARM,87554.8949547839,192943.97570212,0.453784030499906,P20 Male
no soap and water,Not P20,Female,2015,ARM,145251.893746742,1540833.7555962,0.0942683746505406,Not P20 Female
no soap and water,P20,Female,2015,ARM,73569.1119569723,148212.821882519,0.496374814422512,P20 Female
no soap and water,Not P20,Male,2016,ARM,582346.460442882,2434661.35372138,0.239189922472284,Not P20 Male
no soap and water,P20,Male,2016,ARM,298020.874780768,500038.988996566,0.595995275046072,P20 Male
no soap and water,Not P20,Female,2016,ARM,485195.054620813,2436445.94369639,0.199140496375927,Not P20 Female
no soap and water,P20,Female,2016,ARM,233732.92486951,377328.429002264,0.619441597569388,P20 Female
no soap and water,Not P20,Male,2017,ARM,580091.889260395,2428743.76324576,0.23884441744697,Not P20 Male
no soap and water,P20,Male,2017,ARM,296839.622283691,525498.141088374,0.564872830318484,P20 Male
no soap and water,Not P20,Female,2017,ARM,477640.985143564,2419309.98120794,0.197428601069583,Not P20 Female
no soap and water,P20,Female,2017,ARM,238484.883129912,391891.917742085,0.608547592672899,P20 Female
no soap and water,Not P20,Male,2018,ARM,551530.173710287,2395146.55726949,0.230269906464112,Not P20 Male
no soap and water,P20,Male,2018,ARM,322412.380222281,575218.421093544,0.560504268290548,P20 Male
no soap and water,Not P20,Female,2018,ARM,457941.372213725,2393082.64127148,0.19136045045666,Not P20 Female
no soap and water,P20,Female,2018,ARM,255746.726182384,415643.460635671,0.615303139357114,P20 Female
no soap and water,Not P20,Male,2000,BDI,1715366.63271433,2051106.69522128,0.836312726544571,Not P20 Male
no soap and water,P20,Male,2000,BDI,3590148.2597666,3777519.95227319,0.950398225588766,P20 Male
no soap and water,Not P20,Female,2000,BDI,1678957.36779984,2022265.40981066,0.830235912484424,Not P20 Female
no soap and water,P20,Female,2000,BDI,4140585.37844006,4336169.56316637,0.954894710209742,P20 Female
no soap and water,Not P20,Male,2001,BDI,1761468.43440782,2105809.25851107,0.836480525141804,Not P20 Male
no soap and water,P20,Male,2001,BDI,3671342.69264595,3863038.14630255,0.9503770228518,P20 Male
no soap and water,Not P20,Female,2001,BDI,1714280.38124147,2068152.58584272,0.828894537557994,Not P20 Female
no soap and water,P20,Female,2001,BDI,4231756.0848666,4429828.10582691,0.955286747876341,P20 Female
no soap and water,Not P20,Male,2002,BDI,1823338.24309081,2176446.42444374,0.837759304622821,Not P20 Male
no soap and water,P20,Male,2002,BDI,3762470.47428017,3958988.00295638,0.950361676133028,P20 Male
no soap and water,Not P20,Female,2002,BDI,1765803.53729449,2129637.38658915,0.829156901740262,Not P20 Female
no soap and water,P20,Female,2002,BDI,4340002.95475498,4543332.1012934,0.95524669075357,P20 Female
no soap and water,Not P20,Male,2003,BDI,1781988.0535938,2145981.790791,0.830383585378403,Not P20 Male
no soap and water,P20,Male,2003,BDI,3969401.05887301,4173915.78999818,0.951001711243134,P20 Male
no soap and water,Not P20,Female,2003,BDI,1712270.76500183,2083674.07966241,0.821755562309078,Not P20 Female
no soap and water,P20,Female,2003,BDI,4581751.3678113,4796432.81550587,0.955241435468344,P20 Female
no soap and water,Not P20,Male,2004,BDI,1749276.23338995,2115270.56803863,0.826975168009805,Not P20 Male
no soap and water,P20,Male,2004,BDI,4184367.31462805,4405328.07982898,0.949842381498744,P20 Male
no soap and water,Not P20,Female,2004,BDI,1666821.82594065,2042903.69091106,0.815908176854537,Not P20 Female
no soap and water,P20,Female,2004,BDI,4831813.23274316,5062133.74206653,0.954501299045223,P20 Female
no soap and water,Not P20,Male,2005,BDI,1680436.15013952,2050445.51042545,0.819546845597882,Not P20 Male
no soap and water,P20,Male,2005,BDI,4433617.36711998,4669325.41454461,0.949519892811407,P20 Male
no soap and water,Not P20,Female,2005,BDI,1602323.48583893,1983508.33473681,0.807822915476448,Not P20 Female
no soap and water,P20,Female,2005,BDI,5120902.90614074,5367058.8400141,0.954135786245133,P20 Female
no soap and water,Not P20,Male,2006,BDI,1724850.02918489,2108422.87183335,0.818075943031806,Not P20 Male
