educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Male,2009,ARM,2707924.4436801,2919984.46275654,0.927376319367039,Not P20 Male
Completed secondary education,P20,Male,2009,ARM,113249.681198672,142399.103913942,0.795297709647906,P20 Male
Completed secondary education,Not P20,Female,2009,ARM,2404744.98036746,2550965.22697175,0.942680423449806,Not P20 Female
Completed secondary education,P20,Female,2009,ARM,106695.199339678,162835.206357762,0.655234219467625,P20 Female
Completed secondary education,Not P20,Male,2010,ARM,2585049.8916964,2784454.94828846,0.928386323249861,Not P20 Male
Completed secondary education,P20,Male,2010,ARM,227374.259854049,268646.08901067,0.846371003171455,P20 Male
Completed secondary education,Not P20,Female,2010,ARM,2325118.10553385,2470973.72095883,0.940972413349509,Not P20 Female
Completed secondary education,P20,Female,2010,ARM,174541.994409511,230563.241742045,0.757024376872654,P20 Female
Completed secondary education,Not P20,Male,2011,ARM,1652960.04011292,1713379.97231172,0.96473640805006,Not P20 Male
Completed secondary education,P20,Male,2011,ARM,113557.406322846,131202.878731686,0.865510020973501,P20 Male
Completed secondary education,Not P20,Female,2011,ARM,1503492.67089034,1562101.32945576,0.962480885548031,Not P20 Female
Completed secondary education,P20,Female,2011,ARM,75960.7958557022,95739.8849880182,0.793408054179392,P20 Female
Completed secondary education,Not P20,Male,2012,ARM,1658575.46874186,1719867.62723366,0.964362281421396,Not P20 Male
Completed secondary education,P20,Male,2012,ARM,127011.919562415,144704.570672979,0.877732603550253,P20 Male
Completed secondary education,Not P20,Female,2012,ARM,1495211.86393309,1554055.92411554,0.962135172055703,Not P20 Female
Completed secondary education,P20,Female,2012,ARM,99301.0577880301,119133.030273362,0.833530865119227,P20 Female
Completed secondary education,Not P20,Male,2013,ARM,1636376.98259416,1697038.82264648,0.964254300347875,Not P20 Male
Completed secondary education,P20,Male,2013,ARM,175862.490266629,195265.159630133,0.900634248320305,P20 Male
Completed secondary education,Not P20,Female,2013,ARM,1497926.54472917,1550905.81903112,0.965839786238569,Not P20 Female
Completed secondary education,P20,Female,2013,ARM,127413.858856504,153553.979116453,0.829765920685621,P20 Female
Completed secondary education,Not P20,Male,2014,ARM,1653198.51427759,1714888.21845466,0.964026982334359,Not P20 Male
Completed secondary education,P20,Male,2014,ARM,185398.989515225,204900.88918829,0.904822766995689,P20 Male
Completed secondary education,Not P20,Female,2014,ARM,1521213.78148455,1574543.47400822,0.966130060297472,Not P20 Female
Completed secondary education,P20,Female,2014,ARM,135426.513393958,161700.32104386,0.837515426807494,P20 Female
Completed secondary education,Not P20,Male,2015,ARM,1658591.90352675,1721281.0111725,0.963579969081837,Not P20 Male
Completed secondary education,P20,Male,2015,ARM,191295.837802198,210885.79190341,0.907106335024293,P20 Male
Completed secondary education,Not P20,Female,2015,ARM,1539517.06366941,1593167.37613306,0.966324748254719,Not P20 Female
Completed secondary education,P20,Female,2015,ARM,135178.385240716,161570.823646938,0.836650963271102,P20 Female
Completed secondary education,Not P20,Male,2016,ARM,2371305.76801652,2473684.75516377,0.958612758988978,Not P20 Male
Completed secondary education,P20,Male,2016,ARM,473195.550523198,518045.769893085,0.913424214661296,P20 Male
Completed secondary education,Not P20,Female,2016,ARM,2374370.68800921,2488012.77118734,0.954324156011508,Not P20 Female
Completed secondary education,P20,Female,2016,ARM,324076.432465812,392548.703755805,0.825569997722911,P20 Female
Completed secondary education,Not P20,Male,2017,ARM,2365603.22906858,2467882.30192136,0.958555935680907,Not P20 Male
Completed secondary education,P20,Male,2017,ARM,482076.273154376,543558.050386173,0.886890135859239,P20 Male
Completed secondary education,Not P20,Female,2017,ARM,2362209.10625956,2471020.5482882,0.955964978881289,Not P20 Female
Completed secondary education,P20,Female,2017,ARM,334313.769009306,407157.099404271,0.821092815275615,P20 Female
Completed secondary education,Not P20,Male,2018,ARM,2332194.01603912,2434377.69217084,0.958024723747531,Not P20 Male
Completed secondary education,P20,Male,2018,ARM,531983.592182873,593321.057572658,0.89662011046646,P20 Male
Completed secondary education,Not P20,Female,2018,ARM,2334952.09878267,2443518.75013259,0.955569544394113,Not P20 Female
Completed secondary education,P20,Female,2018,ARM,359653.293164963,432334.50012392,0.831886636532305,P20 Female
Completed secondary education,Not P20,Male,2000,AZE,2572034.07423359,4380438.79845176,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2000,AZE,1933828.81862479,3659532.9354022,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2001,AZE,2592038.71268587,4414508.75705116,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2001,AZE,1948869.65604321,3687995.86830434,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2002,AZE,2611452.15974619,4447571.85585169,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2002,AZE,1963465.99587019,3715617.64424372,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2003,AZE,2631312.99488691,4481396.90260811,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2003,AZE,1978398.71225286,3743875.97139816,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2004,AZE,2654449.34990201,4520800.49689879,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2004,AZE,1995794.18556107,3776794.76280575,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2005,AZE,2681724.04466083,4567252.10978151,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2005,AZE,2016301.14200935,3815601.65295268,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2006,AZE,2711347.52684176,4617703.94943268,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2006,AZE,2038574.07537496,3857750.43697869,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2007,AZE,2742265.23882671,4670359.99567057,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2007,AZE,2061820.09806238,3901740.672734,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2008,AZE,2800457.64557049,4769467.65479117,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2008,AZE,2105573.07719808,3984537.79863624,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2009,AZE,2859207.05047436,4869523.93911686,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2009,AZE,2149744.8451456,4068127.43080123,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2010,AZE,2893428.72343309,4927806.97100904,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2010,AZE,2175475.00869674,4116818.59727978,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2011,AZE,2931376.81953865,4992436.4851253,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2011,AZE,2204006.94868776,4170811.78070038,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2012,AZE,2970587.82828261,5059216.86947135,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2012,AZE,2233488.43164168,4226601.85726521,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2013,AZE,3009260.37351551,5125080.19502763,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2013,AZE,2262565.06138393,4281625.79897477,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2014,AZE,3047057.6359254,5189452.82383305,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2014,AZE,2290983.59442189,4335404.3737,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2015,AZE,3083571.53367035,5251639.75050212,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2015,AZE,2318437.20728297,4387356.95579688,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2016,AZE,3118234.84257702,5310674.93387648,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2016,AZE,2344499.42254836,4436676.48926059,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2017,AZE,3148983.50578016,5363043.07263673,0.587163567983795,Not P20 Male
Completed secondary education,Not P20,Female,2017,AZE,2367618.34295153,4480426.19959249,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2018,AZE,3176391.45827436,5409721.63716061,0.587163567983796,Not P20 Male
Completed secondary education,Not P20,Female,2018,AZE,2388225.49155961,4519422.69106562,0.528435965124673,Not P20 Female
Completed secondary education,Not P20,Male,2000,BDI,131166.90763807,1295243.30024937,0.101268161443349,Not P20 Male
Completed secondary education,P20,Male,2000,BDI,3484.74254008136,2887039.86511206,0.00120702958840026,P20 Male
Completed secondary education,Not P20,Female,2000,BDI,150969.56722977,1296337.24844776,0.116458558458104,Not P20 Female
Completed secondary education,P20,Female,2000,BDI,2662.22642936634,2917707.00203346,0.000912437893013567,P20 Female
Completed secondary education,Not P20,Male,2001,BDI,134253.417293783,1326432.39038791,0.101213916567976,Not P20 Male
Completed secondary education,P20,Male,2001,BDI,3578.27447899255,2949954.9635644,0.00121299291792203,P20 Male
Completed secondary education,Not P20,Female,2001,BDI,155002.097651734,1316370.59329528,0.117749590002399,Not P20 Female
Completed secondary education,P20,Female,2001,BDI,2556.05616207277,2977732.33140593,0.000858390169967337,P20 Female
Completed secondary education,Not P20,Male,2002,BDI,137015.266289792,1371043.49351052,0.0999350253571954,Not P20 Male
Completed secondary education,P20,Male,2002,BDI,3673.95937444012,3026179.27461885,0.00121405873249293,P20 Male
Completed secondary education,Not P20,Female,2002,BDI,159179.652030516,1353365.67112265,0.117617622071404,Not P20 Female
Completed secondary education,P20,Female,2002,BDI,2624.40641526378,3056378.89555683,0.000858665271861082,P20 Female
Completed secondary education,Not P20,Male,2003,BDI,141629.934935075,1345552.5881776,0.105257822086981,Not P20 Male
Completed secondary education,P20,Male,2003,BDI,3815.57240907047,3176110.50380566,0.00120133490459435,P20 Male
Completed secondary education,Not P20,Female,2003,BDI,163673.346658086,1317822.87062558,0.124199807353768,Not P20 Female
Completed secondary education,P20,Female,2003,BDI,3461.59628641687,3219976.07263754,0.00107503789106775,P20 Female
Completed secondary education,Not P20,Male,2004,BDI,146698.787099039,1309222.84194456,0.112050280822438,Not P20 Male
Completed secondary education,P20,Male,2004,BDI,4126.95677746322,3342441.03149741,0.00123471341411051,P20 Male
Completed secondary education,Not P20,Female,2004,BDI,169509.966597573,1280424.7513106,0.13238573092567,Not P20 Female
Completed secondary education,P20,Female,2004,BDI,3911.88527190269,3392232.47196049,0.00115318902941869,P20 Female
Completed secondary education,Not P20,Male,2005,BDI,151908.349833935,1248970.51574871,0.121626850208607,Not P20 Male
Completed secondary education,P20,Male,2005,BDI,4969.14115667873,3522088.4209546,0.0014108507688549,P20 Male
Completed secondary education,Not P20,Female,2005,BDI,175896.478213124,1227364.5241115,0.143312336928149,Not P20 Female
Completed secondary education,P20,Female,2005,BDI,4651.1040284943,3583261.58711986,0.00129800850856461,P20 Female
Completed secondary education,Not P20,Male,2006,BDI,157516.478067113,1272606.73236075,0.123774669787352,Not P20 Male
Completed secondary education,P20,Male,2006,BDI,5166.5848448721,3637621.57849037,0.00142031949541499,P20 Male
Completed secondary education,Not P20,Female,2006,BDI,182490.503612845,1248640.84868792,0.146151316292918,Not P20 Female
Completed secondary education,P20,Female,2006,BDI,4831.98285813292,3704173.12194186,0.00130447003934844,P20 Female
Completed secondary education,Not P20,Male,2007,BDI,161830.154620113,1314470.60340318,0.12311432009292,Not P20 Male
Completed secondary education,P20,Male,2007,BDI,5285.79731651278,3787483.31902461,0.00139559619707422,P20 Male
Completed secondary education,Not P20,Female,2007,BDI,187328.423477668,1290214.13597638,0.145191730778787,Not P20 Female
Completed secondary education,P20,Female,2007,BDI,4949.71102792096,3843787.23124218,0.00128771722526415,P20 Female
Completed secondary education,Not P20,Male,2008,BDI,166339.158394804,1361660.10904639,0.122159088960384,Not P20 Male
Completed secondary education,P20,Male,2008,BDI,5411.37352215968,3935860.72191718,0.00137488948529758,P20 Male
Completed secondary education,Not P20,Female,2008,BDI,192392.330821317,1331702.5537633,0.144470948319224,Not P20 Female
Completed secondary education,P20,Female,2008,BDI,5073.40285143093,3992308.72800446,0.00127079421885463,P20 Female
Completed secondary education,Not P20,Male,2009,BDI,171342.774118141,1351300.52521488,0.126798421906107,Not P20 Male
Completed secondary education,P20,Male,2009,BDI,5561.02064913514,4127499.86002915,0.00134730971234869,P20 Male
Completed secondary education,Not P20,Female,2009,BDI,198085.521253822,1338286.36889584,0.148014300868396,Not P20 Female
Completed secondary education,P20,Female,2009,BDI,5217.40990066477,4179968.33367782,0.00124819364267148,P20 Female
Completed secondary education,Not P20,Male,2010,BDI,176178.429964434,1367394.32088704,0.128842446742169,Not P20 Male
Completed secondary education,P20,Male,2010,BDI,6028.49468689986,4305630.87832908,0.00140014201339047,P20 Male
Completed secondary education,Not P20,Female,2010,BDI,203010.33760629,1345072.80910732,0.150928883724162,Not P20 Female
Completed secondary education,P20,Female,2010,BDI,6304.37928941181,4356872.78381649,0.00144699641284669,P20 Female
Completed secondary education,Not P20,Male,2011,BDI,180737.583888553,1306931.78933789,0.138291520156623,Not P20 Male
Completed secondary education,P20,Male,2011,BDI,6154.64414406777,4557552.63830214,0.00135042744045204,P20 Male
Completed secondary education,Not P20,Female,2011,BDI,207233.085552178,1258535.32497667,0.164662112726967,Not P20 Female
Completed secondary education,P20,Female,2011,BDI,7275.38681211493,4631992.94361407,0.00157068175635829,P20 Female
