educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Female,2014,IND,184051078.000613,521532950.646544,0.352904026049446,Not P20 Female
Completed secondary education,P20,Female,2014,IND,24776631.9020959,354014460.752717,0.0699876266337116,P20 Female
Completed secondary education,Not P20,Male,2015,IND,204156302.648707,553244637.683491,0.369016324321799,Not P20 Male
Completed secondary education,P20,Male,2015,IND,25252998.3831401,344581451.756452,0.0732860061225488,P20 Male
Completed secondary education,Not P20,Female,2015,IND,183118928.104907,513454203.012804,0.356641209732859,Not P20 Female
Completed secondary education,P20,Female,2015,IND,23634623.6563898,326326121.373782,0.072426392214303,P20 Female
Completed secondary education,Not P20,Male,2016,IND,340831958.377876,920659421.948323,0.370204171328197,Not P20 Male
Completed secondary education,P20,Male,2016,IND,37777669.5774413,426335731.543398,0.0886101416850064,P20 Male
Completed secondary education,Not P20,Female,2016,IND,310073425.976827,894353056.441069,0.346701365577832,Not P20 Female
Completed secondary education,P20,Female,2016,IND,35973697.8997581,400993590.24046,0.0897114038111834,P20 Female
Completed secondary education,Not P20,Male,2017,IND,344552132.770123,934166670.006448,0.368833682288991,Not P20 Male
Completed secondary education,P20,Male,2017,IND,37647085.8411416,428508868.509734,0.087856024945459,P20 Male
Completed secondary education,Not P20,Female,2017,IND,313054427.838136,909944469.395411,0.344036848804782,Not P20 Female
Completed secondary education,P20,Female,2017,IND,34422025.1287722,397942283.133727,0.0865000443222687,P20 Female
Completed secondary education,Not P20,Male,2018,IND,348881115.351323,949344197.11172,0.367496969395039,Not P20 Male
Completed secondary education,P20,Male,2018,IND,37024262.7101498,430042119.202646,0.0860945034379369,P20 Male
Completed secondary education,Not P20,Female,2018,IND,315010569.746179,921675447.126566,0.341780363932078,Not P20 Female
Completed secondary education,P20,Female,2018,IND,33583401.7839102,397344062.759193,0.0845197020202191,P20 Female
Completed secondary education,Not P20,Male,2000,JOR,3078942.96289899,5032987.17112699,0.611752595071597,Not P20 Male
Completed secondary education,P20,Male,2000,JOR,50096.5347567913,165795.912804385,0.302157839173622,P20 Male
Completed secondary education,Not P20,Female,2000,JOR,3023561.63231695,4741356.44650032,0.637699710290437,Not P20 Female
Completed secondary education,P20,Female,2000,JOR,38601.8267567896,197194.686554814,0.195754903091973,P20 Female
Completed secondary education,Not P20,Male,2001,JOR,3107469.94506131,5101784.1881074,0.609094746168414,Not P20 Male
Completed secondary education,P20,Male,2001,JOR,46312.6134640469,156543.099707438,0.295845767399521,P20 Male
Completed secondary education,Not P20,Female,2001,JOR,3098931.8690638,4876649.74781091,0.63546328510775,Not P20 Female
Completed secondary education,P20,Female,2001,JOR,33273.6922398933,189669.77567628,0.175429596630532,P20 Female
Completed secondary education,Not P20,Male,2002,JOR,3125291.18003859,5205958.77412786,0.600329606060348,Not P20 Male
Completed secondary education,P20,Male,2002,JOR,47501.7784839416,149630.520776503,0.317460490262499,P20 Male
Completed secondary education,Not P20,Female,2002,JOR,3148434.72935212,4986543.25384066,0.631386226706684,Not P20 Female
Completed secondary education,P20,Female,2002,JOR,34125.4852463445,180016.70561324,0.189568435496548,P20 Female
Completed secondary education,Not P20,Male,2003,JOR,3204362.61124845,5341157.88034633,0.599937819295592,Not P20 Male
Completed secondary education,P20,Male,2003,JOR,36989.323928076,108534.869735796,0.340805899690288,P20 Male
Completed secondary education,Not P20,Female,2003,JOR,3265518.97829599,5129277.18164689,0.6366431102574,Not P20 Female
Completed secondary education,P20,Female,2003,JOR,26125.3268643479,170514.589795907,0.153214612870476,P20 Female
Completed secondary education,Not P20,Male,2004,JOR,3338664.86736028,5518782.8529249,0.604963985055296,Not P20 Male
Completed secondary education,P20,Male,2004,JOR,29698.8573857081,120221.208876488,0.247035091921425,P20 Male
Completed secondary education,Not P20,Female,2004,JOR,3398412.25711256,5229610.90858526,0.649840364133689,Not P20 Female
Completed secondary education,P20,Female,2004,JOR,25741.1714595535,165047.136560268,0.155962544979712,P20 Female
Completed secondary education,Not P20,Male,2005,JOR,3470800.36870831,5705328.28223472,0.6083436740206,Not P20 Male
Completed secondary education,P20,Male,2005,JOR,26749.5834229779,107537.480439771,0.248746607355745,P20 Male
Completed secondary education,Not P20,Female,2005,JOR,3549956.08494873,5437449.12740331,0.652871595075324,Not P20 Female
Completed secondary education,P20,Female,2005,JOR,21617.0310382775,146959.107624301,0.147095551869715,P20 Female
Completed secondary education,Not P20,Male,2006,JOR,3688046.57689048,6008991.03513103,0.613754714448506,Not P20 Male
Completed secondary education,P20,Male,2006,JOR,13483.0753003362,85180.8839415848,0.158287572004801,P20 Male
Completed secondary education,Not P20,Female,2006,JOR,3677850.74722627,5644512.13750464,0.651579916497833,Not P20 Female
Completed secondary education,P20,Female,2006,JOR,13933.8765214487,102782.050523526,0.135567216751132,P20 Female
Completed secondary education,Not P20,Male,2007,JOR,3896804.65710496,6309084.0911818,0.617649820605739,Not P20 Male
Completed secondary education,P20,Male,2007,JOR,13210.3358860558,69330.5043467139,0.190541465268915,P20 Male
Completed secondary education,Not P20,Female,2007,JOR,3851091.61006548,5898065.02450737,0.652941531513065,Not P20 Female
Completed secondary education,P20,Female,2007,JOR,14682.0258487312,84779.9511954737,0.17317804081863,P20 Female
Completed secondary education,Not P20,Male,2008,JOR,4048901.71864806,6602646.71797871,0.613224043567724,Not P20 Male
Completed secondary education,P20,Male,2008,JOR,5768.83831875174,53564.9353491892,0.107698035685934,P20 Male
Completed secondary education,Not P20,Female,2008,JOR,4071940.23254993,6230605.39894813,0.653538456028264,Not P20 Female
Completed secondary education,P20,Female,2008,JOR,11081.8806972975,66340.9503645292,0.1670443464618,P20 Female
Completed secondary education,Not P20,Male,2009,JOR,4253437.23093225,6916287.82083045,0.614988465072515,Not P20 Male
Completed secondary education,P20,Male,2009,JOR,14608.0649900721,88584.6608786424,0.164905129682492,P20 Male
Completed secondary education,Not P20,Female,2009,JOR,4239114.65094631,6506972.2038765,0.65147268470286,Not P20 Female
Completed secondary education,P20,Female,2009,JOR,16234.3089767184,109556.415011918,0.14818218517786,P20 Female
Completed secondary education,Not P20,Male,2010,JOR,4462633.27172246,7236997.15629385,0.616641567675816,Not P20 Male
Completed secondary education,P20,Male,2010,JOR,31730.772979252,140915.402186064,0.225176045251284,P20 Male
Completed secondary education,Not P20,Female,2010,JOR,4439754.53483058,6805119.10410651,0.652413935290483,Not P20 Female
Completed secondary education,P20,Female,2010,JOR,22502.0292664731,167939.755711225,0.133988698335168,P20 Female
Completed secondary education,Not P20,Male,2011,JOR,4657890.31916595,7583752.89751468,0.614193313272696,Not P20 Male
Completed secondary education,P20,Male,2011,JOR,47177.4275466453,175613.04324971,0.268644211578077,P20 Male
Completed secondary education,Not P20,Female,2011,JOR,4680140.71883802,7138329.86654638,0.655635254511198,Not P20 Female
Completed secondary education,P20,Female,2011,JOR,39340.2120223652,249637.706666315,0.157589222188098,P20 Female
Completed secondary education,Not P20,Male,2012,JOR,4907694.63123371,8012861.97016584,0.612477121096863,Not P20 Male
Completed secondary education,P20,Male,2012,JOR,44635.2433566785,178077.925151481,0.250650064114965,P20 Male
Completed secondary education,Not P20,Female,2012,JOR,4932233.74310286,7539104.71082869,0.654220087435384,Not P20 Female
Completed secondary education,P20,Female,2012,JOR,38691.1659617334,260830.469727105,0.148338367071203,P20 Female
Completed secondary education,Not P20,Male,2013,JOR,2857236.11781419,4758131.07436726,0.600495462011656,Not P20 Male
Completed secondary education,P20,Male,2013,JOR,10024.2804698164,64409.9809254862,0.155632408607808,P20 Male
Completed secondary education,Not P20,Female,2013,JOR,2721478.16930343,4440124.58419205,0.612928335162615,Not P20 Female
Completed secondary education,P20,Female,2013,JOR,8065.69078728782,52425.2037446653,0.153851396106564,P20 Female
Completed secondary education,Not P20,Male,2014,JOR,2989583.58118894,4917240.54306411,0.607979934072135,Not P20 Male
Completed secondary education,P20,Male,2014,JOR,20904.8923562437,104600.694962895,0.199854239626796,P20 Male
Completed secondary education,Not P20,Female,2014,JOR,2854052.63144964,4628771.99316232,0.616589591292395,Not P20 Female
Completed secondary education,P20,Female,2014,JOR,18858.7869747592,90499.9089644272,0.208384596079229,P20 Female
Completed secondary education,Not P20,Male,2015,JOR,3106227.75229217,5027778.99613339,0.617813104888066,Not P20 Male
Completed secondary education,P20,Male,2015,JOR,36700.1081181513,160176.68075317,0.229122665956012,P20 Male
Completed secondary education,Not P20,Female,2015,JOR,2972742.41622644,4787700.79172273,0.62091232212462,Not P20 Female
Completed secondary education,P20,Female,2015,JOR,34685.7150779253,146707.353586444,0.236427924231403,P20 Female
Completed secondary education,Not P20,Male,2016,JOR,3213024.48938526,5138647.17793337,0.625266607752869,Not P20 Male
Completed secondary education,P20,Male,2016,JOR,40087.4046387806,181956.403091971,0.220313239641906,P20 Male
Completed secondary education,Not P20,Female,2016,JOR,3084582.52472838,4938064.75812296,0.624654125820108,Not P20 Female
Completed secondary education,P20,Female,2016,JOR,37424.5267543726,157532.625174119,0.237566832349855,P20 Female
Completed secondary education,Not P20,Male,2017,JOR,3295326.96648796,5213439.94562055,0.632083039386718,Not P20 Male
Completed secondary education,P20,Male,2017,JOR,49314.6609417088,207167.739367017,0.238042183075345,P20 Male
Completed secondary education,Not P20,Female,2017,JOR,3177806.09996637,5053244.83347589,0.62886446326815,Not P20 Female
Completed secondary education,P20,Female,2017,JOR,42969.2893558386,180802.27077324,0.237659013750607,P20 Female
Completed secondary education,Not P20,Male,2018,JOR,5988693.53264083,8977144.18338706,0.667104527932547,Not P20 Male
Completed secondary education,P20,Male,2018,JOR,188247.229169012,747881.62147955,0.25170725387876,P20 Male
Completed secondary education,Not P20,Female,2018,JOR,5584339.17219075,9397295.48279251,0.594249609626121,Not P20 Female
Completed secondary education,P20,Female,2018,JOR,180291.855133245,741149.603874538,0.24325973351497,P20 Female
Completed secondary education,Not P20,Male,2000,KEN,4599600.65577694,10738769.2963,0.428317298646293,Not P20 Male
Completed secondary education,P20,Male,2000,KEN,468412.412324596,5487553.53594231,0.0853590601452165,P20 Male
Completed secondary education,Not P20,Female,2000,KEN,4313287.49506827,10305691.7947128,0.418534493461289,Not P20 Female
Completed secondary education,P20,Female,2000,KEN,407066.524266315,5359198.87037008,0.075956599878557,P20 Female
Completed secondary education,Not P20,Male,2001,KEN,4621302.99654738,10448264.8028607,0.442303395228083,Not P20 Male
Completed secondary education,P20,Male,2001,KEN,586236.488124486,6224781.55761109,0.0941778410533442,P20 Male
Completed secondary education,Not P20,Female,2001,KEN,4352374.65580733,10099349.0751849,0.430955957993526,Not P20 Female
Completed secondary education,P20,Female,2001,KEN,497934.450937412,5996808.44558571,0.0830332426749339,P20 Female
Completed secondary education,Not P20,Male,2002,KEN,4629911.16991399,10133298.5941375,0.456900694961518,Not P20 Male
Completed secondary education,P20,Male,2002,KEN,721058.922766954,6998971.39466883,0.103023556192299,P20 Male
Completed secondary education,Not P20,Female,2002,KEN,4340053.00541045,9808057.80418284,0.442498718100902,Not P20 Female
Completed secondary education,P20,Female,2002,KEN,643847.557771675,6731434.16784057,0.0956479023218643,P20 Female
Completed secondary education,Not P20,Male,2003,KEN,4688056.16125537,9986890.74622903,0.469420992016513,Not P20 Male
Completed secondary education,P20,Male,2003,KEN,809916.677051828,7616039.83001162,0.106343545350208,P20 Male
Completed secondary education,Not P20,Female,2003,KEN,4374954.85332004,9616597.67088149,0.454937910792209,Not P20 Female
Completed secondary education,P20,Female,2003,KEN,745864.259961643,7377269.99172488,0.101103017891209,P20 Female
Completed secondary education,Not P20,Male,2004,KEN,4709687.64308863,9722228.54719011,0.484424699566419,Not P20 Male
Completed secondary education,P20,Male,2004,KEN,939770.560355023,8365714.67720951,0.11233595653402,P20 Male
Completed secondary education,Not P20,Female,2004,KEN,4417921.84310667,9412387.08965841,0.469373156992315,Not P20 Female
Completed secondary education,P20,Female,2004,KEN,843990.937966223,8049711.74171872,0.104847349202845,P20 Female
Completed secondary education,Not P20,Male,2005,KEN,4738864.70618265,9500325.84418331,0.49881075490522,Not P20 Male
Completed secondary education,P20,Male,2005,KEN,1067673.28560458,9090541.76534184,0.117448807030967,P20 Male
Completed secondary education,Not P20,Female,2005,KEN,4463733.52931075,9211175.4574372,0.484599772302316,Not P20 Female
Completed secondary education,P20,Female,2005,KEN,944483.572666656,8736446.53203594,0.108108436216407,P20 Female
Completed secondary education,Not P20,Male,2006,KEN,4837605.13864557,9636276.3460964,0.502020175106876,Not P20 Male
Completed secondary education,P20,Male,2006,KEN,1131257.74969554,9474308.97918834,0.119402665902126,P20 Male
Completed secondary education,Not P20,Female,2006,KEN,4561619.20106606,9341652.06742867,0.488309687423593,Not P20 Female
Completed secondary education,P20,Female,2006,KEN,997787.522482943,9107705.36008859,0.109554216241492,P20 Female
Completed secondary education,Not P20,Male,2007,KEN,4954438.75005318,9772229.66069165,0.506991640810714,Not P20 Male
Completed secondary education,P20,Male,2007,KEN,1182028.38973064,9874976.35901933,0.119699364004151,P20 Male
Completed secondary education,Not P20,Female,2007,KEN,4657204.19802046,9482036.40603281,0.491160758996599,Not P20 Female
Completed secondary education,P20,Female,2007,KEN,1058309.34516853,9485374.59367795,0.111572751789254,P20 Female
Completed secondary education,Not P20,Male,2008,KEN,5050452.06112562,9861243.51166549,0.512151642452711,Not P20 Male
Completed secondary education,P20,Male,2008,KEN,1258198.09186391,10337243.0830876,0.121715053206246,P20 Male
Completed secondary education,Not P20,Female,2008,KEN,4763130.63722858,9658878.84571207,0.493134939708154,Not P20 Female
Completed secondary education,P20,Female,2008,KEN,1112754.39031239,9840738.37367647,0.113076310746047,P20 Female
Completed secondary education,Not P20,Male,2009,KEN,5137068.19784593,9926861.73415596,0.517491664074508,Not P20 Male
Completed secondary education,P20,Male,2009,KEN,1347815.89169728,10835875.3291912,0.124384588300527,P20 Male
Completed secondary education,Not P20,Female,2009,KEN,4857488.84660404,9744122.57583732,0.498504489121395,Not P20 Female
Completed secondary education,P20,Female,2009,KEN,1182540.70060881,10300221.9973473,0.114807302300219,P20 Female
Completed secondary education,Not P20,Male,2010,KEN,5210254.68522482,9894496.65799749,0.52658107484563,Not P20 Male
Completed secondary education,P20,Male,2010,KEN,1399812.35116259,11269040.2614847,0.124217530391374,P20 Male
Completed secondary education,Not P20,Female,2010,KEN,4925542.64642628,9693990.23253837,0.508102703662053,Not P20 Female
Completed secondary education,P20,Female,2010,KEN,1231082.46167953,10737286.4872481,0.114654895642544,P20 Female
Completed secondary education,Not P20,Male,2011,KEN,5211371.7894311,9602339.43853327,0.542718972057826,Not P20 Male
Completed secondary education,P20,Male,2011,KEN,1579172.65207071,12139034.3175868,0.1300904677222,P20 Male
Completed secondary education,Not P20,Female,2011,KEN,4962431.34112738,9497322.28353404,0.522508470596073,Not P20 Female
Completed secondary education,P20,Female,2011,KEN,1362290.65883393,11491798.0685883,0.11854460465657,P20 Female
Completed secondary education,Not P20,Male,2012,KEN,5277226.52871062,9606467.7881263,0.549340990372479,Not P20 Male
Completed secondary education,P20,Male,2012,KEN,1696558.82563419,12721590.7629837,0.133360588093331,P20 Male
Completed secondary education,Not P20,Female,2012,KEN,5034038.94945582,9494032.331394,0.530231915559179,Not P20 Female
Completed secondary education,P20,Female,2012,KEN,1461353.87708425,12061473.4712952,0.121158818660265,P20 Female
Completed secondary education,Not P20,Male,2013,KEN,5244101.03706415,9251003.70698983,0.566868331606206,Not P20 Male
Completed secondary education,P20,Male,2013,KEN,1914706.44390318,13669442.5742508,0.140072020750131,P20 Male
Completed secondary education,Not P20,Female,2013,KEN,4997912.39817676,9107985.47929866,0.548739609822216,Not P20 Female
Completed secondary education,P20,Female,2013,KEN,1669810.27979276,13019411.3870512,0.128255435683791,P20 Female
Completed secondary education,Not P20,Male,2014,KEN,5286693.5845038,9237271.13702144,0.572322010048576,Not P20 Male
Completed secondary education,P20,Male,2014,KEN,2057704.23122532,14277382.1136808,0.144123356427758,P20 Male
Completed secondary education,Not P20,Female,2014,KEN,5077019.69833598,9096623.22394811,0.558121357051486,Not P20 Female
Completed secondary education,P20,Female,2014,KEN,1763562.06086922,13604420.999556,0.129631541167888,P20 Female
Completed secondary education,Not P20,Male,2015,KEN,5345573.21976391,9219867.75347964,0.579788491841052,Not P20 Male
Completed secondary education,P20,Male,2015,KEN,2184141.75676135,14888117.8420737,0.146703685444307,P20 Male
Completed secondary education,Not P20,Female,2015,KEN,5114110.95035627,9068584.69717553,0.563937055354304,Not P20 Female
Completed secondary education,P20,Female,2015,KEN,1899075.4554947,14205262.520959,0.133688163291085,P20 Female
Completed secondary education,Not P20,Male,2016,KEN,5478810.01762109,9457115.50495157,0.579332039960016,Not P20 Male
Completed secondary education,P20,Male,2016,KEN,2235434.99494606,15241682.287971,0.146665896369609,P20 Male
Completed secondary education,Not P20,Female,2016,KEN,5239441.99953058,9311566.00440398,0.562681078247477,Not P20 Female
Completed secondary education,P20,Female,2016,KEN,1945615.92393755,14532651.2581991,0.133878938493062,P20 Female
Completed secondary education,Not P20,Male,2017,KEN,5615048.27092431,9696744.14849681,0.579065321816783,Not P20 Male
Completed secondary education,P20,Male,2017,KEN,2283166.43292961,15591071.7787625,0.146440633801689,P20 Male
Completed secondary education,Not P20,Female,2017,KEN,5367911.85100711,9547654.67354167,0.562223083526742,Not P20 Female
Completed secondary education,P20,Female,2017,KEN,1988495.68423829,14865200.6452328,0.133768506170551,P20 Female
Completed secondary education,Not P20,Male,2018,KEN,5752410.88506981,9956717.09301116,0.577741722631404,Not P20 Male
Completed secondary education,P20,Male,2018,KEN,2330048.72851643,15920998.139033,0.146350668982488,P20 Male
Completed secondary education,Not P20,Female,2018,KEN,5493131.34319908,9789849.97750678,0.561104751944119,Not P20 Female
Completed secondary education,P20,Female,2018,KEN,2034882.14264475,15192494.0793139,0.13393996614522,P20 Female
Completed secondary education,Not P20,Male,2000,KGZ,1878297.40079696,2035669.52935427,0.922692693343391,Not P20 Male
Completed secondary education,P20,Male,2000,KGZ,439429.372445013,460459.407765139,0.954328144966792,P20 Male
Completed secondary education,Not P20,Female,2000,KGZ,1758034.95469693,1908587.27363954,0.921118451840287,Not P20 Female
Completed secondary education,P20,Female,2000,KGZ,437463.985489196,464240.664618782,0.942321556101568,P20 Female
Completed secondary education,Not P20,Male,2001,KGZ,1837834.48320636,1988945.04661678,0.924024766965049,Not P20 Male
Completed secondary education,P20,Male,2001,KGZ,501988.860407658,530981.298097655,0.945398382591124,P20 Male
Completed secondary education,Not P20,Female,2001,KGZ,1697037.44697656,1847161.07652209,0.918727374968191,Not P20 Female
Completed secondary education,P20,Female,2001,KGZ,519392.776997479,548288.751479143,0.947297889289702,P20 Female
Completed secondary education,Not P20,Male,2002,KGZ,1767141.05070782,1916661.21051802,0.921989259766055,Not P20 Male
Completed secondary education,P20,Male,2002,KGZ,594258.387316581,626502.003282777,0.948533898060589,P20 Male
Completed secondary education,Not P20,Female,2002,KGZ,1647864.8916949,1795549.76643462,0.917749495168282,Not P20 Female
Completed secondary education,P20,Female,2002,KGZ,589003.587969252,621989.101658186,0.946967698306938,P20 Female
Completed secondary education,Not P20,Male,2003,KGZ,1880823.37142585,2036430.2403498,0.923588411799847,Not P20 Male
Completed secondary education,P20,Male,2003,KGZ,505464.280764916,533536.905774303,0.947383911580312,P20 Male
Completed secondary education,Not P20,Female,2003,KGZ,1743571.50681506,1896676.29759522,0.919277321610291,Not P20 Female
Completed secondary education,P20,Female,2003,KGZ,516872.680070599,546342.472006734,0.946059855409206,P20 Female
Completed secondary education,Not P20,Male,2004,KGZ,1966144.04491173,2130144.02544547,0.923009909858352,Not P20 Male
Completed secondary education,P20,Male,2004,KGZ,449195.629138633,471111.361071233,0.953480782372203,P20 Male
Completed secondary education,Not P20,Female,2004,KGZ,1855972.48871571,2012865.43794532,0.922054924153416,Not P20 Female
Completed secondary education,P20,Female,2004,KGZ,431991.63017375,459896.030376427,0.939324546507093,P20 Female
Completed secondary education,Not P20,Male,2005,KGZ,2089487.42755608,2258667.52783306,0.925097386759138,Not P20 Male
Completed secondary education,P20,Male,2005,KGZ,353248.208475888,372092.56745778,0.949355723199094,P20 Male
Completed secondary education,Not P20,Female,2005,KGZ,1947194.90840761,2111526.35618041,0.922174095865862,Not P20 Female
Completed secondary education,P20,Female,2005,KGZ,366720.416719961,389282.380152354,0.942042166348338,P20 Female
Completed secondary education,Not P20,Male,2006,KGZ,2219049.37266678,2397627.83749348,0.925518688916546,Not P20 Male
Completed secondary education,P20,Male,2006,KGZ,250088.58942001,261566.84760041,0.956117305057194,P20 Male
Completed secondary education,Not P20,Female,2006,KGZ,2067610.05686703,2242334.7165465,0.922079135469762,Not P20 Female
Completed secondary education,P20,Female,2006,KGZ,271315.239039241,285504.029372013,0.950302661703301,P20 Female
Completed secondary education,Not P20,Male,2007,KGZ,2318688.63053747,2504719.98948641,0.925727682243999,Not P20 Male
Completed secondary education,P20,Male,2007,KGZ,174107.329806325,179953.718728496,0.967511708213199,P20 Male
Completed secondary education,Not P20,Female,2007,KGZ,2146183.35859536,2331372.26352944,0.920566565952995,Not P20 Female
Completed secondary education,P20,Female,2007,KGZ,215152.305392187,220686.921085975,0.974920961937603,P20 Female
Completed secondary education,Not P20,Male,2008,KGZ,2389061.31102744,2580944.55691632,0.925653867544469,Not P20 Male
Completed secondary education,P20,Male,2008,KGZ,127534.595562894,129361.048558319,0.985880966366771,P20 Male
Completed secondary education,Not P20,Female,2008,KGZ,2243332.82682958,2434899.53818387,0.921324593335307,Not P20 Female
Completed secondary education,P20,Female,2008,KGZ,140547.667447729,141525.407760638,0.993091414973616,P20 Female
Completed secondary education,Not P20,Male,2009,KGZ,2408068.13147386,2602281.9577084,0.925367877351168,Not P20 Male
Completed secondary education,P20,Male,2009,KGZ,139093.908864521,140942.545638596,0.986883756315749,P20 Male
Completed secondary education,Not P20,Female,2009,KGZ,2248131.47432604,2442024.92145288,0.920601364292594,Not P20 Female
Completed secondary education,P20,Female,2009,KGZ,164703.21551227,165692.83128802,0.994027407413727,P20 Female
Completed secondary education,Not P20,Male,2010,KGZ,2423118.12520207,2619662.53178226,0.924973387145988,Not P20 Male
Completed secondary education,P20,Male,2010,KGZ,154610.048884358,156480.869437082,0.988044413611362,P20 Male
Completed secondary education,Not P20,Female,2010,KGZ,2264197.52787747,2460417.71077687,0.920249239777483,Not P20 Female
Completed secondary education,P20,Female,2010,KGZ,177591.357521849,178592.84876044,0.994392321722053,P20 Female
Completed secondary education,Not P20,Male,2011,KGZ,2494787.43522676,2695150.57206784,0.925657906123089,Not P20 Male
Completed secondary education,P20,Male,2011,KGZ,114500.508534511,114981.845994936,0.995813796027892,P20 Male
Completed secondary education,Not P20,Female,2011,KGZ,2340318.81537793,2539364.70861179,0.921615870080092,Not P20 Female
Completed secondary education,P20,Female,2011,KGZ,131365.501041795,131955.916147182,0.995525664004875,P20 Female
Completed secondary education,Not P20,Male,2012,KGZ,2486295.66682392,2687896.1851077,0.924996910445891,Not P20 Male
Completed secondary education,P20,Male,2012,KGZ,166806.889709313,169423.383775183,0.984556476163043,P20 Male
Completed secondary education,Not P20,Female,2012,KGZ,2322049.7239931,2524007.50764432,0.919985268253139,Not P20 Female
Completed secondary education,P20,Female,2012,KGZ,191138.59411315,192169.369581316,0.994636109436106,P20 Female
Completed secondary education,Not P20,Male,2013,KGZ,2405918.13909222,2598748.01621432,0.92579893244017,Not P20 Male
Completed secondary education,P20,Male,2013,KGZ,300367.597522752,315848.396644607,0.950986614824344,P20 Male
Completed secondary education,Not P20,Female,2013,KGZ,2246474.91800887,2435080.85217524,0.922546335988025,Not P20 Female
Completed secondary education,P20,Female,2013,KGZ,317091.907544079,335543.571241035,0.945009634281739,P20 Female
Completed secondary education,Not P20,Male,2014,KGZ,2446708.55503951,2640929.56913623,0.926457329128909,Not P20 Male
Completed secondary education,P20,Male,2014,KGZ,314416.421535194,332727.219317203,0.944967538815777,P20 Male
Completed secondary education,Not P20,Female,2014,KGZ,2283849.21391472,2476276.99362447,0.922291496385428,Not P20 Female
Completed secondary education,P20,Female,2014,KGZ,331664.844850618,350490.406691234,0.9462879397518,P20 Female
Completed secondary education,Not P20,Male,2015,KGZ,2486778.65693028,2685040.18702585,0.92616068427818,Not P20 Male
Completed secondary education,P20,Male,2015,KGZ,331787.939412433,350479.669565401,0.946668147181986,P20 Male
Completed secondary education,Not P20,Female,2015,KGZ,2324860.40625794,2521291.39605368,0.922091119613073,Not P20 Female
Completed secondary education,P20,Female,2015,KGZ,345066.026208724,364283.229418109,0.947246533308488,P20 Female
Completed secondary education,Not P20,Male,2016,KGZ,2574773.96146942,2779737.46205753,0.926265158711643,Not P20 Male
Completed secondary education,P20,Male,2016,KGZ,301802.046599455,318256.959226443,0.948296770424177,P20 Male
Completed secondary education,Not P20,Female,2016,KGZ,2398740.26296423,2599214.03329161,0.922871388135165,Not P20 Female
Completed secondary education,P20,Female,2016,KGZ,326136.392037727,345749.107864995,0.943274717472514,P20 Female
Completed secondary education,Not P20,Male,2017,KGZ,2646930.44866607,2859038.57389389,0.925811380383393,Not P20 Male
Completed secondary education,P20,Male,2017,KGZ,285809.647264929,299443.04827937,0.954470804739735,P20 Male
Completed secondary education,Not P20,Female,2017,KGZ,2462919.97736382,2670450.71199997,0.922286251641498,Not P20 Female
Completed secondary education,P20,Female,2017,KGZ,315158.89146307,332011.750623078,0.949240172589131,P20 Female
Completed secondary education,Not P20,Male,2018,KGZ,2727006.52307851,2944729.38714751,0.926063540840368,Not P20 Male
Completed secondary education,P20,Male,2018,KGZ,264689.304508942,277245.960643319,0.954709327034952,P20 Male
Completed secondary education,Not P20,Female,2018,KGZ,2532638.54724174,2745692.0032192,0.922404459157233,Not P20 Female
Completed secondary education,P20,Female,2018,KGZ,301286.958843682,317127.79263654,0.950049052272714,P20 Female
Completed secondary education,Not P20,Male,2000,LBR,601430.304206585,1506702.9983974,0.399169779874531,Not P20 Male
Completed secondary education,P20,Male,2000,LBR,155907.901409674,1441384.07785078,0.108165411152692,P20 Male
Completed secondary education,Not P20,Female,2000,LBR,491248.682797904,1370317.39989523,0.358492625748941,Not P20 Female
Completed secondary education,P20,Female,2000,LBR,153347.841834034,1299722.44573451,0.11798506853313,P20 Female
Completed secondary education,Not P20,Male,2001,LBR,628461.474175724,1636447.35798605,0.384040141046248,Not P20 Male
Completed secondary education,P20,Male,2001,LBR,140369.691671891,1415068.55033189,0.0991963899126782,P20 Male
Completed secondary education,Not P20,Female,2001,LBR,515258.128675498,1484295.54770686,0.347139846556529,Not P20 Female
Completed secondary education,P20,Female,2001,LBR,140293.527800253,1291113.57212118,0.10866087293139,P20 Female
Completed secondary education,Not P20,Male,2002,LBR,662046.285089898,1770283.0800245,0.373977638130472,Not P20 Male
Completed secondary education,P20,Male,2002,LBR,126368.948355765,1348724.52343851,0.0936951513520292,P20 Male
Completed secondary education,Not P20,Female,2002,LBR,560269.259838158,1617949.24834058,0.346283581152369,Not P20 Female
Completed secondary education,P20,Female,2002,LBR,120898.872162433,1229247.4456543,0.0983519409292578,P20 Female
Completed secondary education,Not P20,Male,2003,LBR,606736.868518984,1486313.93095583,0.408215825662617,Not P20 Male
Completed secondary education,P20,Male,2003,LBR,197694.640092305,1692959.70811049,0.116774568907462,P20 Male
Completed secondary education,Not P20,Female,2003,LBR,497228.31673305,1350765.25082322,0.368108608383296,Not P20 Female
Completed secondary education,P20,Female,2003,LBR,198819.385287002,1540803.5995221,0.129036163563396,P20 Female
Completed secondary education,Not P20,Male,2004,LBR,571407.197305432,1170997.96680485,0.487966002933852,Not P20 Male
Completed secondary education,P20,Male,2004,LBR,294675.633430083,2083073.71002406,0.141461932917717,P20 Male
Completed secondary education,Not P20,Female,2004,LBR,462707.823113974,1045215.55898106,0.442691289024675,Not P20 Female
